"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"40","r10_a7_dfg_atr75","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2026_ytd","1","outputs\peak_r20_dfg_spread_yearly_package\configs\040_r10_a7_dfg_atr75_2026_ytd_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\040_r10_a7_dfg_atr75_2026_ytd_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr75_2026_ytd_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_atr75_2026_ytd_m1","F849D51D016C02CF772FAE50226F5FD7DD84204E21A19B5C954F212B50F1054B","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"41","r10_a7_dfg_atr70","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2019_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\041_r10_a7_dfg_atr70_2019_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\041_r10_a7_dfg_atr70_2019_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr70_2019_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_atr70_2019_full_m1","A2EE23655E78D3F9DC88B62642DDCB2A5E7C8A3842929493489146EAC9F75237","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"42","r10_a7_dfg_atr70","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2020_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\042_r10_a7_dfg_atr70_2020_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\042_r10_a7_dfg_atr70_2020_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr70_2020_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_atr70_2020_full_m1","79188B9839675644528DFB175BE0AB267F47171DC0A3E503E89A18DC503DBCF8","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"43","r10_a7_dfg_atr70","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2021_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\043_r10_a7_dfg_atr70_2021_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\043_r10_a7_dfg_atr70_2021_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr70_2021_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_atr70_2021_full_m1","AB6835A2144617B240C7AA1B0B5BBD7D28BFCBA3A5C47D78E0226EA50A979680","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"44","r10_a7_dfg_atr70","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2022_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\044_r10_a7_dfg_atr70_2022_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\044_r10_a7_dfg_atr70_2022_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr70_2022_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_atr70_2022_full_m1","997685085AA8962691A2043CC1CE82D50397711F8B16F5A72D616E054FFACECC","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"45","r10_a7_dfg_atr70","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2023_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\045_r10_a7_dfg_atr70_2023_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\045_r10_a7_dfg_atr70_2023_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr70_2023_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_atr70_2023_full_m1","3F6399873C766BD13C222F385C037DB392D5E6F32CEE8907170EAA74C1EF4643","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"46","r10_a7_dfg_atr70","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2024_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\046_r10_a7_dfg_atr70_2024_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\046_r10_a7_dfg_atr70_2024_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr70_2024_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_atr70_2024_full_m1","0E94A68120A8B780734C37C2DEBC88E784DDEADFF3918851A90938CF38CFBEBB","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"47","r10_a7_dfg_atr70","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2025_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\047_r10_a7_dfg_atr70_2025_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\047_r10_a7_dfg_atr70_2025_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr70_2025_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_atr70_2025_full_m1","ADB5259DABEB0E491032D6F644E031235AA94C7D05A5C2C5A2D9CC64ABABBE74","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"48","r10_a7_dfg_atr70","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2026_ytd","1","outputs\peak_r20_dfg_spread_yearly_package\configs\048_r10_a7_dfg_atr70_2026_ytd_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\048_r10_a7_dfg_atr70_2026_ytd_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_atr70_2026_ytd_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_atr70_2026_ytd_m1","9892BF9369171FEA58C99535ED2A426EAD085AD9BC467CBC4738DE5AF74E888C","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"49","r10_a7_dfg_spread29_atr75","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2019_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\049_r10_a7_dfg_spread29_atr75_2019_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\049_r10_a7_dfg_spread29_atr75_2019_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2019_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2019_full_m1","002BC671B2AAFEB8683D7CB21B9BC56A49AA8954504A88436975434A7C7CF367","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"50","r10_a7_dfg_spread29_atr75","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2020_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\050_r10_a7_dfg_spread29_atr75_2020_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\050_r10_a7_dfg_spread29_atr75_2020_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2020_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2020_full_m1","5E15691C940A63F1A4B528B76BB6FDDA2B3F142543E83F013EE76D00AE6056F2","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"51","r10_a7_dfg_spread29_atr75","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2021_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\051_r10_a7_dfg_spread29_atr75_2021_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\051_r10_a7_dfg_spread29_atr75_2021_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2021_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2021_full_m1","80FA93D2E52CC22C69974A13745CA6C25F1CBC9B32917593A5336D1F818D2ED9","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"52","r10_a7_dfg_spread29_atr75","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2022_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\052_r10_a7_dfg_spread29_atr75_2022_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\052_r10_a7_dfg_spread29_atr75_2022_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2022_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2022_full_m1","528B86C17F37F007957888AF8FA02CE138A7C9659A435360654C4335EEAF80FA","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"53","r10_a7_dfg_spread29_atr75","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2023_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\053_r10_a7_dfg_spread29_atr75_2023_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\053_r10_a7_dfg_spread29_atr75_2023_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2023_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2023_full_m1","460209B9DDEAECED5E101A69A150E6A896963DED892D434D2CE102A2DB1293FF","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"54","r10_a7_dfg_spread29_atr75","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2024_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\054_r10_a7_dfg_spread29_atr75_2024_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\054_r10_a7_dfg_spread29_atr75_2024_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2024_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2024_full_m1","6EF22D8DCAEA0714C495BF4FA72DF1E3DCD0C05CD07B4DA71456B10867B92460","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"55","r10_a7_dfg_spread29_atr75","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2025_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\055_r10_a7_dfg_spread29_atr75_2025_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\055_r10_a7_dfg_spread29_atr75_2025_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2025_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2025_full_m1","968C88AE73EF84492DBBD2D78120E5F166CE0049A224901317960F2A61B399FF","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"56","r10_a7_dfg_spread29_atr75","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2026_ytd","1","outputs\peak_r20_dfg_spread_yearly_package\configs\056_r10_a7_dfg_spread29_atr75_2026_ytd_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\056_r10_a7_dfg_spread29_atr75_2026_ytd_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2026_ytd_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread29_atr75_2026_ytd_m1","7664A9F8873CDDF892C351EF4E920A9C78A597D9CFDEF5E7A3CA33EB8AB04E0B","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"57","r10_a7_dfg_spread27_atr70","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2019_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\057_r10_a7_dfg_spread27_atr70_2019_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\057_r10_a7_dfg_spread27_atr70_2019_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2019_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2019_full_m1","F76102D0EB612B40A98A37B6A248FF00BD3E34B18919898C16B3562E64625C01","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"58","r10_a7_dfg_spread27_atr70","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2020_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\058_r10_a7_dfg_spread27_atr70_2020_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\058_r10_a7_dfg_spread27_atr70_2020_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2020_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2020_full_m1","FE133D4663F95F522099C91611219FFCFD834C568E738CA5D07810AA8A307980","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"59","r10_a7_dfg_spread27_atr70","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2021_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\059_r10_a7_dfg_spread27_atr70_2021_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\059_r10_a7_dfg_spread27_atr70_2021_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2021_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2021_full_m1","AC0FDEEB717DF1DA44856F3517A6E88B69983E7BC11DD65ED7768C6F660FDE61","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"60","r10_a7_dfg_spread27_atr70","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2022_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\060_r10_a7_dfg_spread27_atr70_2022_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\060_r10_a7_dfg_spread27_atr70_2022_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2022_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2022_full_m1","198FC74158E7B36BB255097D8765C6060F84D77F0E2F55CEC5364085374532E4","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"61","r10_a7_dfg_spread27_atr70","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2023_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\061_r10_a7_dfg_spread27_atr70_2023_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\061_r10_a7_dfg_spread27_atr70_2023_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2023_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2023_full_m1","903FC11BAF2CC299E4A52AADDBCCE53680F967BB21039FB737FE5D9174C8698C","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"62","r10_a7_dfg_spread27_atr70","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2024_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\062_r10_a7_dfg_spread27_atr70_2024_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\062_r10_a7_dfg_spread27_atr70_2024_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2024_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2024_full_m1","7BD7A7058E9E0A5D391C7BA02D9703BA747B3A33F6831755E823573397CD75FF","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"63","r10_a7_dfg_spread27_atr70","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2025_full","1","outputs\peak_r20_dfg_spread_yearly_package\configs\063_r10_a7_dfg_spread27_atr70_2025_full_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\063_r10_a7_dfg_spread27_atr70_2025_full_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2025_full_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2025_full_m1","CCA0C54554737BDE454D7352F178696B6AC1AFD602C7A9F57076490259612E4F","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
"64","r10_a7_dfg_spread27_atr70","phase6_dfg_spread_yearly_model1","Peak R20 diagnostic fallback spread yearly Model1","2026_ytd","1","outputs\peak_r20_dfg_spread_yearly_package\configs\064_r10_a7_dfg_spread27_atr70_2026_ytd_m1.ini","outputs\peak_r20_dfg_spread_yearly_package\configs\064_r10_a7_dfg_spread27_atr70_2026_ytd_m1.ini","peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2026_ytd_m1","outputs\peak_r20_dfg_spread_yearly_package\reports_here\peak_r20_dfg_spread_r10_a7_dfg_spread27_atr70_2026_ytd_m1","2B9C7730F7EC219EE2FD1D25D5558211E1DA4A738A2E901351B0F1E06BE5F196","Reject unless diagnostic fallback spread control removes Model4 fragility without killing yearly stability."
