"EntryTime","ExitTime","Era","Year","Side","Volume","EntryPrice","InitialStop","InitialRiskMoney","Profit","RiskR","HoldHours","D1MomentumPercent","BreakoutATR","BodyRatio","CloseLocation","RangeATR","ChannelWidthATR","ATRPercent","TickVolumeRatio","StopATR","MarketD1ADX","MarketH4ADX","MarketH1ADX","D1EmaGapATR","D1PriceGapATR","D1EmaSlopeATR","D1Efficiency20","D1RangePosition60","H4Efficiency20","H1Efficiency20","H1Compression5_20"
"2015-11-11T17:00:00.0000000","2015-11-12T03:00:00.0000000","era_2015_2018","2015","sell","0.03","1085.92","1090.25","12.99","-7.58","-0.583526","10","11.078467","0.455235","0.49835","0.90099","1.532625","3.419322","0.182058","2.6875","2.189024","47.239513","15.006277","31.853362","1.785548","4.949631","-0.099121","0.571127","0.958765","0.447992","0.231631","0.958664"
"2015-11-25T16:00:00.0000000","2015-11-26T04:00:00.0000000","era_2015_2018","2015","sell","0.03","1071.09","1076.12","15.09","-5.66","-0.375083","12","9.573225","0.370205","0.614437","0.630282","2.533452","3.96967","0.209335","2.388023","2.245406","45.107022","30.019807","26.667498","2.831436","5.970709","2.243822","0.677539","0.915852","0.372775","0.215455","1.193516"
"2015-12-07T16:00:00.0000000","2015-12-08T01:05:00.0000000","era_2015_2018","2015","sell","0.03","1079.93","1084.17","12.72","25.57","2.01022","9.0833","8.060641","0.323704","0.50358","0.747017","1.716861","3.052653","0.225987","1.830155","1.739008","36.589728","24.686549","38.606821","2.806","3.852227","2.315529","0.013747","0.720887","-0.168424","0.279936","0.622409"
"2015-12-17T16:00:00.0000000","2015-12-18T03:00:00.0000000","era_2015_2018","2015","sell","0.01","1060.22","1069.57","9.35","6.46","0.690909","11","9.015461","0.319592","0.677652","0.739444","2.248726","3.865215","0.407282","2.08234","2.165771","20.557435","18.702915","23.597083","2.805332","4.089923","1.764953","-0.008067","0.821293","0.227204","0.425982","0.994228"
"2015-12-23T11:00:00.0000000","2015-12-24T01:05:00.0000000","era_2015_2018","2015","sell","0.03","1071.16","1075.63","13.41","0.55","0.041014","14.0833","9.049283","0.259995","0.814815","0.880952","1.854305","4.415011","0.190308","1.80076","2.194677","17.603405","32.714456","18.983896","2.829834","3.846143","1.558522","0.014668","0.818401","-0.55508","0.433962","0.850895"
"2015-12-28T18:00:00.0000000","2015-12-29T04:00:00.0000000","era_2015_2018","2015","sell","0.05","1069.66","1072.62","14.8","-13.13","-0.887162","10","7.910277","0.237226","0.425676","0.844595","1.800487","4.136253","0.153692","2.106403","1.803163","14.411363","21.604784","39.536628","3.32629","4.196595","1.681613","-0.023374","0.794642","0.236698","0.228183","1.021354"
"2016-01-13T10:00:00.0000000","2016-01-13T16:16:37.0000000","era_2015_2018","2016","sell","0.04","1082.21","1085.86","14.6","-14.6","-1","6.2769","4.868018","0.204082","0.712531","0.714988","1.297832","3.989158","0.289769","1.105004","1.165051","24.913016","26.518385","32.376657","3.461999","3.268982","0.835338","-0.086921","0.683452","0.451686","0.326382","0.636855"
"2016-01-25T10:00:00.0000000","2016-01-26T08:44:20.0000000","era_2015_2018","2016","buy","0.03","1104.27","1099.28","14.97","29.59","1.97662","22.7389","0.232828","0.45879","0.685366","0.778049","1.664637","3.576939","0.223116","1.033682","2.024482","14.400246","21.701105","31.095137","-2.548739","-1.95905","-0.054276","0.197197","0.443022","0.242413","0.279373","0.774732"
"2016-02-01T10:00:00.0000000","2016-02-01T15:31:37.0000000","era_2015_2018","2016","buy","0.05","1122.99","1120.1","14.45","-14.45","-1","5.5269","2.793281","0.150468","0.506608","0.594714","0.923139","4.733632","0.219018","0.844629","1.173607","28.160348","22.793888","43.260485","-2.385807","-0.703201","0.581351","0.356661","0.878228","0.048799","0.451257","0.638106"
"2016-02-04T12:00:00.0000000","2016-02-05T12:13:05.0000000","era_2015_2018","2016","buy","0.02","1146.13","1140.04","12.18","24.13","1.981117","24.2181","4.402424","0.104909","0.40081","0.412955","0.664425","5.433759","0.324434","1.232585","1.638668","36.650561","38.508558","39.145568","-2.212555","1.028617","0.971511","0.323921","0.968656","0.612888","0.381189","0.716336"
"2016-03-03T15:00:00.0000000","2016-03-03T17:25:29.0000000","era_2015_2018","2016","buy","0.02","1244.87","1239.04","11.66","23.62","2.025729","2.4247","10.492458","0.099273","0.132296","0.735409","0.911186","3.346924","0.226632","1.041455","2.067736","26.382387","25.956649","42.591717","0.829404","3.912933","2.707775","0.353795","0.892241","0.198657","0.292294","0.82105"
"2016-03-08T10:00:00.0000000","2016-03-08T17:00:00.0000000","era_2015_2018","2016","buy","0.01","1273.87","1264.83","9.04","-6.95","-0.768805","7","14.43717","0.113333","0.791103","0.806576","1.148889","3.046667","0.353326","1.07908","2.008889","33.862216","40.231238","29.785434","1.149551","4.901155","2.834351","0.286776","0.946194","0.307018","0.123269","0.843053"
"2016-04-05T11:00:00.0000000","2016-04-05T18:00:00.0000000","era_2015_2018","2016","buy","0.02","1229.11","1223.5","11.22","1.3","0.115865","7","5.979232","0.445076","0.636893","0.881553","1.625631","4.056187","0.257808","1.808891","1.769823","16.97489","21.836972","47.382493","2.267148","2.61871","1.8429","-0.188128","0.680187","0.013822","0.343634","0.846429"
"2016-04-07T08:00:00.0000000","2016-04-08T05:00:00.0000000","era_2015_2018","2016","buy","0.02","1229.87","1223.21","13.32","11.85","0.88964","21","7.283134","0.443628","0.863636","0.911255","1.305454","3.212772","0.287822","0.7011","1.88299","14.322944","23.636576","36.014623","2.37641","3.014194","1.624204","-0.165153","0.710748","0.1081","0.09768","0.786569"
"2016-04-27T10:00:00.0000000","2016-04-27T21:01:17.0000000","era_2015_2018","2016","buy","0.02","1247.81","1242.42","10.78","-10.84","-1.005566","11.0214","7.606185","0.247646","0.840194","0.98063","1.44053","5.406348","0.229823","1.143473","1.878863","20.040213","27.650649","34.15071","2.766156","3.9127","0.997166","0.015091","0.753709","-0.089134","0.502123","0.682845"
"2016-05-02T13:00:00.0000000","2016-05-02T17:16:36.0000000","era_2015_2018","2016","buy","0.01","1299.87","1290.66","9.21","-9.21","-1","4.2767","14.135479","0.743438","0.904059","0.915129","1.361296","5.769182","0.306368","1.058434","2.312734","30.009958","66.517455","36.282839","2.641844","6.005809","1.056472","0.337964","0.98059","0.706571","0.626961","0.844439"
"2016-05-11T09:00:00.0000000","2016-05-12T06:00:00.0000000","era_2015_2018","2016","buy","0.02","1272.87","1265.93","13.88","-1.54","-0.110951","21","16.605577","0.3452","0.619469","0.837758","1.044845","4.515334","0.254961","0.625386","2.140376","25.962671","33.037775","39.984253","2.739277","3.970042","1.223646","0.053992","0.6677","-0.106674","0.247881","0.790393"
"2016-05-16T06:00:00.0000000","2016-05-16T17:31:26.0000000","era_2015_2018","2016","buy","0.02","1277.28","1270.92","12.72","1.28","0.100629","11.5239","17.60631","0.15857","0.545918","0.566327","1.695257","3.857575","0.271654","1.507443","1.832737","21.699959","15.953384","22.368356","2.969222","4.475669","1.375302","0.200873","0.701925","0.194619","0.067689","0.830328"
"2016-06-08T10:00:00.0000000","2016-06-08T16:01:59.0000000","era_2015_2018","2016","buy","0.03","1250.52","1246.5","12.06","24.36","2.0199","6.0331","15.999329","0.238673","0.640553","0.741935","0.877832","6.084142","0.197705","1.088427","1.625081","26.671384","20.237262","37.612584","2.873521","3.178319","-0.083374","-0.137866","0.429395","0.531565","0.431175","0.7381"
"2016-06-13T14:00:00.0000000","2016-06-13T17:10:12.0000000","era_2015_2018","2016","buy","0.02","1285.49","1279.28","12.42","-12.42","-1","3.17","20.181678","0.126452","0.635071","0.872038","0.620497","4.805176","0.264585","0.654056","1.826217","28.427825","35.195463","36.750528","2.839815","4.774006","-0.089927","0.005007","0.715659","0.745985","0.278183","0.843003"
"2016-06-29T06:00:00.0000000","2016-06-29T14:00:00.0000000","era_2015_2018","2016","buy","0.01","1320.45","1311.01","9.44","-3.26","-0.345339","8","23.66836","0.128399","0.633218","0.633218","0.727593","3.537261","0.300918","0.881101","2.375932","28.474644","28.615522","28.585829","2.077908","4.062947","0.766875","0.399431","0.708504","0.263111","0.070238","0.662"
"2016-07-01T17:00:00.0000000","2016-07-05T04:42:40.0000000","era_2015_2018","2016","buy","0.01","1339.86","1331.04","8.82","0.57","0.064626","83.7111","22.587587","0.434622","0.638554","0.771084","1.844672","5.800716","0.302276","1.635442","2.179269","22.492823","40.321318","67.231675","2.173037","4.357901","1.033819","0.445425","0.768833","0.36515","0.527482","0.999767"
"2016-07-27T16:00:00.0000000","2016-07-27T21:49:37.0000000","era_2015_2018","2016","buy","0.03","1323.05","1318.15","14.7","29.37","1.997959","5.8269","18.086924","0.510884","0.716129","0.741935","2.065749","2.629942","0.170177","1.687316","2.174633","32.024522","24.922246","21.075782","3.592651","4.51819","2.073549","0.045721","0.68734","-0.103554","0.228991","1.055283"
"2016-07-28T11:00:00.0000000","2016-07-28T17:46:27.0000000","era_2015_2018","2016","buy","0.02","1343.15","1336.8","12.7","-12.7","-1","6.7742","18.707516","0.111176","0.956954","0.956954","0.883558","6.828555","0.254562","1.404678","1.858338","28.564668","31.135169","32.795938","3.527248","5.309351","1.985617","0.108759","0.797127","0.284244","0.604366","0.561581"
"2016-08-10T16:00:00.0000000","2016-08-10T16:30:40.0000000","era_2015_2018","2016","buy","0.02","1356.58","1350.49","12.18","-12.2","-1.001642","0.5111","8.264076","0.438154","0.820639","0.867322","1.578131","6.770066","0.190151","1.73792","2.360566","22.60048","32.404044","55.725081","4.496009","5.912944","1.64466","0.043478","0.80277","-0.084746","0.686066","0.916448"
"2016-08-16T09:00:00.0000000","2016-08-16T15:31:42.0000000","era_2015_2018","2016","buy","0.03","1347.75","1342.73","15.06","30.12","2","6.5283","8.820542","0.174494","0.737313","0.8","1.243735","4.169296","0.199904","1.170884","1.863505","19.454492","30.89361","32.142926","4.345939","5.451129","1.398963","0.065688","0.795645","-0.01401","0.316692","1.041139"
"2016-08-26T13:00:00.0000000","2016-08-26T15:55:25.0000000","era_2015_2018","2016","buy","0.05","1326.22","1323.31","14.55","29.2","2.006873","2.9236","7.298814","0.386266","0.75","0.888158","1.087268","5.357654","0.105433","0.826131","2.081402","20.341301","40.354561","40.631091","5.309479","5.042537","1.505546","-0.107093","0.681391","-0.29234","0.720477","0.788229"
"2016-09-20T10:00:00.0000000","2016-09-20T12:19:28.0000000","era_2015_2018","2016","buy","0.06","1317.36","1315.09","13.62","-13.62","-1","2.3244","7.894867","0.262829","0.839506","0.981481","1.013767","2.90363","0.12133","1.114582","1.420401","36.289524","16.605223","39.119434","4.199159","3.444661","-0.05304","-0.199717","0.148678","-0.15393","0.230503","0.593322"
"2016-09-21T15:00:00.0000000","2016-09-22T09:00:00.0000000","era_2015_2018","2016","buy","0.02","1324.14","1317.89","12.5","13.98","1.1184","18","7.657163","0.514925","0.94359","0.994872","1.455224","5.481343","0.20244","1.003792","2.331343","38.566126","12.263523","32.029069","4.265748","3.632729","-0.118036","-0.180742","0.171393","0.086957","0.387324","1.101051"
"2016-09-22T16:00:00.0000000","2016-09-23T05:00:00.0000000","era_2015_2018","2016","buy","0.02","1337.43","1331.74","11.38","-5.09","-0.447276","13","7.672964","0.429417","0.517304","0.837887","1.856298","5.389687","0.221173","1.9846","1.922485","35.199203","22.60155","27.786598","3.934673","4.720625","-0.073584","0.088866","0.461316","0.416445","0.364234","0.663715"
"2016-09-30T11:00:00.0000000","2016-09-30T17:11:20.0000000","era_2015_2018","2016","buy","0.03","1326","1320.85","15.45","-15.51","-1.003883","6.1889","8.049721","0.168806","0.841727","0.985612","0.977668","3.253033","0.214495","1.360406","1.812678","27.26885","46.851477","22.956291","4.514597","4.115945","0.167348","0.055847","0.248412","-0.394175","0.218661","0.782863"
"2016-10-13T06:00:00.0000000","2016-10-13T12:00:00.0000000","era_2015_2018","2016","buy","0.02","1259.49","1252.74","13.5","-4.78","-0.354074","6","0.402332","0.125174","0.795148","0.795148","1.289986","3.174548","0.228403","1.690622","2.346175","60.119283","16.422581","20.191393","2.639575","-0.928234","-1.144863","-0.475627","0.110714","0.010836","0.160566","0.775731"
"2016-10-18T10:00:00.0000000","2016-10-18T16:00:00.0000000","era_2015_2018","2016","buy","0.03","1262.23","1257.4","14.49","-9.3","-0.641822","6","1.80007","0.51907","0.819957","0.906725","2.080794","3.872715","0.175566","1.575649","2.180794","60.928118","30.855155","32.874264","2.274033","-0.926912","-1.466404","-0.420472","0.108173","0.063249","0.541639","1.237521"
"2016-11-02T07:00:00.0000000","2016-11-02T18:13:29.0000000","era_2015_2018","2016","buy","0.02","1292.92","1286.96","11.92","23.84","2","11.2247","1.975315","0.286944","0.821277","0.868085","0.842898","4.763271","0.215689","0.760852","2.137303","31.309767","43.581737","51.352335","1.948059","1.663012","-2.687917","0.188637","0.40072","0.469907","0.472371","0.748855"
"2016-12-12T11:00:00.0000000","2016-12-12T15:22:31.0000000","era_2015_2018","2016","sell","0.02","1152.6","1159.12","13.04","-13.04","-1","4.3753","9.415445","0.540701","0.67234","0.7","1.396316","4.661319","0.292048","1.373607","1.936007","37.729543","26.470181","50.187021","1.354656","5.612856","3.210638","0.514834","0.988313","0.24759","0.338163","0.804005"
"2016-12-15T19:00:00.0000000","2016-12-16T08:00:00.0000000","era_2015_2018","2016","sell","0.01","1124.15","1133.47","9.32","-7.8","-0.83691","13","9.804448","0.320113","0.497925","0.665975","1.134518","8.35589","0.377903","0.924081","2.194857","43.988409","26.300416","62.423811","1.747982","6.544739","3.419979","0.59659","0.98093","0.375588","0.542943","1.133687"
"2016-12-20T07:00:00.0000000","2016-12-20T16:39:16.0000000","era_2015_2018","2016","sell","0.03","1135.44","1139.96","13.56","27.12","2","9.6544","13.468423","0.514834","0.878412","0.930521","1.75829","2.430192","0.201853","1.013633","1.971728","52.549437","32.108848","14.706174","2.215881","6.829226","3.692373","0.535286","0.926891","0.406054","0.235237","0.975521"
"2016-12-22T08:00:00.0000000","2016-12-22T09:28:06.0000000","era_2015_2018","2016","sell","0.04","1129.09","1132.55","13.84","-13.96","-1.008671","1.4683","13.75142","0.059864","0.431373","0.745098","1.110204","4.223129","0.162734","1.088695","1.885034","57.190667","26.544793","30.595234","2.676763","7.740422","4.059485","0.457616","0.95819","0.157114","0.275542","0.766985"
"2017-01-25T06:00:00.0000000","2017-01-25T16:23:41.0000000","era_2015_2018","2017","sell","0.03","1205.49","1209.97","13.44","26.85","1.997768","10.3947","9.484618","0.421941","0.754579","0.846154","1.151899","4.704641","0.196596","0.762384","1.88903","54.304272","19.254736","43.496516","2.712723","1.723141","0.442109","-0.514489","0.598909","-0.157794","0.337214","0.768385"
"2017-01-26T12:00:00.0000000","2017-01-27T22:00:00.0000000","era_2015_2018","2017","sell","0.02","1192.64","1199.48","13.68","2.01","0.14693","34","11.213743","0.191313","0.761035","0.847793","2.06053","4.563274","0.267355","1.11056","2.144849","48.323019","34.105358","23.338674","2.754642","2.400852","0.266485","-0.405149","0.641186","0.581503","0.354783","0.949888"
"2017-02-10T10:00:00.0000000","2017-02-10T11:47:04.0000000","era_2015_2018","2017","sell","0.03","1221.86","1226.02","12.48","-12.48","-1","1.7844","8.33856","0.077519","0.654088","0.91195","0.948122","6.642815","0.274491","1.309223","1.238939","41.900215","27.916118","50.063997","1.936754","0.25437","-0.909878","-0.213664","0.140223","0.214572","0.666554","0.46123"
"2017-02-13T16:00:00.0000000","2017-02-14T07:00:00.0000000","era_2015_2018","2017","sell","0.02","1225.34","1231.36","12.04","-7.11","-0.590532","15","8.369913","1.028383","0.746862","0.811715","1.966269","3.780337","0.198392","1.968504","2.477622","41.068274","17.361196","19.11164","1.80974","-0.157768","-0.946824","-0.235016","0.089821","0.146408","0.412853","0.870357"
"2017-03-01T15:00:00.0000000","2017-03-01T20:00:00.0000000","era_2015_2018","2017","sell","0.02","1242.24","1247.57","10.66","-9.78","-0.917448","5","4.946151","0.055385","0.412121","0.433333","1.015385","4.889231","0.261622","0.916338","1.638462","35.312849","24.236808","22.943116","1.12124","-1.239102","-1.823701","-0.319525","0.111851","0.083063","0.46802","0.864135"
"2017-03-03T08:00:00.0000000","2017-03-03T21:00:41.0000000","era_2015_2018","2017","sell","0.04","1230.58","1234.44","15.44","1.56","0.101036","13.0114","6.98216","0.114905","0.871465","0.886889","1.277085","5.03283","0.247526","0.637552","1.268746","27.807223","38.999019","40.454394","1.007713","-0.135187","-1.884561","-0.144674","0.209818","0.372516","0.468379","0.703892"
"2017-03-07T12:00:00.0000000","2017-03-07T16:33:36.0000000","era_2015_2018","2017","sell","0.05","1223.33","1226.42","15.45","30.95","2.003236","4.56","8.890938","0.332012","0.509804","0.537255","1.263627","5.158573","0.164958","1.131741","1.532111","25.945819","58.637446","46.765768","0.95215","0.585599","-1.768029","0.08765","0.2735","0.529659","0.400848","0.743412"
"2017-03-08T10:00:00.0000000","2017-03-09T10:46:42.0000000","era_2015_2018","2017","sell","0.03","1213.67","1218.59","14.76","29.11","1.972222","24.7783","9.115239","0.219178","0.943284","0.967164","1.52968","5.063927","0.180449","1.269886","2.246119","27.632544","69.962642","31.319046","0.974109","1.364284","-1.676445","0.142536","0.340511","0.425322","0.479744","0.731762"
"2017-03-10T07:00:00.0000000","2017-03-10T15:33:27.0000000","era_2015_2018","2017","sell","0.04","1197.13","1200.39","13.04","-13.12","-1.006135","8.5575","9.578267","0.180995","0.59009","0.851351","0.95669","4.899806","0.193839","0.645577","1.405753","34.33796","77.200457","64.901336","1.0215","2.566589","-1.339074","0.231644","0.450166","0.721465","0.457767","0.715615"
"2017-03-14T09:00:00.0000000","2017-03-14T13:28:18.0000000","era_2015_2018","2017","sell","0.04","1201.6","1205.1","14","-14","-1","4.4717","8.947185","0.062642","0.974684","0.974684","0.899772","4.840547","0.146138","0.747818","1.990661","38.354029","26.74294","31.13688","1.064517","2.224638","-1.070183","0.19889","0.435056","0.125614","0.407801","0.537781"
"2017-03-24T08:00:00.0000000","2017-03-24T09:27:39.0000000","era_2015_2018","2017","sell","0.07","1242.37","1244.57","15.4","-15.47","-1.004545","1.4608","6.913279","0.063922","0.703883","0.830097","0.774582","4.023313","0.21407","0.562822","0.8257","30.132292","29.762515","18.306478","0.771963","-1.181846","-0.67677","0.02908","0.150811","-0.17492","0.16258","0.492182"
"2017-03-28T10:00:00.0000000","2017-03-28T14:25:15.0000000","era_2015_2018","2017","sell","0.04","1251.74","1255.01","13.08","-13.08","-1","4.4208","5.098867","0.350515","0.689516","0.75","1.278351","4.407216","0.154984","1.23279","1.687629","32.591071","35.326444","22.225792","0.618696","-1.861098","-0.589003","-0.010859","0.082315","-0.137007","0.391979","0.587325"
"2017-03-30T16:00:00.0000000","2017-03-31T05:32:31.0000000","era_2015_2018","2017","sell","0.04","1247.76","1251.53","15.08","30.1","1.996021","13.5419","4.773955","0.290543","0.535556","0.706667","2.668248","3.759265","0.135164","2.015243","2.234598","34.946031","22.164675","22.67018","0.483619","-1.780983","-0.579216","-0.030404","0.106223","0.268369","0.294469","1.19621"
"2017-05-02T16:00:00.0000000","2017-05-02T20:26:26.0000000","era_2015_2018","2017","sell","0.04","1252.91","1256.18","13.08","-13.08","-1","4.4406","2.419956","0.461452","0.72119","0.728625","1.513787","6.190208","0.141831","1.470314","1.838886","21.184398","17.314405","23.333424","-0.935453","-1.381668","-1.807163","-0.067624","0.383728","0.439404","0.481126","0.684914"
"2017-05-04T09:00:00.0000000","2017-05-05T07:37:41.0000000","era_2015_2018","2017","sell","0.02","1235.46","1241.5","12.08","1.11","0.091887","22.6281","4.861581","0.12104","0.946921","0.968153","1.676753","6.941972","0.227363","0.786119","2.150552","26.782939","32.441097","33.646246","-0.953455","0.050784","-1.722163","0.135885","0.565944","0.629996","0.675656","0.756858"
"2017-05-17T13:00:00.0000000","2017-05-17T16:57:40.0000000","era_2015_2018","2017","buy","0.03","1245.96","1240.79","15.51","31.02","2","3.9611","0.991174","0.3452","0.901887","0.901887","1.143474","4.841424","0.186037","0.762987","2.231607","35.479625","58.48084","29.266554","0.503297","-0.106041","0.089136","-0.445803","0.418142","0.449546","0.445629","0.957979"
"2017-06-14T06:00:00.0000000","2017-06-14T11:00:00.0000000","era_2015_2018","2017","buy","0.04","1269.49","1265.88","14.44","-10.2","-0.706371","5","10.789718","0.130293","0.485294","0.573529","1.0223","4.891005","0.157234","0.819962","1.808845","32.404221","54.647771","32.013178","1.177595","1.937549","1.154538","0.195179","0.636219","-0.182501","0.143381","0.736473"
"2017-07-21T15:00:00.0000000","2017-07-21T20:24:23.0000000","era_2015_2018","2017","buy","0.06","1249.11","1246.6","15.06","30.24","2.007968","5.4064","2.974344","0.158428","0.375","0.777344","1.622307","7.097592","0.126355","1.087729","1.589227","33.574879","24.051738","36.510854","0.053987","0.24025","-1.08982","-0.05072","0.436513","0.306827","0.262799","0.742259"
"2017-08-09T11:00:00.0000000","2017-08-09T21:34:23.0000000","era_2015_2018","2017","buy","0.03","1268.21","1263.99","12.66","25.29","1.99763","10.5731","2.193438","0.290311","0.613971","0.613971","0.951382","5.491431","0.225479","1.325686","1.474607","33.019236","23.952995","43.325854","0.537907","1.465259","0.434619","0.456337","0.613268","-0.097156","0.131829","0.528977"
"2017-08-10T14:00:00.0000000","2017-08-11T03:27:29.0000000","era_2015_2018","2017","buy","0.04","1280.97","1277.51","13.84","27.22","1.966763","13.4581","4.259713","0.115607","0.629213","0.82397","1.187194","4.530903","0.175602","0.734247","1.54064","35.064039","48.007487","59.973277","0.58194","2.805747","0.594548","0.5247","0.795833","0.421074","0.510625","0.765877"
"2017-08-21T17:00:00.0000000","2017-08-22T05:00:00.0000000","era_2015_2018","2017","buy","0.02","1291.97","1286.33","11.28","-6.35","-0.562943","12","3.811871","0.465604","0.630088","0.654867","2.369966","4.240772","0.184559","2.135687","2.365101","38.442671","21.477578","17.983555","0.941501","2.929146","1.273484","0.252022","0.831961","0.271113","0.236489","0.775711"
"2017-08-28T09:00:00.0000000","2017-08-28T17:57:26.0000000","era_2015_2018","2017","buy","0.07","1295.21","1292.95","15.82","31.57","1.995575","8.9572","3.381283","0.072452","0.581081","0.77027","0.466215","5.793038","0.245137","0.505728","0.71112","34.738719","13.93124","32.236583","1.191742","3.272198","1.452916","0.192557","0.903367","0.293891","0.291974","0.294743"
"2017-09-04T10:00:00.0000000","2017-09-05T10:46:40.0000000","era_2015_2018","2017","buy","0.02","1337.63","1331.73","11.8","-12.09","-1.024576","24.7778","9.674188","0.121806","0.809061","0.847896","0.818218","5.470674","0.282361","1.111685","1.561671","44.959724","23.216722","36.853228","1.487811","5.033019","1.687524","0.481574","0.966357","0.465343","0.583282","0.62115"
"2017-09-08T06:00:00.0000000","2017-09-08T12:00:00.0000000","era_2015_2018","2017","buy","0.02","1352.3","1346.89","10.82","-1.9","-0.175601","6","12.586047","0.45265","0.652259","0.689587","1.515783","4.937463","0.248364","1.115877","1.609827","52.049373","26.703552","41.964436","1.881907","6.361552","2.092231","0.43877","0.996758","0.337091","0.438781","0.925753"
"2017-09-19T17:00:00.0000000","2017-09-19T19:34:38.0000000","era_2015_2018","2017","buy","0.03","1310.48","1306.44","12.12","-12.15","-1.002475","2.5772","4.963987","0.259295","0.724806","0.879845","1.262231","2.519569","0.156002","1.820599","1.978669","31.503281","45.579907","20.447569","2.210606","3.104724","2.216408","0.098972","0.67086","-0.332362","0.187084","0.876882"
