"QueueRank","Candidate","Phase","PhaseLabel","Window","Role","Model","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"11","re_dgf_liq_reject1","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2025_full","profit_control","4","outputs\range_elite_dgf_liq_signal_model4_package\configs\011_re_dgf_liq_reject1_2025_full_m4.ini","outputs\range_elite_dgf_liq_signal_model4_package\configs\011_re_dgf_liq_reject1_2025_full_m4.ini","re_risk_re_dgf_liq_reject1_2025_m4","outputs\range_elite_dgf_liq_signal_model4_package\reports_here\re_risk_re_dgf_liq_reject1_2025_m4","718D5FD6207F4295F135C288332EE1924B90D2C5C18895E445753B772448B3F0","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"12","re_dgf_liq_reject1","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2026_ytd","high_dd_recent","4","outputs\range_elite_dgf_liq_signal_model4_package\configs\012_re_dgf_liq_reject1_2026_ytd_m4.ini","outputs\range_elite_dgf_liq_signal_model4_package\configs\012_re_dgf_liq_reject1_2026_ytd_m4.ini","re_risk_re_dgf_liq_reject1_2026ytd_m4","outputs\range_elite_dgf_liq_signal_model4_package\reports_here\re_risk_re_dgf_liq_reject1_2026ytd_m4","718D5FD6207F4295F135C288332EE1924B90D2C5C18895E445753B772448B3F0","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"13","re_may140_dgf_liq_reject1","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2019_full","red_year","4","outputs\range_elite_dgf_liq_signal_model4_package\configs\013_re_may140_dgf_liq_reject1_2019_full_m4.ini","outputs\range_elite_dgf_liq_signal_model4_package\configs\013_re_may140_dgf_liq_reject1_2019_full_m4.ini","re_risk_re_may140_dgf_liq_reject1_2019_m4","outputs\range_elite_dgf_liq_signal_model4_package\reports_here\re_risk_re_may140_dgf_liq_reject1_2019_m4","770A3BDFF1A323C82035108D0B50ED98FCD1FE79F04D75229FA5C402A7F46799","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"14","re_may140_dgf_liq_reject1","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2021_full","red_year","4","outputs\range_elite_dgf_liq_signal_model4_package\configs\014_re_may140_dgf_liq_reject1_2021_full_m4.ini","outputs\range_elite_dgf_liq_signal_model4_package\configs\014_re_may140_dgf_liq_reject1_2021_full_m4.ini","re_risk_re_may140_dgf_liq_reject1_2021_m4","outputs\range_elite_dgf_liq_signal_model4_package\reports_here\re_risk_re_may140_dgf_liq_reject1_2021_m4","770A3BDFF1A323C82035108D0B50ED98FCD1FE79F04D75229FA5C402A7F46799","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"15","re_may140_dgf_liq_reject1","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2023_full","red_year","4","outputs\range_elite_dgf_liq_signal_model4_package\configs\015_re_may140_dgf_liq_reject1_2023_full_m4.ini","outputs\range_elite_dgf_liq_signal_model4_package\configs\015_re_may140_dgf_liq_reject1_2023_full_m4.ini","re_risk_re_may140_dgf_liq_reject1_2023_m4","outputs\range_elite_dgf_liq_signal_model4_package\reports_here\re_risk_re_may140_dgf_liq_reject1_2023_m4","770A3BDFF1A323C82035108D0B50ED98FCD1FE79F04D75229FA5C402A7F46799","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"16","re_may140_dgf_liq_reject1","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2024_full","profit_control","4","outputs\range_elite_dgf_liq_signal_model4_package\configs\016_re_may140_dgf_liq_reject1_2024_full_m4.ini","outputs\range_elite_dgf_liq_signal_model4_package\configs\016_re_may140_dgf_liq_reject1_2024_full_m4.ini","re_risk_re_may140_dgf_liq_reject1_2024_m4","outputs\range_elite_dgf_liq_signal_model4_package\reports_here\re_risk_re_may140_dgf_liq_reject1_2024_m4","770A3BDFF1A323C82035108D0B50ED98FCD1FE79F04D75229FA5C402A7F46799","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"17","re_may140_dgf_liq_reject1","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2025_full","profit_control","4","outputs\range_elite_dgf_liq_signal_model4_package\configs\017_re_may140_dgf_liq_reject1_2025_full_m4.ini","outputs\range_elite_dgf_liq_signal_model4_package\configs\017_re_may140_dgf_liq_reject1_2025_full_m4.ini","re_risk_re_may140_dgf_liq_reject1_2025_m4","outputs\range_elite_dgf_liq_signal_model4_package\reports_here\re_risk_re_may140_dgf_liq_reject1_2025_m4","770A3BDFF1A323C82035108D0B50ED98FCD1FE79F04D75229FA5C402A7F46799","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"18","re_may140_dgf_liq_reject1","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2026_ytd","high_dd_recent","4","outputs\range_elite_dgf_liq_signal_model4_package\configs\018_re_may140_dgf_liq_reject1_2026_ytd_m4.ini","outputs\range_elite_dgf_liq_signal_model4_package\configs\018_re_may140_dgf_liq_reject1_2026_ytd_m4.ini","re_risk_re_may140_dgf_liq_reject1_2026ytd_m4","outputs\range_elite_dgf_liq_signal_model4_package\reports_here\re_risk_re_may140_dgf_liq_reject1_2026ytd_m4","770A3BDFF1A323C82035108D0B50ED98FCD1FE79F04D75229FA5C402A7F46799","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"19","re_may140_late15_dgf_liq_reject1","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2019_full","red_year","4","outputs\range_elite_dgf_liq_signal_model4_package\configs\019_re_may140_late15_dgf_liq_reject1_2019_full_m4.ini","outputs\range_elite_dgf_liq_signal_model4_package\configs\019_re_may140_late15_dgf_liq_reject1_2019_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_2019_m4","outputs\range_elite_dgf_liq_signal_model4_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_2019_m4","8379F7B70AA194B5A22A8E54897BC62980C0A76A4177A8D1399C3D1CE0563D58","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"20","re_may140_late15_dgf_liq_reject1","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2021_full","red_year","4","outputs\range_elite_dgf_liq_signal_model4_package\configs\020_re_may140_late15_dgf_liq_reject1_2021_full_m4.ini","outputs\range_elite_dgf_liq_signal_model4_package\configs\020_re_may140_late15_dgf_liq_reject1_2021_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_2021_m4","outputs\range_elite_dgf_liq_signal_model4_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_2021_m4","8379F7B70AA194B5A22A8E54897BC62980C0A76A4177A8D1399C3D1CE0563D58","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"21","re_may140_late15_dgf_liq_reject1","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2023_full","red_year","4","outputs\range_elite_dgf_liq_signal_model4_package\configs\021_re_may140_late15_dgf_liq_reject1_2023_full_m4.ini","outputs\range_elite_dgf_liq_signal_model4_package\configs\021_re_may140_late15_dgf_liq_reject1_2023_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_2023_m4","outputs\range_elite_dgf_liq_signal_model4_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_2023_m4","8379F7B70AA194B5A22A8E54897BC62980C0A76A4177A8D1399C3D1CE0563D58","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"22","re_may140_late15_dgf_liq_reject1","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2024_full","profit_control","4","outputs\range_elite_dgf_liq_signal_model4_package\configs\022_re_may140_late15_dgf_liq_reject1_2024_full_m4.ini","outputs\range_elite_dgf_liq_signal_model4_package\configs\022_re_may140_late15_dgf_liq_reject1_2024_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_2024_m4","outputs\range_elite_dgf_liq_signal_model4_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_2024_m4","8379F7B70AA194B5A22A8E54897BC62980C0A76A4177A8D1399C3D1CE0563D58","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"23","re_may140_late15_dgf_liq_reject1","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2025_full","profit_control","4","outputs\range_elite_dgf_liq_signal_model4_package\configs\023_re_may140_late15_dgf_liq_reject1_2025_full_m4.ini","outputs\range_elite_dgf_liq_signal_model4_package\configs\023_re_may140_late15_dgf_liq_reject1_2025_full_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_2025_m4","outputs\range_elite_dgf_liq_signal_model4_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_2025_m4","8379F7B70AA194B5A22A8E54897BC62980C0A76A4177A8D1399C3D1CE0563D58","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"24","re_may140_late15_dgf_liq_reject1","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2026_ytd","high_dd_recent","4","outputs\range_elite_dgf_liq_signal_model4_package\configs\024_re_may140_late15_dgf_liq_reject1_2026_ytd_m4.ini","outputs\range_elite_dgf_liq_signal_model4_package\configs\024_re_may140_late15_dgf_liq_reject1_2026_ytd_m4.ini","re_risk_re_may140_late15_dgf_liq_reject1_2026ytd_m4","outputs\range_elite_dgf_liq_signal_model4_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_2026ytd_m4","8379F7B70AA194B5A22A8E54897BC62980C0A76A4177A8D1399C3D1CE0563D58","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"25","re_may140_late15_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2019_full","red_year","4","outputs\range_elite_dgf_liq_signal_model4_package\configs\025_re_may140_late15_pure_2019_full_m4.ini","outputs\range_elite_dgf_liq_signal_model4_package\configs\025_re_may140_late15_pure_2019_full_m4.ini","re_risk_re_may140_late15_pure_2019_m4","outputs\range_elite_dgf_liq_signal_model4_package\reports_here\re_risk_re_may140_late15_pure_2019_m4","A4A3767F06F7207ADFBC70F6BD9B743BD2327F8E23ACC91BDEF32F801D179C50","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"26","re_may140_late15_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2021_full","red_year","4","outputs\range_elite_dgf_liq_signal_model4_package\configs\026_re_may140_late15_pure_2021_full_m4.ini","outputs\range_elite_dgf_liq_signal_model4_package\configs\026_re_may140_late15_pure_2021_full_m4.ini","re_risk_re_may140_late15_pure_2021_m4","outputs\range_elite_dgf_liq_signal_model4_package\reports_here\re_risk_re_may140_late15_pure_2021_m4","A4A3767F06F7207ADFBC70F6BD9B743BD2327F8E23ACC91BDEF32F801D179C50","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"27","re_may140_late15_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2023_full","red_year","4","outputs\range_elite_dgf_liq_signal_model4_package\configs\027_re_may140_late15_pure_2023_full_m4.ini","outputs\range_elite_dgf_liq_signal_model4_package\configs\027_re_may140_late15_pure_2023_full_m4.ini","re_risk_re_may140_late15_pure_2023_m4","outputs\range_elite_dgf_liq_signal_model4_package\reports_here\re_risk_re_may140_late15_pure_2023_m4","A4A3767F06F7207ADFBC70F6BD9B743BD2327F8E23ACC91BDEF32F801D179C50","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"28","re_may140_late15_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2024_full","profit_control","4","outputs\range_elite_dgf_liq_signal_model4_package\configs\028_re_may140_late15_pure_2024_full_m4.ini","outputs\range_elite_dgf_liq_signal_model4_package\configs\028_re_may140_late15_pure_2024_full_m4.ini","re_risk_re_may140_late15_pure_2024_m4","outputs\range_elite_dgf_liq_signal_model4_package\reports_here\re_risk_re_may140_late15_pure_2024_m4","A4A3767F06F7207ADFBC70F6BD9B743BD2327F8E23ACC91BDEF32F801D179C50","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"29","re_may140_late15_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2025_full","profit_control","4","outputs\range_elite_dgf_liq_signal_model4_package\configs\029_re_may140_late15_pure_2025_full_m4.ini","outputs\range_elite_dgf_liq_signal_model4_package\configs\029_re_may140_late15_pure_2025_full_m4.ini","re_risk_re_may140_late15_pure_2025_m4","outputs\range_elite_dgf_liq_signal_model4_package\reports_here\re_risk_re_may140_late15_pure_2025_m4","A4A3767F06F7207ADFBC70F6BD9B743BD2327F8E23ACC91BDEF32F801D179C50","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"30","re_may140_late15_pure","phase4_range_elite_risk_shape_model4","Range-elite risk-shape probe","2026_ytd","high_dd_recent","4","outputs\range_elite_dgf_liq_signal_model4_package\configs\030_re_may140_late15_pure_2026_ytd_m4.ini","outputs\range_elite_dgf_liq_signal_model4_package\configs\030_re_may140_late15_pure_2026_ytd_m4.ini","re_risk_re_may140_late15_pure_2026ytd_m4","outputs\range_elite_dgf_liq_signal_model4_package\reports_here\re_risk_re_may140_late15_pure_2026ytd_m4","A4A3767F06F7207ADFBC70F6BD9B743BD2327F8E23ACC91BDEF32F801D179C50","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
