"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"11","tltri_ref2","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\011_tltri_ref2_discovery_2019_2020_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\011_tltri_ref2_discovery_2019_2020_m1.ini","tltri_ref2_discovery_2019_2020_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_ref2_discovery_2019_2020_m1","1D89AA966969BCAC643CC22D6FE36C5A6E0DE10AA107A3429392BCF233BCC89C","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"12","tltri_ref2","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\012_tltri_ref2_continuous_2015_2020_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\012_tltri_ref2_continuous_2015_2020_m1.ini","tltri_ref2_continuous_2015_2020_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_ref2_continuous_2015_2020_m1","1D89AA966969BCAC643CC22D6FE36C5A6E0DE10AA107A3429392BCF233BCC89C","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"13","tltri_ref3","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\013_tltri_ref3_older_2015_2018_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\013_tltri_ref3_older_2015_2018_m1.ini","tltri_ref3_older_2015_2018_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_ref3_older_2015_2018_m1","A636877820FD0D3A5DC3F424978673473668C418E6B57B5EAEA01468A99F9992","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"14","tltri_ref3","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\014_tltri_ref3_discovery_2019_2020_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\014_tltri_ref3_discovery_2019_2020_m1.ini","tltri_ref3_discovery_2019_2020_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_ref3_discovery_2019_2020_m1","A636877820FD0D3A5DC3F424978673473668C418E6B57B5EAEA01468A99F9992","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"15","tltri_ref3","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\015_tltri_ref3_continuous_2015_2020_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\015_tltri_ref3_continuous_2015_2020_m1.ini","tltri_ref3_continuous_2015_2020_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_ref3_continuous_2015_2020_m1","A636877820FD0D3A5DC3F424978673473668C418E6B57B5EAEA01468A99F9992","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"16","tltri_notrend","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\016_tltri_notrend_older_2015_2018_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\016_tltri_notrend_older_2015_2018_m1.ini","tltri_notrend_older_2015_2018_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_notrend_older_2015_2018_m1","8B74849DD80A72057D025CAD28A6BB5DC2505DE378B951F73449E36A7A40F829","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"17","tltri_notrend","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\017_tltri_notrend_discovery_2019_2020_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\017_tltri_notrend_discovery_2019_2020_m1.ini","tltri_notrend_discovery_2019_2020_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_notrend_discovery_2019_2020_m1","8B74849DD80A72057D025CAD28A6BB5DC2505DE378B951F73449E36A7A40F829","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"18","tltri_notrend","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\018_tltri_notrend_continuous_2015_2020_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\018_tltri_notrend_continuous_2015_2020_m1.ini","tltri_notrend_continuous_2015_2020_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_notrend_continuous_2015_2020_m1","8B74849DD80A72057D025CAD28A6BB5DC2505DE378B951F73449E36A7A40F829","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"19","tltri_trend5","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\019_tltri_trend5_older_2015_2018_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\019_tltri_trend5_older_2015_2018_m1.ini","tltri_trend5_older_2015_2018_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_trend5_older_2015_2018_m1","6D2905A28320F8CB9C3C16FC1E7E77EFDAC77EBC9EE3F6DBC59CF088B53DEC6E","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"20","tltri_trend5","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\020_tltri_trend5_discovery_2019_2020_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\020_tltri_trend5_discovery_2019_2020_m1.ini","tltri_trend5_discovery_2019_2020_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_trend5_discovery_2019_2020_m1","6D2905A28320F8CB9C3C16FC1E7E77EFDAC77EBC9EE3F6DBC59CF088B53DEC6E","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"21","tltri_trend5","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\021_tltri_trend5_continuous_2015_2020_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\021_tltri_trend5_continuous_2015_2020_m1.ini","tltri_trend5_continuous_2015_2020_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_trend5_continuous_2015_2020_m1","6D2905A28320F8CB9C3C16FC1E7E77EFDAC77EBC9EE3F6DBC59CF088B53DEC6E","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"22","tltri_trend20","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\022_tltri_trend20_older_2015_2018_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\022_tltri_trend20_older_2015_2018_m1.ini","tltri_trend20_older_2015_2018_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_trend20_older_2015_2018_m1","EEB896D4EAFD736C7FAB21A5DDE5F70ACA353C2DD96837D4BA184A20C841F8B0","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"23","tltri_trend20","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\023_tltri_trend20_discovery_2019_2020_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\023_tltri_trend20_discovery_2019_2020_m1.ini","tltri_trend20_discovery_2019_2020_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_trend20_discovery_2019_2020_m1","EEB896D4EAFD736C7FAB21A5DDE5F70ACA353C2DD96837D4BA184A20C841F8B0","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"24","tltri_trend20","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\024_tltri_trend20_continuous_2015_2020_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\024_tltri_trend20_continuous_2015_2020_m1.ini","tltri_trend20_continuous_2015_2020_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_trend20_continuous_2015_2020_m1","EEB896D4EAFD736C7FAB21A5DDE5F70ACA353C2DD96837D4BA184A20C841F8B0","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"25","tltri_break2","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\025_tltri_break2_older_2015_2018_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\025_tltri_break2_older_2015_2018_m1.ini","tltri_break2_older_2015_2018_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_break2_older_2015_2018_m1","1A51E44C64EA5DE454A38C29C7FDA64B97C6B929CD83913B29A921C52888EA15","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"26","tltri_break2","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\026_tltri_break2_discovery_2019_2020_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\026_tltri_break2_discovery_2019_2020_m1.ini","tltri_break2_discovery_2019_2020_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_break2_discovery_2019_2020_m1","1A51E44C64EA5DE454A38C29C7FDA64B97C6B929CD83913B29A921C52888EA15","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"27","tltri_break2","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\027_tltri_break2_continuous_2015_2020_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\027_tltri_break2_continuous_2015_2020_m1.ini","tltri_break2_continuous_2015_2020_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_break2_continuous_2015_2020_m1","1A51E44C64EA5DE454A38C29C7FDA64B97C6B929CD83913B29A921C52888EA15","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"28","tltri_break6","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\028_tltri_break6_older_2015_2018_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\028_tltri_break6_older_2015_2018_m1.ini","tltri_break6_older_2015_2018_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_break6_older_2015_2018_m1","3187AC535CD5E4E6EF4EAF07AFCC1306DFF580092F5C3DB0073C00B94E8CED89","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"29","tltri_break6","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\029_tltri_break6_discovery_2019_2020_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\029_tltri_break6_discovery_2019_2020_m1.ini","tltri_break6_discovery_2019_2020_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_break6_discovery_2019_2020_m1","3187AC535CD5E4E6EF4EAF07AFCC1306DFF580092F5C3DB0073C00B94E8CED89","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"30","tltri_break6","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\030_tltri_break6_continuous_2015_2020_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\030_tltri_break6_continuous_2015_2020_m1.ini","tltri_break6_continuous_2015_2020_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_break6_continuous_2015_2020_m1","3187AC535CD5E4E6EF4EAF07AFCC1306DFF580092F5C3DB0073C00B94E8CED89","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"31","tltri_buffer00","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\031_tltri_buffer00_older_2015_2018_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\031_tltri_buffer00_older_2015_2018_m1.ini","tltri_buffer00_older_2015_2018_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_buffer00_older_2015_2018_m1","9AB03466060673D9BEB909FBFED35EE0680A81C8CF141E6851E6055A9AE12F84","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"32","tltri_buffer00","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\032_tltri_buffer00_discovery_2019_2020_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\032_tltri_buffer00_discovery_2019_2020_m1.ini","tltri_buffer00_discovery_2019_2020_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_buffer00_discovery_2019_2020_m1","9AB03466060673D9BEB909FBFED35EE0680A81C8CF141E6851E6055A9AE12F84","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"33","tltri_buffer00","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\033_tltri_buffer00_continuous_2015_2020_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\033_tltri_buffer00_continuous_2015_2020_m1.ini","tltri_buffer00_continuous_2015_2020_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_buffer00_continuous_2015_2020_m1","9AB03466060673D9BEB909FBFED35EE0680A81C8CF141E6851E6055A9AE12F84","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"34","tltri_buffer10","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\034_tltri_buffer10_older_2015_2018_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\034_tltri_buffer10_older_2015_2018_m1.ini","tltri_buffer10_older_2015_2018_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_buffer10_older_2015_2018_m1","F8102E8DC01CA748C5D572F9A2F190BD2EF7F28AA0F203A664CD47F1FD3EE6A5","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"35","tltri_buffer10","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\035_tltri_buffer10_discovery_2019_2020_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\035_tltri_buffer10_discovery_2019_2020_m1.ini","tltri_buffer10_discovery_2019_2020_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_buffer10_discovery_2019_2020_m1","F8102E8DC01CA748C5D572F9A2F190BD2EF7F28AA0F203A664CD47F1FD3EE6A5","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
"36","tltri_buffer10","discovery_model1","Independent M15 TLT rates-impulse discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\036_tltri_buffer10_continuous_2015_2020_m1.ini","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\configs\036_tltri_buffer10_continuous_2015_2020_m1.ini","tltri_buffer10_continuous_2015_2020_m1","outputs\independent_m15_tlt_rates_impulse_discovery_model1_package\reports_here\tltri_buffer10_continuous_2015_2020_m1","F8102E8DC01CA748C5D572F9A2F190BD2EF7F28AA0F203A664CD47F1FD3EE6A5","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 100 continuous trades, DD at or below 3%, positive payoff and return/DD at least 1.0, plus adjacent one-factor support before opening 2021-2026."
