"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","From","To","Model","Deposit","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","SourceSha256","BaseProfileSha256","SignalTimeframe","RVConfirmationEnabled","RVRequirePriorCloseOutside","RVRequireProgress","MOConfirmationEnabled","MORequireProgress","StopRule"
"11","tbc_mo_hold","4","two_bar_confirmation_portfolio","1","discovery_model1","tbc_mo_hold.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\011_tbc_mo_hold_discovery_2019_2020_m1.ini","tbc_mo_hold_discovery_2019_2020_m1","profiles\tbc_mo_hold.set","19F88E1FB6EFC526910495AA7061C7A0EDCDF917F9F6C053D0F44A0FD2F03A05","A5462DA021E57A8FB42BA6344D89BE366204130DE1A47957F5EF988861DAD133","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","false","false","false","true","false","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent confirmation profile must pass."
"12","tbc_mo_hold","4","two_bar_confirmation_portfolio","1","discovery_model1","tbc_mo_hold.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\012_tbc_mo_hold_continuous_2015_2020_m1.ini","tbc_mo_hold_continuous_2015_2020_m1","profiles\tbc_mo_hold.set","19F88E1FB6EFC526910495AA7061C7A0EDCDF917F9F6C053D0F44A0FD2F03A05","A5462DA021E57A8FB42BA6344D89BE366204130DE1A47957F5EF988861DAD133","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","false","false","false","true","false","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent confirmation profile must pass."
"13","tbc_mo_progress","5","two_bar_confirmation_portfolio","1","discovery_model1","tbc_mo_progress.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\013_tbc_mo_progress_older_2015_2018_m1.ini","tbc_mo_progress_older_2015_2018_m1","profiles\tbc_mo_progress.set","FA6704C52F707AB9768956CF27617B8D94E3A960981D4A36234311F481335E57","A5462DA021E57A8FB42BA6344D89BE366204130DE1A47957F5EF988861DAD133","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","false","false","false","true","true","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent confirmation profile must pass."
"14","tbc_mo_progress","5","two_bar_confirmation_portfolio","1","discovery_model1","tbc_mo_progress.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\014_tbc_mo_progress_discovery_2019_2020_m1.ini","tbc_mo_progress_discovery_2019_2020_m1","profiles\tbc_mo_progress.set","FA6704C52F707AB9768956CF27617B8D94E3A960981D4A36234311F481335E57","A5462DA021E57A8FB42BA6344D89BE366204130DE1A47957F5EF988861DAD133","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","false","false","false","true","true","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent confirmation profile must pass."
"15","tbc_mo_progress","5","two_bar_confirmation_portfolio","1","discovery_model1","tbc_mo_progress.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\015_tbc_mo_progress_continuous_2015_2020_m1.ini","tbc_mo_progress_continuous_2015_2020_m1","profiles\tbc_mo_progress.set","FA6704C52F707AB9768956CF27617B8D94E3A960981D4A36234311F481335E57","A5462DA021E57A8FB42BA6344D89BE366204130DE1A47957F5EF988861DAD133","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","false","false","false","true","true","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent confirmation profile must pass."
"16","tbc_both_wick_hold","6","two_bar_confirmation_portfolio","1","discovery_model1","tbc_both_wick_hold.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\016_tbc_both_wick_hold_older_2015_2018_m1.ini","tbc_both_wick_hold_older_2015_2018_m1","profiles\tbc_both_wick_hold.set","478B96C9217A1D6C06A278D1DFA7E063F966DA058591FCAD0D2EFCCFA80784D1","A5462DA021E57A8FB42BA6344D89BE366204130DE1A47957F5EF988861DAD133","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","false","true","true","false","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent confirmation profile must pass."
"17","tbc_both_wick_hold","6","two_bar_confirmation_portfolio","1","discovery_model1","tbc_both_wick_hold.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\017_tbc_both_wick_hold_discovery_2019_2020_m1.ini","tbc_both_wick_hold_discovery_2019_2020_m1","profiles\tbc_both_wick_hold.set","478B96C9217A1D6C06A278D1DFA7E063F966DA058591FCAD0D2EFCCFA80784D1","A5462DA021E57A8FB42BA6344D89BE366204130DE1A47957F5EF988861DAD133","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","false","true","true","false","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent confirmation profile must pass."
"18","tbc_both_wick_hold","6","two_bar_confirmation_portfolio","1","discovery_model1","tbc_both_wick_hold.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\018_tbc_both_wick_hold_continuous_2015_2020_m1.ini","tbc_both_wick_hold_continuous_2015_2020_m1","profiles\tbc_both_wick_hold.set","478B96C9217A1D6C06A278D1DFA7E063F966DA058591FCAD0D2EFCCFA80784D1","A5462DA021E57A8FB42BA6344D89BE366204130DE1A47957F5EF988861DAD133","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","false","true","true","false","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent confirmation profile must pass."
"19","tbc_both_close_hold","7","two_bar_confirmation_portfolio","1","discovery_model1","tbc_both_close_hold.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\019_tbc_both_close_hold_older_2015_2018_m1.ini","tbc_both_close_hold_older_2015_2018_m1","profiles\tbc_both_close_hold.set","B551889B3534B71A1030E87CBF1B5EA4891B516010C1DD8D8FEF97AFA83522D6","A5462DA021E57A8FB42BA6344D89BE366204130DE1A47957F5EF988861DAD133","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","true","true","true","false","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent confirmation profile must pass."
"20","tbc_both_close_hold","7","two_bar_confirmation_portfolio","1","discovery_model1","tbc_both_close_hold.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\020_tbc_both_close_hold_discovery_2019_2020_m1.ini","tbc_both_close_hold_discovery_2019_2020_m1","profiles\tbc_both_close_hold.set","B551889B3534B71A1030E87CBF1B5EA4891B516010C1DD8D8FEF97AFA83522D6","A5462DA021E57A8FB42BA6344D89BE366204130DE1A47957F5EF988861DAD133","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","true","true","true","false","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent confirmation profile must pass."
"21","tbc_both_close_hold","7","two_bar_confirmation_portfolio","1","discovery_model1","tbc_both_close_hold.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\021_tbc_both_close_hold_continuous_2015_2020_m1.ini","tbc_both_close_hold_continuous_2015_2020_m1","profiles\tbc_both_close_hold.set","B551889B3534B71A1030E87CBF1B5EA4891B516010C1DD8D8FEF97AFA83522D6","A5462DA021E57A8FB42BA6344D89BE366204130DE1A47957F5EF988861DAD133","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","true","true","true","false","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent confirmation profile must pass."
"22","tbc_both_wick_progress","8","two_bar_confirmation_portfolio","1","discovery_model1","tbc_both_wick_progress.set","older_2015_2018","2015.01.01","2018.12.31","1","10000","configs\022_tbc_both_wick_progress_older_2015_2018_m1.ini","tbc_both_wick_progress_older_2015_2018_m1","profiles\tbc_both_wick_progress.set","2FDE2B744DB6945400A8D9376E2CAB57756E7B481699C12E561DF39177EF5D0A","A5462DA021E57A8FB42BA6344D89BE366204130DE1A47957F5EF988861DAD133","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","false","true","true","true","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent confirmation profile must pass."
"23","tbc_both_wick_progress","8","two_bar_confirmation_portfolio","1","discovery_model1","tbc_both_wick_progress.set","discovery_2019_2020","2019.01.01","2020.12.31","1","10000","configs\023_tbc_both_wick_progress_discovery_2019_2020_m1.ini","tbc_both_wick_progress_discovery_2019_2020_m1","profiles\tbc_both_wick_progress.set","2FDE2B744DB6945400A8D9376E2CAB57756E7B481699C12E561DF39177EF5D0A","A5462DA021E57A8FB42BA6344D89BE366204130DE1A47957F5EF988861DAD133","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","false","true","true","true","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent confirmation profile must pass."
"24","tbc_both_wick_progress","8","two_bar_confirmation_portfolio","1","discovery_model1","tbc_both_wick_progress.set","continuous_2015_2020","2015.01.01","2020.12.31","1","10000","configs\024_tbc_both_wick_progress_continuous_2015_2020_m1.ini","tbc_both_wick_progress_continuous_2015_2020_m1","profiles\tbc_both_wick_progress.set","2FDE2B744DB6945400A8D9376E2CAB57756E7B481699C12E561DF39177EF5D0A","A5462DA021E57A8FB42BA6344D89BE366204130DE1A47957F5EF988861DAD133","ECBD1693D09AF6A04CB92F2756442DF8BF0B604118834D1C5E0F50CC57FFEC3E","60","true","false","true","true","true","Discovery only: both eras positive; continuous PF >= 1.45, trades >= 180, DD <= 2.80%; at least 5% control-relative net or return/DD improvement under frozen quality tolerances; one adjacent confirmation profile must pass."
