"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"11","peak_r20_fmlr_sweep_bos","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\011_peak_r20_fmlr_sweep_bos_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\011_peak_r20_fmlr_sweep_bos_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_fmlr_sweep_bos_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_fmlr_sweep_bos_continuous_2024_2026_m1","B7CD7443FAA2570B5787D93627C6322D82C27D2D1A7453DAD950D583C143E5D5","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
"12","peak_r20_fmlr_fvg_ob","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\012_peak_r20_fmlr_fvg_ob_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\012_peak_r20_fmlr_fvg_ob_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_fmlr_fvg_ob_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_fmlr_fvg_ob_continuous_2024_2026_m1","8DF8636A8A45420B2F97AD7A3D48C45B201C0F4082337E73E1749D8FA553A530","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
"13","peak_r20_soft_weak_gate","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\013_peak_r20_soft_weak_gate_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\013_peak_r20_soft_weak_gate_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_soft_weak_gate_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_soft_weak_gate_continuous_2024_2026_m1","4590C45E7E68E80ED816F4C95A08F262E81F882B55EDD0582F9BFB35B8B96D90","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
"14","peak_r20_no_day_window_lowrisk","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\014_peak_r20_no_day_window_lowrisk_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\014_peak_r20_no_day_window_lowrisk_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_no_day_window_lowrisk_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_no_day_window_lowrisk_continuous_2024_2026_m1","D6AF25A6F38D0EAEB054F2D4CD9B00B8F481D2FE0B512AFCE6C853001947F41C","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
"15","peak_r20_no_peaktrail","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\015_peak_r20_no_peaktrail_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\015_peak_r20_no_peaktrail_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_no_peaktrail_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_no_peaktrail_continuous_2024_2026_m1","7D0C5308E02295ABA96762BF2D3EC43ED78036AA11C490E4A763C11CB0B0A9DE","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
"16","peak_r20_no_peaktrail_r15","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\016_peak_r20_no_peaktrail_r15_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\016_peak_r20_no_peaktrail_r15_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_no_peaktrail_r15_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_no_peaktrail_r15_continuous_2024_2026_m1","461A384FD9501ECAAA94763F3C66B7CC511663DE4FF622616ED25165DB5CC77A","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
"17","peak_r20_no_peaktrail_r10","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\017_peak_r20_no_peaktrail_r10_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\017_peak_r20_no_peaktrail_r10_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_no_peaktrail_r10_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_no_peaktrail_r10_continuous_2024_2026_m1","16330F4C03B53EC4B9CF6E50A0D00038315CA5904529AEF3F284223B173CF3B9","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
"18","peak_r20_no_peaktrail_r10_norm","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\018_peak_r20_no_peaktrail_r10_norm_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\018_peak_r20_no_peaktrail_r10_norm_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_no_peaktrail_r10_norm_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_no_peaktrail_r10_norm_continuous_2024_2026_m1","AD02B5B07A398881DD1D759BA48474131B1FEC1A26070A08CD42BFFA417FC169","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
"19","peak_r20_no_peaktrail_loss_scale","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\019_peak_r20_no_peaktrail_loss_scale_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\019_peak_r20_no_peaktrail_loss_scale_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_no_peaktrail_loss_scale_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_no_peaktrail_loss_scale_continuous_2024_2026_m1","0A9CFEB067435C4604BF49BDE3BEACF3E6F5D73C405F97AF7605A653BE89859C","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
"20","peak_r20_no_peaktrail_cap6","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\020_peak_r20_no_peaktrail_cap6_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\020_peak_r20_no_peaktrail_cap6_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_no_peaktrail_cap6_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_no_peaktrail_cap6_continuous_2024_2026_m1","A24DE5B42D638FE77826202D22BF81B921DAF919C2BB4FE1824C440B17C9B9B2","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
"21","peak_r20_no_peaktrail_r08_floor05","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\021_peak_r20_no_peaktrail_r08_floor05_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\021_peak_r20_no_peaktrail_r08_floor05_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_no_peaktrail_r08_floor05_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_no_peaktrail_r08_floor05_continuous_2024_2026_m1","7A5E7427DC7794D4657AF7302436EA99F270B2553E9B08647877E4E4278DE1D7","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
"22","peak_r20_no_peaktrail_r10_floor05","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\022_peak_r20_no_peaktrail_r10_floor05_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\022_peak_r20_no_peaktrail_r10_floor05_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_no_peaktrail_r10_floor05_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_no_peaktrail_r10_floor05_continuous_2024_2026_m1","03CD562257F82564D17F91BB215D0562A4FC8FE79A757409BBF35E678D84A10A","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
"23","peak_r20_no_peaktrail_r12_floor05","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\023_peak_r20_no_peaktrail_r12_floor05_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\023_peak_r20_no_peaktrail_r12_floor05_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_no_peaktrail_r12_floor05_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_no_peaktrail_r12_floor05_continuous_2024_2026_m1","B01BDEEA60EC15622A2748284B2FD86A6583A858F52BE0BBC8CCED61239DBFDB","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
"24","peak_r20_no_peaktrail_r14_floor05","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\024_peak_r20_no_peaktrail_r14_floor05_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\024_peak_r20_no_peaktrail_r14_floor05_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_no_peaktrail_r14_floor05_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_no_peaktrail_r14_floor05_continuous_2024_2026_m1","625E9AD794FF9F0A9ADFC6123F2A56007EF51C50DFEE809C01B5603E8910412F","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
"25","peak_r20_no_peaktrail_r16_floor05","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\025_peak_r20_no_peaktrail_r16_floor05_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\025_peak_r20_no_peaktrail_r16_floor05_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_no_peaktrail_r16_floor05_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_no_peaktrail_r16_floor05_continuous_2024_2026_m1","79E645020E41E1E50E1125A65D779C65B636BA671064BBDBD9692143D437E305","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
"26","peak_r20_all_nodec_r05_norm","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\026_peak_r20_all_nodec_r05_norm_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\026_peak_r20_all_nodec_r05_norm_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_all_nodec_r05_norm_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_all_nodec_r05_norm_continuous_2024_2026_m1","0003C0DFD1823EA9B5D1FA69021C0B958DBCF121644452D7D2DABC0ED2FD8246","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
"27","peak_r20_all_nodec_r08_norm","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\027_peak_r20_all_nodec_r08_norm_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\027_peak_r20_all_nodec_r08_norm_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_all_nodec_r08_norm_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_all_nodec_r08_norm_continuous_2024_2026_m1","DF06912D19729BE46E72595644D86FC11EEC580CA357AA22DAB07E14E89CFB36","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
"28","peak_r20_all_nodec_r10_norm","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\028_peak_r20_all_nodec_r10_norm_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\028_peak_r20_all_nodec_r10_norm_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_all_nodec_r10_norm_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_all_nodec_r10_norm_continuous_2024_2026_m1","611B6EF6DE023ED4B247EF857EDC38F147FD475B7C800158F885F91565668727","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
"29","peak_r20_all_nodec_r12_norm","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\029_peak_r20_all_nodec_r12_norm_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\029_peak_r20_all_nodec_r12_norm_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_all_nodec_r12_norm_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_all_nodec_r12_norm_continuous_2024_2026_m1","21282615F6A4BD0E54CFA3C6C2A3E3C9915D45A310AE15028C1EB537DE55E08B","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
"30","peak_r20_all_nodec_r08_conf2","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\030_peak_r20_all_nodec_r08_conf2_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\030_peak_r20_all_nodec_r08_conf2_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_all_nodec_r08_conf2_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_all_nodec_r08_conf2_continuous_2024_2026_m1","CA9AAE426B450F5EDDDD15FB8814E623D318EF878B2413412AE92D1F0AE18BF5","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
"31","peak_r20_all_nodec_r10_conf2","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\031_peak_r20_all_nodec_r10_conf2_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\031_peak_r20_all_nodec_r10_conf2_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_all_nodec_r10_conf2_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_all_nodec_r10_conf2_continuous_2024_2026_m1","010875D8DD000B3AAED47D2B2F0439B067C89B221885D4BB680EDEA1DEB70537","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
"32","peak_r20_all_nodec_r08_weighted","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\032_peak_r20_all_nodec_r08_weighted_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\032_peak_r20_all_nodec_r08_weighted_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_all_nodec_r08_weighted_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_all_nodec_r08_weighted_continuous_2024_2026_m1","CBC58835CE336034BD8660B327CC98134AC8C0B2F2825E7C4716D41BE2846F89","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
"33","peak_r20_all_nodec_r08_diagq","phase0_fast_model1","R20 opportunity sweep","continuous_2024_2026","1","outputs\lowatr_r20_opportunity_sweep_package\configs\033_peak_r20_all_nodec_r08_diagq_continuous_2024_2026_m1.ini","outputs\lowatr_r20_opportunity_sweep_package\configs\033_peak_r20_all_nodec_r08_diagq_continuous_2024_2026_m1.ini","lowatr_r20_opp_peak_r20_all_nodec_r08_diagq_continuous_2024_2026_m1","outputs\lowatr_r20_opportunity_sweep_package\reports_here\lowatr_r20_opp_peak_r20_all_nodec_r08_diagq_continuous_2024_2026_m1","F86EAA8F9E981ECF19F6674260C8F8694ECEBABE95C828BBA3E242BD6EB982B9","Reject if broad window is red, drawdown exceeds 6%, 2025 quality stays weak, or the change only increases profit by accepting fragile risk."
