TestWindow,Component,EntryTime,ExitTime,Profit,InitialRiskMoney,RiskR,Decision,BlockedByComponent,BlockedByEntryTime,BlockedByExitTime,SourceEvidence
2022,MTSM_CAP12_ANNUAL,2022-07-20T10:00:00,2022-07-20T12:37:34,-13.06,12.980000,-1.006163,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-07-21T10:00:00,2022-07-21T15:20:38,1.35,14.550000,0.092784,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,R20_CURRENT_SOURCE_ANNUAL,2022-08-05T14:30:00,2022-08-05T15:30:12,-4.40,26.080000,-0.168712,ACCEPT,,,,R20_REPORT_SHA256_30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD
2022,MTSM_CAP12_ANNUAL,2022-08-11T06:00:00,2022-08-11T12:00:00,-4.31,8.040000,-0.536070,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-08-16T16:00:00,2022-08-17T07:39:21,-14.23,14.120000,-1.007790,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-08-19T08:00:00,2022-08-19T16:00:00,-6.98,11.640000,-0.599656,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-08-22T09:00:00,2022-08-22T12:35:33,23.18,11.600000,1.998276,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,R20_CURRENT_SOURCE_ANNUAL,2022-08-29T14:30:00,2022-08-29T15:21:14,-19.68,25.120000,-0.783439,ACCEPT,,,,R20_REPORT_SHA256_30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD
2022,R20_CURRENT_SOURCE_ANNUAL,2022-08-30T16:30:00,2022-08-30T17:32:28,38.15,22.500000,1.695556,ACCEPT,,,,R20_REPORT_SHA256_30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD
2022,R20_CURRENT_SOURCE_ANNUAL,2022-08-31T08:15:00,2022-08-31T08:25:30,-24.60,24.600000,-1.000000,ACCEPT,,,,R20_REPORT_SHA256_30189C6E368B0D8BB6E7E924EF0729CD952D9B8BDF341007D23993D340CA8FCD
2022,MTSM_CAP12_ANNUAL,2022-09-06T16:00:00,2022-09-07T10:00:00,8.51,8.700000,0.978161,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-09-15T07:00:00,2022-09-15T15:49:41,1.14,11.660000,0.097770,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-09-28T10:00:00,2022-09-28T13:22:28,-8.63,8.630000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-10-10T07:00:00,2022-10-10T17:47:20,19.80,9.900000,2.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-10-11T06:00:00,2022-10-11T15:00:00,-4.78,8.670000,-0.551326,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-10-21T07:00:00,2022-10-21T15:58:20,-14.32,14.280000,-1.002801,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-10-31T11:00:00,2022-11-01T04:00:00,-0.21,8.950000,-0.023464,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-11-03T10:00:00,2022-11-03T16:50:40,0.94,9.440000,0.099576,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-11-08T11:00:00,2022-11-08T14:00:00,-11.52,13.700000,-0.840876,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-11-21T10:00:00,2022-11-22T03:00:00,3.37,10.580000,0.318526,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,RRO_DI12_CAP12_CONTINUOUS,2022-11-25T07:00:00,2022-11-25T15:22:39,109.00,30.700000,3.550489,ACCEPT,,,,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2022,MTSM_CAP12_ANNUAL,2022-11-25T16:00:00,2022-11-25T19:10:38,-12.82,12.760000,-1.004702,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,MTSM_CAP12_ANNUAL,2022-12-15T10:00:00,2022-12-15T17:00:00,5.95,7.930000,0.750315,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2022,RRO_DI12_CAP12_CONTINUOUS,2022-12-22T05:00:00,2022-12-22T07:29:14,-21.00,21.000000,-1.000000,ACCEPT,,,,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2023,MTSM_CAP12_ANNUAL,2023-01-10T17:00:00,2023-01-11T04:00:00,-5.47,8.290000,-0.659831,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-01-12T15:00:00,2023-01-12T15:30:24,-13.48,13.400000,-1.005970,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-01-24T09:00:00,2023-01-24T15:53:27,-8.38,8.380000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-02-20T10:00:00,2023-02-20T19:54:34,-10.50,10.480000,-1.001908,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-02-27T16:00:00,2023-02-28T06:00:00,0.23,13.420000,0.017139,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-03-01T09:00:00,2023-03-02T03:00:00,0.46,7.790000,0.059050,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-03-03T09:00:00,2023-03-03T17:00:00,0.50,11.800000,0.042373,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-03-17T14:00:00,2023-03-17T15:53:41,16.82,8.410000,2.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-04-11T12:00:00,2023-04-11T16:10:24,-7.71,7.710000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-04-20T10:00:00,2023-04-21T09:00:00,-4.41,9.190000,-0.479869,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-05-08T16:00:00,2023-05-08T16:37:36,-13.04,13.040000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-05-24T09:00:00,2023-05-24T09:41:38,-14.54,14.540000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,RRO_DI12_CAP12_CONTINUOUS,2023-06-12T18:00:00,2023-06-13T09:21:38,62.67,46.080000,1.360026,ACCEPT,,,,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2023,RRO_DI12_CAP12_CONTINUOUS,2023-06-29T17:00:00,2023-06-29T17:15:29,65.46,44.460000,1.472335,ACCEPT,,,,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2023,MTSM_CAP12_ANNUAL,2023-07-07T16:00:00,2023-07-07T17:36:43,23.58,11.680000,2.018836,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-07-11T08:00:00,2023-07-11T10:24:05,1.04,10.840000,0.095941,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-07-12T06:00:00,2023-07-12T10:00:00,-5.30,8.410000,-0.630202,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-07-13T06:00:00,2023-07-13T08:03:38,-12.81,12.780000,-1.002347,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-07-13T10:00:00,2023-07-13T15:35:03,-8.10,8.090000,-1.001236,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,RRO_DI12_CAP12_CONTINUOUS,2023-07-21T19:00:00,2023-07-24T21:12:28,-43.16,41.800000,-1.032536,ACCEPT,,,,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2023,MTSM_CAP12_ANNUAL,2023-07-26T10:00:00,2023-07-26T17:00:00,-3.02,7.610000,-0.396846,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,R20_CURRENT_SOURCE_ANNUAL,2023-08-04T13:30:00,2023-08-04T15:30:05,40.86,24.210000,1.687732,ACCEPT,,,,R20_REPORT_SHA256_13F864DB2BC5EAD47B85FF11EC6C4E0CA35EBC1D5F7E4D7074E59877FEBF6BFD
2023,MTSM_CAP12_ANNUAL,2023-08-22T11:00:00,2023-08-22T16:00:00,-4.15,8.050000,-0.515528,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-08-28T17:00:00,2023-08-28T20:04:40,1.10,11.260000,0.097691,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-08-30T15:00:00,2023-08-30T16:57:31,26.61,13.290000,2.002257,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,R20_CURRENT_SOURCE_ANNUAL,2023-08-31T10:00:00,2023-08-31T11:16:15,23.14,25.740000,0.898990,ACCEPT,,,,R20_REPORT_SHA256_13F864DB2BC5EAD47B85FF11EC6C4E0CA35EBC1D5F7E4D7074E59877FEBF6BFD
2023,RRO_DI12_CAP12_CONTINUOUS,2023-09-06T22:00:00,2023-09-08T05:46:59,89.36,30.300000,2.949175,ACCEPT,,,,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2023,MTSM_CAP12_ANNUAL,2023-09-14T16:00:00,2023-09-14T18:10:27,-12.26,12.240000,-1.001634,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-09-21T12:00:00,2023-09-22T03:00:00,1.51,7.840000,0.192602,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-09-25T09:00:00,2023-09-25T10:04:37,-11.49,11.490000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-09-26T06:00:00,2023-09-26T15:38:26,27.60,13.800000,2.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-09-27T08:00:00,2023-09-27T16:54:42,26.30,13.040000,2.016871,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-10-02T08:00:00,2023-10-02T17:14:31,27.10,13.560000,1.998525,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-11-01T06:00:00,2023-11-01T11:00:00,-5.49,8.740000,-0.628146,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-11-06T18:00:00,2023-11-07T11:08:15,16.71,8.370000,1.996416,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-11-13T17:00:00,2023-11-13T18:07:36,-14.56,14.560000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-11-17T11:00:00,2023-11-17T16:36:36,-12.94,12.940000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-11-24T13:00:00,2023-11-27T02:24:59,24.19,12.210000,1.981163,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-12-01T11:00:00,2023-12-01T13:39:28,-13.96,13.900000,-1.004317,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-12-07T16:00:00,2023-12-07T16:44:34,-8.04,8.040000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-12-13T16:00:00,2023-12-13T17:13:35,-10.74,10.680000,-1.005618,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2023,MTSM_CAP12_ANNUAL,2023-12-22T13:00:00,2023-12-22T18:44:40,0.94,9.390000,0.100106,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-01-02T12:00:00,2024-01-02T13:44:29,-8.33,8.330000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-01-18T15:00:00,2024-01-18T15:30:43,-7.99,7.620000,-1.048556,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-01-19T10:00:00,2024-01-22T08:00:00,-5.08,8.290000,-0.612786,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-01-29T10:00:00,2024-01-29T16:45:17,-7.67,7.670000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-01-31T16:00:00,2024-01-31T16:53:32,25.28,12.640000,2.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-02-06T08:00:00,2024-02-06T11:02:05,-13.44,13.240000,-1.015106,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,RRO_DI12_CAP12_CONTINUOUS,2024-02-12T13:00:00,2024-02-12T15:50:28,-16.30,16.300000,-1.000000,ACCEPT,,,,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2024,MTSM_CAP12_ANNUAL,2024-02-15T12:00:00,2024-02-15T16:32:27,20.84,10.420000,2.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-02-20T10:00:00,2024-02-20T22:00:00,10.68,14.730000,0.725051,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-02-27T11:00:00,2024-02-27T18:10:04,-11.70,11.680000,-1.001712,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,RRO_DI12_CAP12_CONTINUOUS,2024-03-01T15:00:00,2024-03-01T17:15:31,-50.76,50.490000,-1.005348,ACCEPT,,,,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2024,MTSM_CAP12_ANNUAL,2024-03-05T11:00:00,2024-03-05T15:33:46,17.75,8.870000,2.001127,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-03-05T16:00:00,2024-03-06T03:00:00,-1.18,9.320000,-0.126609,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-03-08T11:00:00,2024-03-08T15:41:30,18.79,9.390000,2.001065,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-03-15T12:00:00,2024-03-15T14:04:36,-8.76,8.760000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,R20_CURRENT_SOURCE_ANNUAL,2024-05-07T09:00:00,2024-05-07T09:11:33,-27.50,27.390000,-1.004016,ACCEPT,,,,R20_REPORT_SHA256_8A113F91B66B64ACB52A685AF530C196CB64557FEF09A41641C93EEDE0E89860
2024,MTSM_CAP12_ANNUAL,2024-05-15T07:00:00,2024-05-15T11:49:18,24.58,12.300000,1.998374,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-05-17T15:00:00,2024-05-17T17:26:40,17.78,8.870000,2.004510,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-07-03T16:00:00,2024-07-04T09:32:02,0.39,8.850000,0.044068,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-07-10T10:00:00,2024-07-10T16:53:26,24.38,12.160000,2.004934,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-07-30T17:00:00,2024-07-30T18:27:30,-8.46,8.430000,-1.003559,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-07-31T17:00:00,2024-07-31T22:35:37,19.60,9.800000,2.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,R20_CURRENT_SOURCE_ANNUAL,2024-08-09T07:15:00,2024-08-09T08:38:53,-13.93,23.660000,-0.588757,ACCEPT,,,,R20_REPORT_SHA256_8A113F91B66B64ACB52A685AF530C196CB64557FEF09A41641C93EEDE0E89860
2024,R20_CURRENT_SOURCE_ANNUAL,2024-08-13T09:00:00,2024-08-13T11:38:30,-12.08,21.800000,-0.554128,ACCEPT,,,,R20_REPORT_SHA256_8A113F91B66B64ACB52A685AF530C196CB64557FEF09A41641C93EEDE0E89860
2024,R20_CURRENT_SOURCE_ANNUAL,2024-08-26T07:15:00,2024-08-26T10:23:30,69.30,21.330000,3.248945,ACCEPT,,,,R20_REPORT_SHA256_8A113F91B66B64ACB52A685AF530C196CB64557FEF09A41641C93EEDE0E89860
2024,MTSM_CAP12_ANNUAL,2024-08-29T09:00:00,2024-08-29T15:30:41,-8.05,7.990000,-1.007509,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-09-05T09:00:00,2024-09-05T15:21:39,18.02,9.010000,2.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-09-16T07:00:00,2024-09-16T13:51:27,-8.92,8.920000,-1.000000,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-10-01T13:00:00,2024-10-01T16:50:39,20.02,9.990000,2.004004,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-10-04T08:00:00,2024-10-04T13:00:00,-6.95,9.560000,-0.726987,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,RRO_DI12_CAP12_CONTINUOUS,2024-10-09T18:00:00,2024-10-10T22:07:27,178.31,49.050000,3.635270,ACCEPT,,,,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2024,MTSM_CAP12_ANNUAL,2024-10-30T08:00:00,2024-10-30T14:00:00,-4.67,7.790000,-0.599487,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-12-20T16:00:00,2024-12-20T17:52:03,19.82,9.890000,2.004044,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,RRO_DI12_CAP12_CONTINUOUS,2024-12-31T20:00:00,2025-01-02T03:05:38,-42.84,40.800000,-1.050000,ACCEPT,,,,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2025,MTSM_CAP12_ANNUAL,2025-01-10T11:00:00,2025-01-10T15:30:24,-9.29,9.060000,-1.025386,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2025,MTSM_CAP12_ANNUAL,2025-01-28T16:00:00,2025-01-29T08:00:00,11.77,9.230000,1.275190,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2025,MTSM_CAP12_ANNUAL,2025-01-30T09:00:00,2025-01-30T14:52:39,15.30,7.640000,2.002618,ACCEPT,,,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2025,R20_CURRENT_SOURCE_ANNUAL,2025-03-05T16:30:00,2025-03-05T18:17:34,39.58,22.040000,1.795826,ACCEPT,,,,R20_REPORT_SHA256_1E25B9695B509EEC014BB446CF8E644FC8067BE5BEB1323F6DC07C1AF0B49EA5
2025,R20_CURRENT_SOURCE_ANNUAL,2025-08-08T14:45:00,2025-08-08T15:48:24,15.78,20.400000,0.773529,ACCEPT,,,,R20_REPORT_SHA256_1E25B9695B509EEC014BB446CF8E644FC8067BE5BEB1323F6DC07C1AF0B49EA5
2025,R20_CURRENT_SOURCE_ANNUAL,2025-08-12T15:15:00,2025-08-12T15:30:05,-6.58,17.800000,-0.369663,ACCEPT,,,,R20_REPORT_SHA256_1E25B9695B509EEC014BB446CF8E644FC8067BE5BEB1323F6DC07C1AF0B49EA5
2026_ytd,RRO_DI12_CAP12_CONTINUOUS,2026-05-25T05:00:00,2026-05-26T07:37:00,71.47,38.860000,1.839166,ACCEPT,,,,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2026_ytd,RRO_DI12_CAP12_CONTINUOUS,2026-07-06T03:00:00,2026-07-07T22:07:15,137.71,40.440000,3.405292,ACCEPT,,,,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
