"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"20","r10_a7_dfg_risk_25_35_35","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2022_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\020_r10_a7_dfg_risk_25_35_35_2022_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\020_r10_a7_dfg_risk_25_35_35_2022_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_35_35_2022_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_35_35_2022_full_m1","DE10176A324A9DEEC6585D8E4369377F030EC00DBF4C62CF6E0E2AE87CD7C144","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"21","r10_a7_dfg_risk_25_35_35","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2023_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\021_r10_a7_dfg_risk_25_35_35_2023_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\021_r10_a7_dfg_risk_25_35_35_2023_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_35_35_2023_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_35_35_2023_full_m1","EA0A3F704B0554F08D2EF0D3C7B061048F118BB36235188A1243BC6ABCD1ADE2","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"22","r10_a7_dfg_risk_25_35_35","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2024_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\022_r10_a7_dfg_risk_25_35_35_2024_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\022_r10_a7_dfg_risk_25_35_35_2024_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_35_35_2024_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_35_35_2024_full_m1","6F428C9FD6678154F38262E58EB22C918DA1CB8F352712D1AE207F6C8312B666","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"23","r10_a7_dfg_risk_25_35_35","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2025_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\023_r10_a7_dfg_risk_25_35_35_2025_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\023_r10_a7_dfg_risk_25_35_35_2025_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_35_35_2025_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_35_35_2025_full_m1","6D19A4324479FD1FE650145E2015BC2F98563651DAE11917BA0422EFEC55044B","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"24","r10_a7_dfg_risk_25_35_35","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2026_ytd","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\024_r10_a7_dfg_risk_25_35_35_2026_ytd_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\024_r10_a7_dfg_risk_25_35_35_2026_ytd_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_35_35_2026_ytd_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_35_35_2026_ytd_m1","43496ECB63358FB4C9B4E856CA0048ADEF65CEA423C83E8B0D37B2D2F5C3857F","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"25","r10_a7_dfg_risk_25_31_25","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2019_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\025_r10_a7_dfg_risk_25_31_25_2019_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\025_r10_a7_dfg_risk_25_31_25_2019_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_31_25_2019_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_31_25_2019_full_m1","EF5048CC6E2481910E96DCBD93A987D4DB48DA643E612E21AAF12C53455AF56E","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"26","r10_a7_dfg_risk_25_31_25","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2020_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\026_r10_a7_dfg_risk_25_31_25_2020_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\026_r10_a7_dfg_risk_25_31_25_2020_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_31_25_2020_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_31_25_2020_full_m1","3F65E9E73A5ABF8479C69FA56341A4B79C83F63BCF8EA7B119CC7202B90BE279","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"27","r10_a7_dfg_risk_25_31_25","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2021_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\027_r10_a7_dfg_risk_25_31_25_2021_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\027_r10_a7_dfg_risk_25_31_25_2021_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_31_25_2021_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_31_25_2021_full_m1","B62BE0C8F428816F157F4A5A4FE74394E0E3D4E623362F78D3015B6C2A892DCB","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"28","r10_a7_dfg_risk_25_31_25","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2022_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\028_r10_a7_dfg_risk_25_31_25_2022_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\028_r10_a7_dfg_risk_25_31_25_2022_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_31_25_2022_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_31_25_2022_full_m1","4D672DB154DA5C49E5776F94CBBA8FEB4D2DE8B16E9403668561998BA6247D4D","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"29","r10_a7_dfg_risk_25_31_25","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2023_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\029_r10_a7_dfg_risk_25_31_25_2023_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\029_r10_a7_dfg_risk_25_31_25_2023_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_31_25_2023_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_31_25_2023_full_m1","EA464DAB0186EF79B5E2933638B4E9B997E3771BA20F29C605FA0BEF2A3737A3","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"30","r10_a7_dfg_risk_25_31_25","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2024_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\030_r10_a7_dfg_risk_25_31_25_2024_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\030_r10_a7_dfg_risk_25_31_25_2024_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_31_25_2024_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_31_25_2024_full_m1","1EBC1C97B7569AD2B55E7120F7E83C4774A4F21851D1B01141FA7E54CF8A7AD3","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"31","r10_a7_dfg_risk_25_31_25","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2025_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\031_r10_a7_dfg_risk_25_31_25_2025_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\031_r10_a7_dfg_risk_25_31_25_2025_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_31_25_2025_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_31_25_2025_full_m1","BA32038FFA53EB450AFD407625FC5D87594DE4190F1F4B4D02765DD8815EEC70","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"32","r10_a7_dfg_risk_25_31_25","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2026_ytd","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\032_r10_a7_dfg_risk_25_31_25_2026_ytd_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\032_r10_a7_dfg_risk_25_31_25_2026_ytd_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_31_25_2026_ytd_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_25_31_25_2026_ytd_m1","54D729F91A62AFAE64FC6DF9313C7B57788D310DF742850C8BCFEF6AB9BBA765","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"33","r10_a7_dfg_risk_20_35_35","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2019_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\033_r10_a7_dfg_risk_20_35_35_2019_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\033_r10_a7_dfg_risk_20_35_35_2019_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_35_35_2019_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_35_35_2019_full_m1","907A3B08E7925FB637495571BF8B08AA4D6716F1B5D917290CDDBA656FEB2AD7","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"34","r10_a7_dfg_risk_20_35_35","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2020_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\034_r10_a7_dfg_risk_20_35_35_2020_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\034_r10_a7_dfg_risk_20_35_35_2020_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_35_35_2020_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_35_35_2020_full_m1","EAEC357451187413E39B6C256A1B624D6707E01C9E24F498F25BC90E0752F7B3","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
"35","r10_a7_dfg_risk_20_35_35","phase6_dfg_spread_risk_yearly_model1","Peak R20 diagnostic fallback spread risk yearly Model1","2021_full","1","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\035_r10_a7_dfg_risk_20_35_35_2021_full_m1.ini","outputs\peak_r20_dfg_spread_risk_yearly_package\configs\035_r10_a7_dfg_risk_20_35_35_2021_full_m1.ini","peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_35_35_2021_full_m1","outputs\peak_r20_dfg_spread_risk_yearly_package\reports_here\peak_r20_dfg_spread_risk_r10_a7_dfg_risk_20_35_35_2021_full_m1","2F06EE0BEBC7F8A39933060F2D806649CB55012342AC9550A403BA43C7B2FC60","Reject unless diagnostic fallback spread risk scaling improves stability without creating red yearly windows."
