"QueueRank","Candidate","CandidateRank","SourceType","SourceRank","Phase","Set","Window","Role","From","To","Model","Config","ExpectedReportName","ProfileSnapshot","ProfileSha256","BaseProfileSha256","Thesis","Overrides","StopRule"
"11","re_may140_late15_dgf_liq_reject1_cush50_dgfperf35","11","range_elite_risk_shape_probe","11","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_dgfperf35.set","2025_full","profit_control","2025.01.01","2025.12.31","1","configs\011_re_may140_late15_dgf_liq_reject1_cush50_dgfperf35_2025_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgfperf35_2025_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_dgfperf35.set","A77173A656D0753684410461AD77A63C8A097DFD722C047356A488E7866ED271","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Throttle DGF to 50% risk until cushion, then cut DGF risk after any weak DGF performance sample.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackPerformanceLookbackTrades=3;InpDiagnosticFallbackPerformanceMinTrades=1;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpDiagnosticFallbackStrongAverageR=0.35;InpDiagnosticFallbackWeakAverageR=0.00;InpMayRiskMultiplier=1.40;InpMinDiagnosticFallbackPerformanceRiskMultiplier=0.35;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackPerformanceRiskScaling=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"12","re_may140_late15_dgf_liq_reject1_cush50_dgfperf35","12","range_elite_risk_shape_probe","12","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_dgfperf35.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","1","configs\012_re_may140_late15_dgf_liq_reject1_cush50_dgfperf35_2026_ytd_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgfperf35_2026ytd_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_dgfperf35.set","A77173A656D0753684410461AD77A63C8A097DFD722C047356A488E7866ED271","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Throttle DGF to 50% risk until cushion, then cut DGF risk after any weak DGF performance sample.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackPerformanceLookbackTrades=3;InpDiagnosticFallbackPerformanceMinTrades=1;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpDiagnosticFallbackStrongAverageR=0.35;InpDiagnosticFallbackWeakAverageR=0.00;InpMayRiskMultiplier=1.40;InpMinDiagnosticFallbackPerformanceRiskMultiplier=0.35;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackPerformanceRiskScaling=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"13","re_may140_late15_dgf_liq_reject1_cush50_starterec35","13","range_elite_risk_shape_probe","13","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_starterec35.set","2019_full","red_year","2019.01.01","2019.12.31","1","configs\013_re_may140_late15_dgf_liq_reject1_cush50_starterec35_2019_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_starterec35_2019_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_starterec35.set","BD8B6E4CCD0A4160E1A41838D9A2880750CA057AB133A5050B3FD575906FFA8D","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Throttle DGF before cushion and reduce all risk while equity is below starting balance.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpMinStartingEquityRecoveryRiskMultiplier=0.35;InpStartingEquityRecoveryRiskFullDrawdownPercent=1.50;InpStartingEquityRecoveryRiskStartDrawdownPercent=0.10;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseStartingEquityRecoveryRiskScaling=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"14","re_may140_late15_dgf_liq_reject1_cush50_starterec35","14","range_elite_risk_shape_probe","14","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_starterec35.set","2021_full","red_year","2021.01.01","2021.12.31","1","configs\014_re_may140_late15_dgf_liq_reject1_cush50_starterec35_2021_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_starterec35_2021_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_starterec35.set","BD8B6E4CCD0A4160E1A41838D9A2880750CA057AB133A5050B3FD575906FFA8D","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Throttle DGF before cushion and reduce all risk while equity is below starting balance.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpMinStartingEquityRecoveryRiskMultiplier=0.35;InpStartingEquityRecoveryRiskFullDrawdownPercent=1.50;InpStartingEquityRecoveryRiskStartDrawdownPercent=0.10;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseStartingEquityRecoveryRiskScaling=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"15","re_may140_late15_dgf_liq_reject1_cush50_starterec35","15","range_elite_risk_shape_probe","15","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_starterec35.set","2023_full","red_year","2023.01.01","2023.12.31","1","configs\015_re_may140_late15_dgf_liq_reject1_cush50_starterec35_2023_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_starterec35_2023_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_starterec35.set","BD8B6E4CCD0A4160E1A41838D9A2880750CA057AB133A5050B3FD575906FFA8D","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Throttle DGF before cushion and reduce all risk while equity is below starting balance.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpMinStartingEquityRecoveryRiskMultiplier=0.35;InpStartingEquityRecoveryRiskFullDrawdownPercent=1.50;InpStartingEquityRecoveryRiskStartDrawdownPercent=0.10;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseStartingEquityRecoveryRiskScaling=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"16","re_may140_late15_dgf_liq_reject1_cush50_starterec35","16","range_elite_risk_shape_probe","16","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_starterec35.set","2024_full","profit_control","2024.01.01","2024.12.31","1","configs\016_re_may140_late15_dgf_liq_reject1_cush50_starterec35_2024_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_starterec35_2024_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_starterec35.set","BD8B6E4CCD0A4160E1A41838D9A2880750CA057AB133A5050B3FD575906FFA8D","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Throttle DGF before cushion and reduce all risk while equity is below starting balance.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpMinStartingEquityRecoveryRiskMultiplier=0.35;InpStartingEquityRecoveryRiskFullDrawdownPercent=1.50;InpStartingEquityRecoveryRiskStartDrawdownPercent=0.10;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseStartingEquityRecoveryRiskScaling=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"17","re_may140_late15_dgf_liq_reject1_cush50_starterec35","17","range_elite_risk_shape_probe","17","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_starterec35.set","2025_full","profit_control","2025.01.01","2025.12.31","1","configs\017_re_may140_late15_dgf_liq_reject1_cush50_starterec35_2025_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_starterec35_2025_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_starterec35.set","BD8B6E4CCD0A4160E1A41838D9A2880750CA057AB133A5050B3FD575906FFA8D","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Throttle DGF before cushion and reduce all risk while equity is below starting balance.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpMinStartingEquityRecoveryRiskMultiplier=0.35;InpStartingEquityRecoveryRiskFullDrawdownPercent=1.50;InpStartingEquityRecoveryRiskStartDrawdownPercent=0.10;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseStartingEquityRecoveryRiskScaling=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"18","re_may140_late15_dgf_liq_reject1_cush50_starterec35","18","range_elite_risk_shape_probe","18","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_starterec35.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","1","configs\018_re_may140_late15_dgf_liq_reject1_cush50_starterec35_2026_ytd_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_starterec35_2026ytd_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_starterec35.set","BD8B6E4CCD0A4160E1A41838D9A2880750CA057AB133A5050B3FD575906FFA8D","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Throttle DGF before cushion and reduce all risk while equity is below starting balance.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpMinStartingEquityRecoveryRiskMultiplier=0.35;InpStartingEquityRecoveryRiskFullDrawdownPercent=1.50;InpStartingEquityRecoveryRiskStartDrawdownPercent=0.10;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseStartingEquityRecoveryRiskScaling=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"19","re_may140_late15_dgf_liq_reject1_cush50_recovery_perf","19","range_elite_risk_shape_probe","19","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_recovery_perf.set","2019_full","red_year","2019.01.01","2019.12.31","1","configs\019_re_may140_late15_dgf_liq_reject1_cush50_recovery_perf_2019_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_recovery_perf_2019_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_recovery_perf.set","617612C03FB7A77F0E2B19EB4BE573062CBB485566EBD6A18DCADDCF48AB3D2E","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine DGF cushion throttle, DGF performance risk scaling, and starting-equity recovery risk scaling.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackPerformanceLookbackTrades=3;InpDiagnosticFallbackPerformanceMinTrades=1;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpDiagnosticFallbackStrongAverageR=0.35;InpDiagnosticFallbackWeakAverageR=0.00;InpMayRiskMultiplier=1.40;InpMinDiagnosticFallbackPerformanceRiskMultiplier=0.35;InpMinStartingEquityRecoveryRiskMultiplier=0.35;InpStartingEquityRecoveryRiskFullDrawdownPercent=1.50;InpStartingEquityRecoveryRiskStartDrawdownPercent=0.10;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackPerformanceRiskScaling=true;InpUseStartingEquityRecoveryRiskScaling=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"20","re_may140_late15_dgf_liq_reject1_cush50_recovery_perf","20","range_elite_risk_shape_probe","20","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_recovery_perf.set","2021_full","red_year","2021.01.01","2021.12.31","1","configs\020_re_may140_late15_dgf_liq_reject1_cush50_recovery_perf_2021_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_recovery_perf_2021_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_recovery_perf.set","617612C03FB7A77F0E2B19EB4BE573062CBB485566EBD6A18DCADDCF48AB3D2E","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine DGF cushion throttle, DGF performance risk scaling, and starting-equity recovery risk scaling.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackPerformanceLookbackTrades=3;InpDiagnosticFallbackPerformanceMinTrades=1;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpDiagnosticFallbackStrongAverageR=0.35;InpDiagnosticFallbackWeakAverageR=0.00;InpMayRiskMultiplier=1.40;InpMinDiagnosticFallbackPerformanceRiskMultiplier=0.35;InpMinStartingEquityRecoveryRiskMultiplier=0.35;InpStartingEquityRecoveryRiskFullDrawdownPercent=1.50;InpStartingEquityRecoveryRiskStartDrawdownPercent=0.10;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackPerformanceRiskScaling=true;InpUseStartingEquityRecoveryRiskScaling=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"21","re_may140_late15_dgf_liq_reject1_cush50_recovery_perf","21","range_elite_risk_shape_probe","21","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_recovery_perf.set","2023_full","red_year","2023.01.01","2023.12.31","1","configs\021_re_may140_late15_dgf_liq_reject1_cush50_recovery_perf_2023_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_recovery_perf_2023_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_recovery_perf.set","617612C03FB7A77F0E2B19EB4BE573062CBB485566EBD6A18DCADDCF48AB3D2E","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine DGF cushion throttle, DGF performance risk scaling, and starting-equity recovery risk scaling.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackPerformanceLookbackTrades=3;InpDiagnosticFallbackPerformanceMinTrades=1;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpDiagnosticFallbackStrongAverageR=0.35;InpDiagnosticFallbackWeakAverageR=0.00;InpMayRiskMultiplier=1.40;InpMinDiagnosticFallbackPerformanceRiskMultiplier=0.35;InpMinStartingEquityRecoveryRiskMultiplier=0.35;InpStartingEquityRecoveryRiskFullDrawdownPercent=1.50;InpStartingEquityRecoveryRiskStartDrawdownPercent=0.10;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackPerformanceRiskScaling=true;InpUseStartingEquityRecoveryRiskScaling=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"22","re_may140_late15_dgf_liq_reject1_cush50_recovery_perf","22","range_elite_risk_shape_probe","22","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_recovery_perf.set","2024_full","profit_control","2024.01.01","2024.12.31","1","configs\022_re_may140_late15_dgf_liq_reject1_cush50_recovery_perf_2024_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_recovery_perf_2024_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_recovery_perf.set","617612C03FB7A77F0E2B19EB4BE573062CBB485566EBD6A18DCADDCF48AB3D2E","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine DGF cushion throttle, DGF performance risk scaling, and starting-equity recovery risk scaling.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackPerformanceLookbackTrades=3;InpDiagnosticFallbackPerformanceMinTrades=1;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpDiagnosticFallbackStrongAverageR=0.35;InpDiagnosticFallbackWeakAverageR=0.00;InpMayRiskMultiplier=1.40;InpMinDiagnosticFallbackPerformanceRiskMultiplier=0.35;InpMinStartingEquityRecoveryRiskMultiplier=0.35;InpStartingEquityRecoveryRiskFullDrawdownPercent=1.50;InpStartingEquityRecoveryRiskStartDrawdownPercent=0.10;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackPerformanceRiskScaling=true;InpUseStartingEquityRecoveryRiskScaling=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"23","re_may140_late15_dgf_liq_reject1_cush50_recovery_perf","23","range_elite_risk_shape_probe","23","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_recovery_perf.set","2025_full","profit_control","2025.01.01","2025.12.31","1","configs\023_re_may140_late15_dgf_liq_reject1_cush50_recovery_perf_2025_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_recovery_perf_2025_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_recovery_perf.set","617612C03FB7A77F0E2B19EB4BE573062CBB485566EBD6A18DCADDCF48AB3D2E","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine DGF cushion throttle, DGF performance risk scaling, and starting-equity recovery risk scaling.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackPerformanceLookbackTrades=3;InpDiagnosticFallbackPerformanceMinTrades=1;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpDiagnosticFallbackStrongAverageR=0.35;InpDiagnosticFallbackWeakAverageR=0.00;InpMayRiskMultiplier=1.40;InpMinDiagnosticFallbackPerformanceRiskMultiplier=0.35;InpMinStartingEquityRecoveryRiskMultiplier=0.35;InpStartingEquityRecoveryRiskFullDrawdownPercent=1.50;InpStartingEquityRecoveryRiskStartDrawdownPercent=0.10;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackPerformanceRiskScaling=true;InpUseStartingEquityRecoveryRiskScaling=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"24","re_may140_late15_dgf_liq_reject1_cush50_recovery_perf","24","range_elite_risk_shape_probe","24","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_recovery_perf.set","2026_ytd","high_dd_recent","2026.01.01","2026.07.12","1","configs\024_re_may140_late15_dgf_liq_reject1_cush50_recovery_perf_2026_ytd_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_recovery_perf_2026ytd_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_recovery_perf.set","617612C03FB7A77F0E2B19EB4BE573062CBB485566EBD6A18DCADDCF48AB3D2E","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Combine DGF cushion throttle, DGF performance risk scaling, and starting-equity recovery risk scaling.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackPerformanceLookbackTrades=3;InpDiagnosticFallbackPerformanceMinTrades=1;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpDiagnosticFallbackStrongAverageR=0.35;InpDiagnosticFallbackWeakAverageR=0.00;InpMayRiskMultiplier=1.40;InpMinDiagnosticFallbackPerformanceRiskMultiplier=0.35;InpMinStartingEquityRecoveryRiskMultiplier=0.35;InpStartingEquityRecoveryRiskFullDrawdownPercent=1.50;InpStartingEquityRecoveryRiskStartDrawdownPercent=0.10;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackPerformanceRiskScaling=true;InpUseStartingEquityRecoveryRiskScaling=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"25","re_may140_late15_dgf_liq_reject1_cush50_dgfq_pa6","25","range_elite_risk_shape_probe","25","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_dgfq_pa6.set","2019_full","red_year","2019.01.01","2019.12.31","1","configs\025_re_may140_late15_dgf_liq_reject1_cush50_dgfq_pa6_2019_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgfq_pa6_2019_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_dgfq_pa6.set","7FD4BCB2BF1154E0E0B25740D9BF5299D281E35B972BD6A4247B603E980C5755","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Keep cushion throttle but require stronger price-action and smart-money evidence for DGF entries.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackMinPriceActionScore=6;InpDiagnosticFallbackMinSmartMoneyScore=4;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"26","re_may140_late15_dgf_liq_reject1_cush50_dgfq_pa6","26","range_elite_risk_shape_probe","26","phase4_range_elite_risk_shape_model1","re_may140_late15_dgf_liq_reject1_cush50_dgfq_pa6.set","2021_full","red_year","2021.01.01","2021.12.31","1","configs\026_re_may140_late15_dgf_liq_reject1_cush50_dgfq_pa6_2021_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgfq_pa6_2021_m1","profiles\re_may140_late15_dgf_liq_reject1_cush50_dgfq_pa6.set","7FD4BCB2BF1154E0E0B25740D9BF5299D281E35B972BD6A4247B603E980C5755","AD6C1D1607BD7809FFBBB25DD068A1AB18E4EE2FBC879114F6A02DBCA06D1894","Keep cushion throttle but require stronger price-action and smart-money evidence for DGF entries.","InpDiagnosticFallbackCushionProfitPercent=5.00;InpDiagnosticFallbackLateSessionPureOnly=true;InpDiagnosticFallbackLateSessionStartHour=15;InpDiagnosticFallbackLiquidityRejectMaxConfirmations=1;InpDiagnosticFallbackMinPriceActionScore=6;InpDiagnosticFallbackMinSmartMoneyScore=4;InpDiagnosticFallbackNoCushionRiskMultiplier=0.50;InpDiagnosticFallbackRejectLiquiditySweepSignal=true;InpMayRiskMultiplier=1.40;InpUseDiagnosticFallbackCushionRiskThrottle=true;InpUseDiagnosticFallbackLateSessionGuard=true;InpUseDiagnosticFallbackQualityGate=true","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
