"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"37","fbt_both_volume","discovery_model1","Independent M15 failed-breakout trap discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\037_fbt_both_volume_older_2015_2018_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\037_fbt_both_volume_older_2015_2018_m1.ini","fbt_both_volume_older_2015_2018_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_both_volume_older_2015_2018_m1","DA91B65991098B62923B2A93965526BAA55849F83042DB9AC2D1E87C5FCBDBA5","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"38","fbt_both_volume","discovery_model1","Independent M15 failed-breakout trap discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\038_fbt_both_volume_discovery_2019_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\038_fbt_both_volume_discovery_2019_2020_m1.ini","fbt_both_volume_discovery_2019_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_both_volume_discovery_2019_2020_m1","DA91B65991098B62923B2A93965526BAA55849F83042DB9AC2D1E87C5FCBDBA5","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"39","fbt_both_volume","discovery_model1","Independent M15 failed-breakout trap discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\039_fbt_both_volume_continuous_2015_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\039_fbt_both_volume_continuous_2015_2020_m1.ini","fbt_both_volume_continuous_2015_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_both_volume_continuous_2015_2020_m1","DA91B65991098B62923B2A93965526BAA55849F83042DB9AC2D1E87C5FCBDBA5","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"40","fbt_adx22","discovery_model1","Independent M15 failed-breakout trap discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\040_fbt_adx22_older_2015_2018_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\040_fbt_adx22_older_2015_2018_m1.ini","fbt_adx22_older_2015_2018_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_adx22_older_2015_2018_m1","1E14D9242B53249F49EB00EB1ECAF31BFF08F5A4EF541612B561AEEB2BAEF82F","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"41","fbt_adx22","discovery_model1","Independent M15 failed-breakout trap discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\041_fbt_adx22_discovery_2019_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\041_fbt_adx22_discovery_2019_2020_m1.ini","fbt_adx22_discovery_2019_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_adx22_discovery_2019_2020_m1","1E14D9242B53249F49EB00EB1ECAF31BFF08F5A4EF541612B561AEEB2BAEF82F","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"42","fbt_adx22","discovery_model1","Independent M15 failed-breakout trap discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\042_fbt_adx22_continuous_2015_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\042_fbt_adx22_continuous_2015_2020_m1.ini","fbt_adx22_continuous_2015_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_adx22_continuous_2015_2020_m1","1E14D9242B53249F49EB00EB1ECAF31BFF08F5A4EF541612B561AEEB2BAEF82F","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"43","fbt_adx30","discovery_model1","Independent M15 failed-breakout trap discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\043_fbt_adx30_older_2015_2018_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\043_fbt_adx30_older_2015_2018_m1.ini","fbt_adx30_older_2015_2018_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_adx30_older_2015_2018_m1","CAFF03D79022C76E3E3A8324EE72D35B63B1A993943B9886D1D138953C9A0BAB","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"44","fbt_adx30","discovery_model1","Independent M15 failed-breakout trap discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\044_fbt_adx30_discovery_2019_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\044_fbt_adx30_discovery_2019_2020_m1.ini","fbt_adx30_discovery_2019_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_adx30_discovery_2019_2020_m1","CAFF03D79022C76E3E3A8324EE72D35B63B1A993943B9886D1D138953C9A0BAB","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"45","fbt_adx30","discovery_model1","Independent M15 failed-breakout trap discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\045_fbt_adx30_continuous_2015_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\045_fbt_adx30_continuous_2015_2020_m1.ini","fbt_adx30_continuous_2015_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_adx30_continuous_2015_2020_m1","CAFF03D79022C76E3E3A8324EE72D35B63B1A993943B9886D1D138953C9A0BAB","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"46","fbt_fixed_r15","discovery_model1","Independent M15 failed-breakout trap discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\046_fbt_fixed_r15_older_2015_2018_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\046_fbt_fixed_r15_older_2015_2018_m1.ini","fbt_fixed_r15_older_2015_2018_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_fixed_r15_older_2015_2018_m1","8C4092DD694B215BB4A3C0E22C16206750571C252D63219976E84F8EAD265BEC","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"47","fbt_fixed_r15","discovery_model1","Independent M15 failed-breakout trap discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\047_fbt_fixed_r15_discovery_2019_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\047_fbt_fixed_r15_discovery_2019_2020_m1.ini","fbt_fixed_r15_discovery_2019_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_fixed_r15_discovery_2019_2020_m1","8C4092DD694B215BB4A3C0E22C16206750571C252D63219976E84F8EAD265BEC","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
"48","fbt_fixed_r15","discovery_model1","Independent M15 failed-breakout trap discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\048_fbt_fixed_r15_continuous_2015_2020_m1.ini","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\configs\048_fbt_fixed_r15_continuous_2015_2020_m1.ini","fbt_fixed_r15_continuous_2015_2020_m1","outputs\independent_m15_failed_breakout_trap_discovery_model1_package\reports_here\fbt_fixed_r15_continuous_2015_2020_m1","8C4092DD694B215BB4A3C0E22C16206750571C252D63219976E84F8EAD265BEC","Discovery only through 2020: both disjoint eras must be profitable; continuous PF at least 1.20; at least 60 continuous trades; DD at or below 5%; and nearby box, timing, reclaim, regime, and payoff shapes must support the result before opening 2021-2026."
