Profile,StressRPerTrade,Year,Trades,NetProfit,StartingBalance,EndingBalance,ReturnPercent
dd_0.15_rv_0.35_mom_0.15,0.05,2019,39,-107.86,10878.33,10770.47,-0.992
dd_0.15_rv_0.35_mom_0.15,0.05,2020,35,56.91,10770.47,10827.38,0.528
dd_0.15_rv_0.35_mom_0.15,0.05,2021,37,237.73,10827.38,11065.11,2.196
dd_0.15_rv_0.35_mom_0.15,0.05,2022,43,-14.48,11065.11,11050.63,-0.131
dd_0.15_rv_0.35_mom_0.15,0.05,2023,46,76.32,11050.63,11126.95,0.691
dd_0.15_rv_0.35_mom_0.15,0.05,2024,35,229.12,11126.95,11356.07,2.059
dd_0.15_rv_0.35_mom_0.15,0.05,2025,7,59.34,11356.07,11415.41,0.523
dd_0.15_rv_0.35_mom_0.15,0.05,2026,2,206.36,11415.41,11621.77,1.808
dd_0.15_rv_0.35_mom_0.15,0.1,2015,22,216.18,10000.0,10216.18,2.162
dd_0.15_rv_0.35_mom_0.15,0.1,2016,40,242.45,10216.18,10458.63,2.373
dd_0.15_rv_0.35_mom_0.15,0.1,2017,53,-32.57,10458.63,10426.06,-0.311
dd_0.15_rv_0.35_mom_0.15,0.1,2018,54,297.22,10426.06,10723.28,2.851
dd_0.15_rv_0.35_mom_0.15,0.1,2019,39,-138.4,10723.28,10584.88,-1.291
dd_0.15_rv_0.35_mom_0.15,0.1,2020,35,20.65,10584.88,10605.53,0.195
dd_0.15_rv_0.35_mom_0.15,0.1,2021,37,195.32,10605.53,10800.85,1.842
dd_0.15_rv_0.35_mom_0.15,0.1,2022,43,-51.0,10800.85,10749.85,-0.472
dd_0.15_rv_0.35_mom_0.15,0.1,2023,46,32.66,10749.85,10782.51,0.304
dd_0.15_rv_0.35_mom_0.15,0.1,2024,35,187.72,10782.51,10970.23,1.741
dd_0.15_rv_0.35_mom_0.15,0.1,2025,7,48.25,10970.23,11018.48,0.44
dd_0.15_rv_0.35_mom_0.15,0.1,2026,2,195.29,11018.48,11213.77,1.772
dd_0.15_rv_0.35_mom_0.20,0.0,2015,22,286.96,10000.0,10286.96,2.87
dd_0.15_rv_0.35_mom_0.20,0.0,2016,40,333.4,10286.96,10620.36,3.241
dd_0.15_rv_0.35_mom_0.20,0.0,2017,53,111.81,10620.36,10732.17,1.053
dd_0.15_rv_0.35_mom_0.20,0.0,2018,54,461.4,10732.17,11193.57,4.299
dd_0.15_rv_0.35_mom_0.20,0.0,2019,39,-88.22,11193.57,11105.35,-0.788
dd_0.15_rv_0.35_mom_0.20,0.0,2020,35,139.04,11105.35,11244.39,1.252
dd_0.15_rv_0.35_mom_0.20,0.0,2021,37,247.74,11244.39,11492.13,2.203
dd_0.15_rv_0.35_mom_0.20,0.0,2022,43,-0.11,11492.13,11492.02,-0.001
dd_0.15_rv_0.35_mom_0.20,0.0,2023,46,113.52,11492.02,11605.54,0.988
dd_0.15_rv_0.35_mom_0.20,0.0,2024,35,344.77,11605.54,11950.31,2.971
dd_0.15_rv_0.35_mom_0.20,0.0,2025,7,85.72,11950.31,12036.03,0.717
dd_0.15_rv_0.35_mom_0.20,0.0,2026,2,221.83,12036.03,12257.86,1.843
dd_0.15_rv_0.35_mom_0.20,0.05,2015,22,261.59,10000.0,10261.59,2.616
dd_0.15_rv_0.35_mom_0.20,0.05,2016,40,289.84,10261.59,10551.43,2.825
dd_0.15_rv_0.35_mom_0.20,0.05,2017,53,51.81,10551.43,10603.24,0.491
dd_0.15_rv_0.35_mom_0.20,0.05,2018,54,393.43,10603.24,10996.67,3.71
dd_0.15_rv_0.35_mom_0.20,0.05,2019,39,-128.33,10996.67,10868.34,-1.167
dd_0.15_rv_0.35_mom_0.20,0.05,2020,35,93.04,10868.34,10961.38,0.856
dd_0.15_rv_0.35_mom_0.20,0.05,2021,37,196.28,10961.38,11157.66,1.791
dd_0.15_rv_0.35_mom_0.20,0.05,2022,43,-47.69,11157.66,11109.97,-0.427
dd_0.15_rv_0.35_mom_0.20,0.05,2023,46,56.6,11109.97,11166.57,0.509
dd_0.15_rv_0.35_mom_0.20,0.05,2024,35,288.45,11166.57,11455.02,2.583
dd_0.15_rv_0.35_mom_0.20,0.05,2025,7,71.81,11455.02,11526.83,0.627
dd_0.15_rv_0.35_mom_0.20,0.05,2026,2,208.37,11526.83,11735.2,1.808
dd_0.15_rv_0.35_mom_0.20,0.1,2015,22,236.28,10000.0,10236.28,2.363
dd_0.15_rv_0.35_mom_0.20,0.1,2016,40,246.66,10236.28,10482.94,2.41
dd_0.15_rv_0.35_mom_0.20,0.1,2017,53,-7.09,10482.94,10475.85,-0.068
dd_0.15_rv_0.35_mom_0.20,0.1,2018,54,327.37,10475.85,10803.22,3.125
dd_0.15_rv_0.35_mom_0.20,0.1,2019,39,-166.85,10803.22,10636.37,-1.544
dd_0.15_rv_0.35_mom_0.20,0.1,2020,35,49.1,10636.37,10685.47,0.462
dd_0.15_rv_0.35_mom_0.20,0.1,2021,37,147.42,10685.47,10832.89,1.38
dd_0.15_rv_0.35_mom_0.20,0.1,2022,43,-92.31,10832.89,10740.58,-0.852
dd_0.15_rv_0.35_mom_0.20,0.1,2023,21,8.41,10740.58,10748.99,0.078
dd_0.15_rv_0.35_mom_0.20,0.1,2024,9,40.51,10748.99,10789.5,0.377
dd_0.15_rv_0.35_mom_0.20,0.1,2025,4,16.09,10789.5,10805.59,0.149
dd_0.15_rv_0.35_mom_0.20,0.1,2026,2,191.52,10805.59,10997.11,1.772
dd_0.15_rv_0.40_mom_0.10,0.0,2015,22,250.31,10000.0,10250.31,2.503
dd_0.15_rv_0.40_mom_0.10,0.0,2016,40,315.64,10250.31,10565.95,3.079
dd_0.15_rv_0.40_mom_0.10,0.0,2017,53,19.93,10565.95,10585.88,0.189
dd_0.15_rv_0.40_mom_0.10,0.0,2018,54,374.51,10585.88,10960.39,3.538
dd_0.15_rv_0.40_mom_0.10,0.0,2019,39,-70.89,10960.39,10889.5,-0.647
dd_0.15_rv_0.40_mom_0.10,0.0,2020,35,36.9,10889.5,10926.4,0.339
dd_0.15_rv_0.40_mom_0.10,0.0,2021,37,380.36,10926.4,11306.76,3.481
dd_0.15_rv_0.40_mom_0.10,0.0,2022,43,62.11,11306.76,11368.87,0.549
dd_0.15_rv_0.40_mom_0.10,0.0,2023,46,159.9,11368.87,11528.77,1.406
dd_0.15_rv_0.40_mom_0.10,0.0,2024,35,203.27,11528.77,11732.04,1.763
dd_0.15_rv_0.40_mom_0.10,0.0,2025,7,53.5,11732.04,11785.54,0.456
dd_0.15_rv_0.40_mom_0.10,0.0,2026,2,248.39,11785.54,12033.93,2.108
dd_0.15_rv_0.40_mom_0.10,0.05,2015,22,232.7,10000.0,10232.7,2.327
dd_0.15_rv_0.40_mom_0.10,0.05,2016,40,289.88,10232.7,10522.58,2.833
dd_0.15_rv_0.40_mom_0.10,0.05,2017,53,-19.35,10522.58,10503.23,-0.184
dd_0.15_rv_0.40_mom_0.10,0.05,2018,54,333.16,10503.23,10836.39,3.172
dd_0.15_rv_0.40_mom_0.10,0.05,2019,39,-94.29,10836.39,10742.1,-0.87
dd_0.15_rv_0.40_mom_0.10,0.05,2020,35,5.22,10742.1,10747.32,0.049
dd_0.15_rv_0.40_mom_0.10,0.05,2021,37,340.08,10747.32,11087.4,3.164
dd_0.15_rv_0.40_mom_0.10,0.05,2022,43,31.71,11087.4,11119.11,0.286
dd_0.15_rv_0.40_mom_0.10,0.05,2023,46,122.08,11119.11,11241.19,1.098
dd_0.15_rv_0.40_mom_0.10,0.05,2024,35,168.51,11241.19,11409.7,1.499
dd_0.15_rv_0.40_mom_0.10,0.05,2025,7,42.58,11409.7,11452.28,0.373
dd_0.15_rv_0.40_mom_0.10,0.05,2026,2,236.74,11452.28,11689.02,2.067
dd_0.15_rv_0.40_mom_0.10,0.1,2015,22,215.12,10000.0,10215.12,2.151
dd_0.15_rv_0.40_mom_0.10,0.1,2016,40,264.26,10215.12,10479.38,2.587
dd_0.15_rv_0.40_mom_0.10,0.1,2017,53,-58.17,10479.38,10421.21,-0.555
dd_0.15_rv_0.40_mom_0.10,0.1,2018,54,292.55,10421.21,10713.76,2.807
dd_0.15_rv_0.40_mom_0.10,0.1,2019,39,-117.1,10713.76,10596.66,-1.093
dd_0.15_rv_0.40_mom_0.10,0.1,2020,35,-25.53,10596.66,10571.13,-0.241
dd_0.15_rv_0.40_mom_0.10,0.1,2021,37,301.11,10571.13,10872.24,2.848
dd_0.15_rv_0.40_mom_0.10,0.1,2022,43,2.52,10872.24,10874.76,0.023
dd_0.15_rv_0.40_mom_0.10,0.1,2023,46,85.94,10874.76,10960.7,0.79
dd_0.15_rv_0.40_mom_0.10,0.1,2024,35,135.43,10960.7,11096.13,1.236
dd_0.15_rv_0.40_mom_0.10,0.1,2025,7,32.23,11096.13,11128.36,0.29
dd_0.15_rv_0.40_mom_0.10,0.1,2026,2,225.55,11128.36,11353.91,2.027
dd_0.15_rv_0.40_mom_0.15,0.0,2015,22,279.26,10000.0,10279.26,2.793
dd_0.15_rv_0.40_mom_0.15,0.0,2016,40,338.44,10279.26,10617.7,3.292
dd_0.15_rv_0.40_mom_0.15,0.0,2017,53,67.57,10617.7,10685.27,0.636
dd_0.15_rv_0.40_mom_0.15,0.0,2018,54,432.64,10685.27,11117.91,4.049
dd_0.15_rv_0.40_mom_0.15,0.0,2019,39,-82.55,11117.91,11035.36,-0.742
dd_0.15_rv_0.40_mom_0.15,0.0,2020,35,80.3,11035.36,11115.66,0.728
dd_0.15_rv_0.40_mom_0.15,0.0,2021,37,348.05,11115.66,11463.71,3.131
dd_0.15_rv_0.40_mom_0.15,0.0,2022,43,38.63,11463.71,11502.34,0.337
dd_0.15_rv_0.40_mom_0.15,0.0,2023,46,151.42,11502.34,11653.76,1.316
dd_0.15_rv_0.40_mom_0.15,0.0,2024,35,274.26,11653.76,11928.02,2.353
dd_0.15_rv_0.40_mom_0.15,0.0,2025,7,67.74,11928.02,11995.76,0.568
dd_0.15_rv_0.40_mom_0.15,0.0,2026,2,252.82,11995.76,12248.58,2.108
dd_0.15_rv_0.40_mom_0.15,0.05,2015,22,257.24,10000.0,10257.24,2.572
dd_0.15_rv_0.40_mom_0.15,0.05,2016,40,303.42,10257.24,10560.66,2.958
dd_0.15_rv_0.40_mom_0.15,0.05,2017,53,17.11,10560.66,10577.77,0.162
dd_0.15_rv_0.40_mom_0.15,0.05,2018,54,377.09,10577.77,10954.86,3.565
dd_0.15_rv_0.40_mom_0.15,0.05,2019,39,-114.47,10954.86,10840.39,-1.045
dd_0.15_rv_0.40_mom_0.15,0.05,2020,35,40.79,10840.39,10881.18,0.376
dd_0.15_rv_0.40_mom_0.15,0.05,2021,37,299.91,10881.18,11181.09,2.756
dd_0.15_rv_0.40_mom_0.15,0.05,2022,43,-1.22,11181.09,11179.87,-0.011
dd_0.15_rv_0.40_mom_0.15,0.05,2023,46,102.55,11179.87,11282.42,0.917
dd_0.15_rv_0.40_mom_0.15,0.05,2024,35,228.09,11282.42,11510.51,2.022
dd_0.15_rv_0.40_mom_0.15,0.05,2025,7,54.97,11510.51,11565.48,0.478
dd_0.15_rv_0.40_mom_0.15,0.05,2026,2,239.08,11565.48,11804.56,2.067
dd_0.15_rv_0.40_mom_0.15,0.1,2015,22,235.27,10000.0,10235.27,2.353
dd_0.15_rv_0.40_mom_0.15,0.1,2016,40,268.65,10235.27,10503.92,2.625
dd_0.15_rv_0.40_mom_0.15,0.1,2017,53,-32.58,10503.92,10471.34,-0.31
dd_0.15_rv_0.40_mom_0.15,0.1,2018,54,322.84,10471.34,10794.18,3.083
dd_0.15_rv_0.40_mom_0.15,0.1,2019,39,-145.33,10794.18,10648.85,-1.346
dd_0.15_rv_0.40_mom_0.15,0.1,2020,35,2.76,10648.85,10651.61,0.026
dd_0.15_rv_0.40_mom_0.15,0.1,2021,37,253.79,10651.61,10905.4,2.383
dd_0.15_rv_0.40_mom_0.15,0.1,2022,43,-39.0,10905.4,10866.4,-0.358
dd_0.15_rv_0.40_mom_0.15,0.1,2023,46,56.47,10866.4,10922.87,0.52
dd_0.15_rv_0.40_mom_0.15,0.1,2024,35,184.69,10922.87,11107.56,1.691
dd_0.15_rv_0.40_mom_0.15,0.1,2025,7,43.01,11107.56,11150.57,0.387
dd_0.15_rv_0.40_mom_0.15,0.1,2026,2,226.0,11150.57,11376.57,2.027
dd_0.15_rv_0.40_mom_0.20,0.0,2015,22,308.22,10000.0,10308.22,3.082
dd_0.15_rv_0.40_mom_0.20,0.0,2016,40,361.28,10308.22,10669.5,3.505
dd_0.15_rv_0.40_mom_0.20,0.0,2017,53,115.69,10669.5,10785.19,1.084
dd_0.15_rv_0.40_mom_0.20,0.0,2018,54,491.9,10785.19,11277.09,4.561
dd_0.15_rv_0.40_mom_0.20,0.0,2019,39,-94.63,11277.09,11182.46,-0.839
dd_0.15_rv_0.40_mom_0.20,0.0,2020,35,124.85,11182.46,11307.31,1.116
dd_0.15_rv_0.40_mom_0.20,0.0,2021,37,314.53,11307.31,11621.84,2.782
dd_0.15_rv_0.40_mom_0.20,0.0,2022,43,14.43,11621.84,11636.27,0.124
dd_0.15_rv_0.40_mom_0.20,0.0,2023,46,142.57,11636.27,11778.84,1.225
dd_0.15_rv_0.40_mom_0.20,0.0,2024,35,346.97,11778.84,12125.81,2.946
dd_0.15_rv_0.40_mom_0.20,0.0,2025,7,82.43,12125.81,12208.24,0.68
dd_0.15_rv_0.40_mom_0.20,0.0,2026,2,257.3,12208.24,12465.54,2.108
dd_0.15_rv_0.40_mom_0.20,0.05,2015,22,281.78,10000.0,10281.78,2.818
dd_0.15_rv_0.40_mom_0.20,0.05,2016,40,316.9,10281.78,10598.68,3.082
dd_0.15_rv_0.40_mom_0.20,0.05,2017,53,53.77,10598.68,10652.45,0.507
dd_0.15_rv_0.40_mom_0.20,0.05,2018,54,421.6,10652.45,11074.05,3.958
dd_0.15_rv_0.40_mom_0.20,0.05,2019,39,-135.13,11074.05,10938.92,-1.22
dd_0.15_rv_0.40_mom_0.20,0.05,2020,35,76.95,10938.92,11015.87,0.703
dd_0.15_rv_0.40_mom_0.20,0.05,2021,37,258.77,11015.87,11274.64,2.349
dd_0.15_rv_0.40_mom_0.20,0.05,2022,43,-34.7,11274.64,11239.94,-0.308
dd_0.15_rv_0.40_mom_0.20,0.05,2023,46,82.7,11239.94,11322.64,0.736
dd_0.15_rv_0.40_mom_0.20,0.05,2024,35,288.21,11322.64,11610.85,2.545
dd_0.15_rv_0.40_mom_0.20,0.05,2025,7,67.56,11610.85,11678.41,0.582
dd_0.15_rv_0.40_mom_0.20,0.05,2026,2,241.41,11678.41,11919.82,2.067
dd_0.15_rv_0.40_mom_0.20,0.1,2015,22,255.4,10000.0,10255.4,2.554
dd_0.15_rv_0.40_mom_0.20,0.1,2016,40,272.92,10255.4,10528.32,2.661
dd_0.15_rv_0.40_mom_0.20,0.1,2017,53,-7.0,10528.32,10521.32,-0.066
dd_0.15_rv_0.40_mom_0.20,0.1,2018,54,353.31,10521.32,10874.63,3.358
dd_0.15_rv_0.40_mom_0.20,0.1,2019,39,-173.99,10874.63,10700.64,-1.6
dd_0.15_rv_0.40_mom_0.20,0.1,2020,35,31.24,10700.64,10731.88,0.292
dd_0.15_rv_0.40_mom_0.20,0.1,2021,37,205.86,10731.88,10937.74,1.918
dd_0.15_rv_0.40_mom_0.20,0.1,2022,43,-80.71,10937.74,10857.03,-0.738
dd_0.15_rv_0.40_mom_0.20,0.1,2023,21,31.88,10857.03,10888.91,0.294
dd_0.15_rv_0.40_mom_0.20,0.1,2024,9,35.65,10888.91,10924.56,0.327
dd_0.15_rv_0.40_mom_0.20,0.1,2025,4,10.57,10924.56,10935.13,0.097
dd_0.15_rv_0.40_mom_0.20,0.1,2026,2,221.63,10935.13,11156.76,2.027
dd_0.15_rv_0.45_mom_0.10,0.0,2015,22,271.44,10000.0,10271.44,2.714
dd_0.15_rv_0.45_mom_0.10,0.0,2016,40,343.31,10271.44,10614.75,3.342
dd_0.15_rv_0.45_mom_0.10,0.0,2017,53,23.29,10614.75,10638.04,0.219
dd_0.15_rv_0.45_mom_0.10,0.0,2018,54,403.91,10638.04,11041.95,3.797
dd_0.15_rv_0.45_mom_0.10,0.0,2019,39,-77.05,11041.95,10964.9,-0.698
dd_0.15_rv_0.45_mom_0.10,0.0,2020,35,22.38,10964.9,10987.28,0.204
dd_0.15_rv_0.45_mom_0.10,0.0,2021,37,446.7,10987.28,11433.98,4.066
dd_0.15_rv_0.45_mom_0.10,0.0,2022,43,77.16,11433.98,11511.14,0.675
dd_0.15_rv_0.45_mom_0.10,0.0,2023,46,189.3,11511.14,11700.44,1.644
dd_0.15_rv_0.45_mom_0.10,0.0,2024,35,203.35,11700.44,11903.79,1.738
dd_0.15_rv_0.45_mom_0.10,0.0,2025,7,49.8,11903.79,11953.59,0.418
dd_0.15_rv_0.45_mom_0.10,0.0,2026,2,283.59,11953.59,12237.18,2.372
dd_0.15_rv_0.45_mom_0.10,0.05,2015,22,252.78,10000.0,10252.78,2.528
dd_0.15_rv_0.45_mom_0.10,0.05,2016,40,316.83,10252.78,10569.61,3.09
dd_0.15_rv_0.45_mom_0.10,0.05,2017,53,-17.78,10569.61,10551.83,-0.168
dd_0.15_rv_0.45_mom_0.10,0.05,2018,54,360.58,10551.83,10912.41,3.417
dd_0.15_rv_0.45_mom_0.10,0.05,2019,39,-100.78,10912.41,10811.63,-0.924
dd_0.15_rv_0.45_mom_0.10,0.05,2020,35,-11.17,10811.63,10800.46,-0.103
dd_0.15_rv_0.45_mom_0.10,0.05,2021,37,402.76,10800.46,11203.22,3.729
dd_0.15_rv_0.45_mom_0.10,0.05,2022,43,45.5,11203.22,11248.72,0.406
dd_0.15_rv_0.45_mom_0.10,0.05,2023,46,149.07,11248.72,11397.79,1.325
dd_0.15_rv_0.45_mom_0.10,0.05,2024,35,166.56,11397.79,11564.35,1.461
dd_0.15_rv_0.45_mom_0.10,0.05,2025,7,37.94,11564.35,11602.29,0.328
dd_0.15_rv_0.45_mom_0.10,0.05,2026,2,269.98,11602.29,11872.27,2.327
dd_0.15_rv_0.45_mom_0.10,0.1,2015,22,234.15,10000.0,10234.15,2.341
dd_0.15_rv_0.45_mom_0.10,0.1,2016,40,290.52,10234.15,10524.67,2.839
dd_0.15_rv_0.45_mom_0.10,0.1,2017,53,-58.34,10524.67,10466.33,-0.554
dd_0.15_rv_0.45_mom_0.10,0.1,2018,54,318.06,10466.33,10784.39,3.039
dd_0.15_rv_0.45_mom_0.10,0.1,2019,39,-123.9,10784.39,10660.49,-1.149
dd_0.15_rv_0.45_mom_0.10,0.1,2020,35,-43.69,10660.49,10616.8,-0.41
dd_0.15_rv_0.45_mom_0.10,0.1,2021,37,360.3,10616.8,10977.1,3.394
dd_0.15_rv_0.45_mom_0.10,0.1,2022,43,15.16,10977.1,10992.26,0.138
dd_0.15_rv_0.45_mom_0.10,0.1,2023,46,110.68,10992.26,11102.94,1.007
dd_0.15_rv_0.45_mom_0.10,0.1,2024,35,131.61,11102.94,11234.55,1.185
dd_0.15_rv_0.45_mom_0.10,0.1,2025,7,26.72,11234.55,11261.27,0.238
dd_0.15_rv_0.45_mom_0.10,0.1,2026,2,256.92,11261.27,11518.19,2.281
dd_0.15_rv_0.45_mom_0.15,0.0,2015,22,300.45,10000.0,10300.45,3.005
dd_0.15_rv_0.45_mom_0.15,0.0,2016,40,366.29,10300.45,10666.74,3.556
dd_0.15_rv_0.45_mom_0.15,0.0,2017,53,71.18,10666.74,10737.92,0.667
dd_0.15_rv_0.45_mom_0.15,0.0,2018,54,462.73,10737.92,11200.65,4.309
dd_0.15_rv_0.45_mom_0.15,0.0,2019,39,-88.88,11200.65,11111.77,-0.794
dd_0.15_rv_0.45_mom_0.15,0.0,2020,35,65.83,11111.77,11177.6,0.592
dd_0.15_rv_0.45_mom_0.15,0.0,2021,37,415.11,11177.6,11592.71,3.714
dd_0.15_rv_0.45_mom_0.15,0.0,2022,43,53.58,11592.71,11646.29,0.462
dd_0.15_rv_0.45_mom_0.15,0.0,2023,46,181.01,11646.29,11827.3,1.554
dd_0.15_rv_0.45_mom_0.15,0.0,2024,35,275.36,11827.3,12102.66,2.328
dd_0.15_rv_0.45_mom_0.15,0.0,2025,7,64.17,12102.66,12166.83,0.53
dd_0.15_rv_0.45_mom_0.15,0.0,2026,2,288.65,12166.83,12455.48,2.372
dd_0.15_rv_0.45_mom_0.15,0.05,2015,22,277.37,10000.0,10277.37,2.774
dd_0.15_rv_0.45_mom_0.15,0.05,2016,40,330.5,10277.37,10607.87,3.216
dd_0.15_rv_0.45_mom_0.15,0.05,2017,53,18.86,10607.87,10626.73,0.178
dd_0.15_rv_0.45_mom_0.15,0.05,2018,54,405.01,10626.73,11031.74,3.811
dd_0.15_rv_0.45_mom_0.15,0.05,2019,39,-121.16,11031.74,10910.58,-1.098
dd_0.15_rv_0.45_mom_0.15,0.05,2020,35,24.42,10910.58,10935.0,0.224
dd_0.15_rv_0.45_mom_0.15,0.05,2021,37,362.92,10935.0,11297.92,3.319
dd_0.15_rv_0.45_mom_0.15,0.05,2022,43,12.3,11297.92,11310.22,0.109
dd_0.15_rv_0.45_mom_0.15,0.05,2023,46,129.4,11310.22,11439.62,1.144
dd_0.15_rv_0.45_mom_0.15,0.05,2024,35,226.92,11439.62,11666.54,1.984
dd_0.15_rv_0.45_mom_0.15,0.05,2025,7,50.44,11666.54,11716.98,0.432
dd_0.15_rv_0.45_mom_0.15,0.05,2026,2,272.65,11716.98,11989.63,2.327
dd_0.15_rv_0.45_mom_0.15,0.1,2015,22,254.34,10000.0,10254.34,2.543
dd_0.15_rv_0.45_mom_0.15,0.1,2016,40,294.98,10254.34,10549.32,2.877
dd_0.15_rv_0.45_mom_0.15,0.1,2017,53,-32.64,10549.32,10516.68,-0.309
dd_0.15_rv_0.45_mom_0.15,0.1,2018,54,348.68,10516.68,10865.36,3.315
dd_0.15_rv_0.45_mom_0.15,0.1,2019,39,-152.34,10865.36,10713.02,-1.402
dd_0.15_rv_0.45_mom_0.15,0.1,2020,35,-15.37,10713.02,10697.65,-0.143
dd_0.15_rv_0.45_mom_0.15,0.1,2021,37,312.95,10697.65,11010.6,2.925
dd_0.15_rv_0.45_mom_0.15,0.1,2022,43,-26.78,11010.6,10983.82,-0.243
dd_0.15_rv_0.45_mom_0.15,0.1,2023,46,80.8,10983.82,11064.62,0.736
dd_0.15_rv_0.45_mom_0.15,0.1,2024,35,181.49,11064.62,11246.11,1.64
dd_0.15_rv_0.45_mom_0.15,0.1,2025,7,37.62,11246.11,11283.73,0.335
dd_0.15_rv_0.45_mom_0.15,0.1,2026,2,257.43,11283.73,11541.16,2.281
dd_0.15_rv_0.45_mom_0.20,0.0,2015,22,329.47,10000.0,10329.47,3.295
dd_0.15_rv_0.45_mom_0.20,0.0,2016,40,389.31,10329.47,10718.78,3.769
dd_0.15_rv_0.45_mom_0.20,0.0,2017,53,119.56,10718.78,10838.34,1.115
dd_0.15_rv_0.45_mom_0.20,0.0,2018,54,528.37,10838.34,11366.71,4.875
dd_0.15_rv_0.45_mom_0.20,0.0,2019,39,-101.18,11366.71,11265.53,-0.89
dd_0.15_rv_0.45_mom_0.20,0.0,2020,35,110.48,11265.53,11376.01,0.981
dd_0.15_rv_0.45_mom_0.20,0.0,2021,37,382.49,11376.01,11758.5,3.362
dd_0.15_rv_0.45_mom_0.20,0.0,2022,43,29.29,11758.5,11787.79,0.249
dd_0.15_rv_0.45_mom_0.20,0.0,2023,46,172.43,11787.79,11960.22,1.463
dd_0.15_rv_0.45_mom_0.20,0.0,2024,35,349.28,11960.22,12309.5,2.92
dd_0.15_rv_0.45_mom_0.20,0.0,2025,7,79.04,12309.5,12388.54,0.642
dd_0.15_rv_0.45_mom_0.20,0.0,2026,2,293.91,12388.54,12682.45,2.372
dd_0.15_rv_0.45_mom_0.20,0.05,2015,22,301.95,10000.0,10301.95,3.019
dd_0.15_rv_0.45_mom_0.20,0.05,2016,40,344.11,10301.95,10646.06,3.34
dd_0.15_rv_0.45_mom_0.20,0.05,2017,53,55.69,10646.06,10701.75,0.523
dd_0.15_rv_0.45_mom_0.20,0.05,2018,54,455.88,10701.75,11157.63,4.26
dd_0.15_rv_0.45_mom_0.20,0.05,2019,39,-142.09,11157.63,11015.54,-1.273
dd_0.15_rv_0.45_mom_0.20,0.05,2020,35,60.65,11015.54,11076.19,0.551
dd_0.15_rv_0.45_mom_0.20,0.05,2021,37,322.26,11076.19,11398.45,2.909
dd_0.15_rv_0.45_mom_0.20,0.05,2022,43,-21.47,11398.45,11376.98,-0.188
dd_0.15_rv_0.45_mom_0.20,0.05,2023,46,109.47,11376.98,11486.45,0.962
dd_0.15_rv_0.45_mom_0.20,0.05,2024,35,288.0,11486.45,11774.45,2.507
dd_0.15_rv_0.45_mom_0.20,0.05,2025,7,63.18,11774.45,11837.63,0.537
dd_0.15_rv_0.45_mom_0.20,0.05,2026,2,275.45,11837.63,12113.08,2.327
dd_0.15_rv_0.45_mom_0.20,0.1,2015,22,274.51,10000.0,10274.51,2.745
dd_0.15_rv_0.45_mom_0.20,0.1,2016,40,299.31,10274.51,10573.82,2.913
dd_0.15_rv_0.45_mom_0.20,0.1,2017,53,-6.95,10573.82,10566.87,-0.066
dd_0.15_rv_0.45_mom_0.20,0.1,2018,54,385.5,10566.87,10952.37,3.648
dd_0.15_rv_0.45_mom_0.20,0.1,2019,39,-181.32,10952.37,10771.05,-1.656
dd_0.15_rv_0.45_mom_0.20,0.1,2020,35,13.15,10771.05,10784.2,0.122
dd_0.15_rv_0.45_mom_0.20,0.1,2021,37,265.14,10784.2,11049.34,2.459
dd_0.15_rv_0.45_mom_0.20,0.1,2022,43,-68.94,11049.34,10980.4,-0.624
dd_0.15_rv_0.45_mom_0.20,0.1,2023,21,55.9,10980.4,11036.3,0.509
dd_0.15_rv_0.45_mom_0.20,0.1,2024,9,30.63,11036.3,11066.93,0.278
dd_0.15_rv_0.45_mom_0.20,0.1,2025,4,4.89,11066.93,11071.82,0.044
dd_0.15_rv_0.45_mom_0.20,0.1,2026,2,252.59,11071.82,11324.41,2.281
dd_0.15_rv_0.50_mom_0.10,0.0,2015,22,292.55,10000.0,10292.55,2.925
dd_0.15_rv_0.50_mom_0.10,0.0,2016,40,371.12,10292.55,10663.67,3.606
dd_0.15_rv_0.50_mom_0.10,0.0,2017,53,26.64,10663.67,10690.31,0.25
dd_0.15_rv_0.50_mom_0.10,0.0,2018,54,433.6,10690.31,11123.91,4.056
dd_0.15_rv_0.50_mom_0.10,0.0,2019,39,-83.31,11123.91,11040.6,-0.749
dd_0.15_rv_0.50_mom_0.10,0.0,2020,35,7.62,11040.6,11048.22,0.069
dd_0.15_rv_0.50_mom_0.10,0.0,2021,37,514.0,11048.22,11562.22,4.652
dd_0.15_rv_0.50_mom_0.10,0.0,2022,43,92.5,11562.22,11654.72,0.8
dd_0.15_rv_0.50_mom_0.10,0.0,2023,46,219.43,11654.72,11874.15,1.883
dd_0.15_rv_0.50_mom_0.10,0.0,2024,35,203.34,11874.15,12077.49,1.712
dd_0.15_rv_0.50_mom_0.10,0.0,2025,7,45.96,12077.49,12123.45,0.381
dd_0.15_rv_0.50_mom_0.10,0.0,2026,2,319.77,12123.45,12443.22,2.638
dd_0.15_rv_0.50_mom_0.10,0.05,2015,22,272.84,10000.0,10272.84,2.728
dd_0.15_rv_0.50_mom_0.10,0.05,2016,40,343.93,10272.84,10616.77,3.348
dd_0.15_rv_0.50_mom_0.10,0.05,2017,53,-16.23,10616.77,10600.54,-0.153
dd_0.15_rv_0.50_mom_0.10,0.05,2018,54,388.26,10600.54,10988.8,3.663
