"QueueRank","Candidate","Window","ExpectedReportName","Status","ConfigSha256","SourceSha256","PortableBinarySha256","ReportSha256","ReportBytes","IdentityCreatedUtc","Evidence"
"32","tltri_buffer00","discovery_2019_2020","tltri_buffer00_discovery_2019_2020_m1","REPORT_FOUND","D3297802B4E4B4AF1CF97715426559E5406F6E604D7B35F163329B9E3CCA767A","409286458AF0739089CE5436E6E8DCE3E591C88EE6706742A705E2AD1A62F1D3","50BE413BF9793B093269EEC0FA8C94B5F4B98FE4941513237683DD2213A4FF11","6C227812B5B94C2D66DC24D137E44DDAEBE9B9ACC83F2DCBFC2AC9AEE4FAD2B3","515920","2026-07-19T15:56:54.6070939Z","Exact portable report identity sidecar and report/config hashes verified."
"33","tltri_buffer00","continuous_2015_2020","tltri_buffer00_continuous_2015_2020_m1","REPORT_FOUND","238FB12AD6A3D1C9C1CBA85CA2831752004833A53242FD317F50A1DEA8FC5256","409286458AF0739089CE5436E6E8DCE3E591C88EE6706742A705E2AD1A62F1D3","50BE413BF9793B093269EEC0FA8C94B5F4B98FE4941513237683DD2213A4FF11","53A6100983C6F7B48B420B719574029C4B214A3AC908AF9AB25C8E8D22E43E88","930952","2026-07-19T15:57:14.9045223Z","Exact portable report identity sidecar and report/config hashes verified."
"34","tltri_buffer10","older_2015_2018","tltri_buffer10_older_2015_2018_m1","REPORT_FOUND","C7B0FF563FA16E44C0429F3D36B39C99931115F25A490204F76C12014B85C157","409286458AF0739089CE5436E6E8DCE3E591C88EE6706742A705E2AD1A62F1D3","50BE413BF9793B093269EEC0FA8C94B5F4B98FE4941513237683DD2213A4FF11","D61F190D6387C8F2D76D336175B2F05564C7CE05B6FE8E5095DAE233074C739D","875286","2026-07-19T15:57:34.1480648Z","Exact portable report identity sidecar and report/config hashes verified."
"35","tltri_buffer10","discovery_2019_2020","tltri_buffer10_discovery_2019_2020_m1","REPORT_FOUND","46099912893F9CA07951946AAE35965350D268C8F3E7F34B7F09FE8AE232C90A","409286458AF0739089CE5436E6E8DCE3E591C88EE6706742A705E2AD1A62F1D3","50BE413BF9793B093269EEC0FA8C94B5F4B98FE4941513237683DD2213A4FF11","845AD7CB47E7CEEC4E882871A0F8BB4F149146F1927C85CFEE12A865D761EECD","476100","2026-07-19T15:57:51.4781599Z","Exact portable report identity sidecar and report/config hashes verified."
"36","tltri_buffer10","continuous_2015_2020","tltri_buffer10_continuous_2015_2020_m1","REPORT_FOUND","6C418A7B0652BCDF27DDE095FAE5C10D14F50F58FF5650AFAEDCBCCDE8598EA2","409286458AF0739089CE5436E6E8DCE3E591C88EE6706742A705E2AD1A62F1D3","50BE413BF9793B093269EEC0FA8C94B5F4B98FE4941513237683DD2213A4FF11","D1E57957D93B97A33641600FA9984EC1C79255316BEA24863830E20ACD04A961","1116346","2026-07-19T15:58:12.8536895Z","Exact portable report identity sidecar and report/config hashes verified."
"37","tltri_tp150","older_2015_2018","tltri_tp150_older_2015_2018_m1","REPORT_FOUND","6AFF68AC2DB71C5F68478A922219C0AEAE242DBBB064ED91A1B2DBE54D7C2EFD","409286458AF0739089CE5436E6E8DCE3E591C88EE6706742A705E2AD1A62F1D3","50BE413BF9793B093269EEC0FA8C94B5F4B98FE4941513237683DD2213A4FF11","41B743A4DEE675F1AE5227CD3D29E132467D14397E090CD1954A282DB7B4B7D9","944890","2026-07-19T15:58:31.4716409Z","Exact portable report identity sidecar and report/config hashes verified."
"38","tltri_tp150","discovery_2019_2020","tltri_tp150_discovery_2019_2020_m1","REPORT_FOUND","347D9E7C1237B42803A7C1A3AAD5188DD2A46C25756FB26A71E7FD17C97FC018","409286458AF0739089CE5436E6E8DCE3E591C88EE6706742A705E2AD1A62F1D3","50BE413BF9793B093269EEC0FA8C94B5F4B98FE4941513237683DD2213A4FF11","FC4D63ADD2DCBD70F7830F763D5CEBCB8B7D6908F49CB6177D57C62A80B1043D","492100","2026-07-19T15:58:50.1579200Z","Exact portable report identity sidecar and report/config hashes verified."
"39","tltri_tp150","continuous_2015_2020","tltri_tp150_continuous_2015_2020_m1","REPORT_FOUND","1E8089BF55DB5B483623F1D3EC0EC27977001A1FB5601FB55C09502E01FC04B2","409286458AF0739089CE5436E6E8DCE3E591C88EE6706742A705E2AD1A62F1D3","50BE413BF9793B093269EEC0FA8C94B5F4B98FE4941513237683DD2213A4FF11","DD13820A2696E28F28CFB7D8E5F815B80250EE3A2323F075833AB897919FE77C","1174372","2026-07-19T15:59:10.6739553Z","Exact portable report identity sidecar and report/config hashes verified."
"40","tltri_tp200","older_2015_2018","tltri_tp200_older_2015_2018_m1","REPORT_FOUND","CE0613C0980CB38A533C6B005578456A6DF9443B7C1ABE2E9851F4AE9613264E","409286458AF0739089CE5436E6E8DCE3E591C88EE6706742A705E2AD1A62F1D3","50BE413BF9793B093269EEC0FA8C94B5F4B98FE4941513237683DD2213A4FF11","5B46367A30486FD8081948EAFC0AA27B4E167CAE795E360F98B36674A3872CA4","944684","2026-07-19T15:59:30.6576052Z","Exact portable report identity sidecar and report/config hashes verified."
"41","tltri_tp200","discovery_2019_2020","tltri_tp200_discovery_2019_2020_m1","REPORT_FOUND","54CF3AA278CC4B9AC68B0D878C231E9B66C2D25C40E25C7C285FD092D4B85C0B","409286458AF0739089CE5436E6E8DCE3E591C88EE6706742A705E2AD1A62F1D3","50BE413BF9793B093269EEC0FA8C94B5F4B98FE4941513237683DD2213A4FF11","409046329DD1051D1756B4BCEE2CF9FA64EB71BF50D15A53F68CA4582B571E3E","492170","2026-07-19T15:59:49.5775567Z","Exact portable report identity sidecar and report/config hashes verified."
"42","tltri_tp200","continuous_2015_2020","tltri_tp200_continuous_2015_2020_m1","REPORT_FOUND","4CEAF566A70C69F40C4ED18489588DD1CB23079FF6586235953E1E0A2A4DD1F7","409286458AF0739089CE5436E6E8DCE3E591C88EE6706742A705E2AD1A62F1D3","50BE413BF9793B093269EEC0FA8C94B5F4B98FE4941513237683DD2213A4FF11","E49F9CC45F98DED43164A9D3A8F07B69C14A36179706E7C6345EDC66B7C2018A","1398252","2026-07-19T16:00:09.3978594Z","Exact portable report identity sidecar and report/config hashes verified."
"43","tltri_start8","older_2015_2018","tltri_start8_older_2015_2018_m1","REPORT_FOUND","C3E50FEE04656313D3FBE38AF3CDCD9D61C99310E5473B57FFC2CBB8F3B3AC4E","409286458AF0739089CE5436E6E8DCE3E591C88EE6706742A705E2AD1A62F1D3","50BE413BF9793B093269EEC0FA8C94B5F4B98FE4941513237683DD2213A4FF11","120AAADDC6EDC6CC37BB9ECD6EAE9364BE90242FDE0D8D59A7866ED6D94CB234","849842","2026-07-19T16:00:28.4334500Z","Exact portable report identity sidecar and report/config hashes verified."
"44","tltri_start8","discovery_2019_2020","tltri_start8_discovery_2019_2020_m1","REPORT_FOUND","92C3D959EA5752CF207F807DF789CED92EB51F9754E4C6A68FB58609CB5D652A","409286458AF0739089CE5436E6E8DCE3E591C88EE6706742A705E2AD1A62F1D3","50BE413BF9793B093269EEC0FA8C94B5F4B98FE4941513237683DD2213A4FF11","40FADB0EC6F5204FA681725B6EC53797CB5B09162F9F7B745EC986AFF32B8321","433828","2026-07-19T16:00:46.2869066Z","Exact portable report identity sidecar and report/config hashes verified."
"45","tltri_start8","continuous_2015_2020","tltri_start8_continuous_2015_2020_m1","REPORT_FOUND","D3E4623A5F42FDD11FBF05F4BBFBF32ED93B5194259825DC4EAFEE5D851405C8","409286458AF0739089CE5436E6E8DCE3E591C88EE6706742A705E2AD1A62F1D3","50BE413BF9793B093269EEC0FA8C94B5F4B98FE4941513237683DD2213A4FF11","ABA28D77524F6C4FCE11EF79E397CBB407808C31B31EF73B9382516D1A35AD2C","1244766","2026-07-19T16:01:07.5724650Z","Exact portable report identity sidecar and report/config hashes verified."
