"QueueRank","Candidate","Phase","PhaseLabel","Window","Model","Deposit","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"11","m15tpb_pb2","discovery_model1","Independent M15 trend-pullback continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\011_m15tpb_pb2_discovery_2019_2020_m1.ini","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\011_m15tpb_pb2_discovery_2019_2020_m1.ini","m15tpb_pb2_discovery_2019_2020_m1","outputs\independent_m15_trend_pullback_discovery_model1_package\reports_here\m15tpb_pb2_discovery_2019_2020_m1","8AAD820D5DCDAD41C944BC35546D0B1BC0D09AE960705611F294EA0545A7D8F6","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 120 continuous trades, DD at or below 5%, and support from an adjacent EMA/pullback/ADX/payoff shape before opening 2021-2026."
"12","m15tpb_pb2","discovery_model1","Independent M15 trend-pullback continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\012_m15tpb_pb2_continuous_2015_2020_m1.ini","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\012_m15tpb_pb2_continuous_2015_2020_m1.ini","m15tpb_pb2_continuous_2015_2020_m1","outputs\independent_m15_trend_pullback_discovery_model1_package\reports_here\m15tpb_pb2_continuous_2015_2020_m1","8AAD820D5DCDAD41C944BC35546D0B1BC0D09AE960705611F294EA0545A7D8F6","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 120 continuous trades, DD at or below 5%, and support from an adjacent EMA/pullback/ADX/payoff shape before opening 2021-2026."
"13","m15tpb_pb4","discovery_model1","Independent M15 trend-pullback continuation discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\013_m15tpb_pb4_older_2015_2018_m1.ini","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\013_m15tpb_pb4_older_2015_2018_m1.ini","m15tpb_pb4_older_2015_2018_m1","outputs\independent_m15_trend_pullback_discovery_model1_package\reports_here\m15tpb_pb4_older_2015_2018_m1","1F6D095C77E357F6774814324A19E174DE29EC1F41B4835AC32178331C73EA97","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 120 continuous trades, DD at or below 5%, and support from an adjacent EMA/pullback/ADX/payoff shape before opening 2021-2026."
"14","m15tpb_pb4","discovery_model1","Independent M15 trend-pullback continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\014_m15tpb_pb4_discovery_2019_2020_m1.ini","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\014_m15tpb_pb4_discovery_2019_2020_m1.ini","m15tpb_pb4_discovery_2019_2020_m1","outputs\independent_m15_trend_pullback_discovery_model1_package\reports_here\m15tpb_pb4_discovery_2019_2020_m1","1F6D095C77E357F6774814324A19E174DE29EC1F41B4835AC32178331C73EA97","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 120 continuous trades, DD at or below 5%, and support from an adjacent EMA/pullback/ADX/payoff shape before opening 2021-2026."
"15","m15tpb_pb4","discovery_model1","Independent M15 trend-pullback continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\015_m15tpb_pb4_continuous_2015_2020_m1.ini","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\015_m15tpb_pb4_continuous_2015_2020_m1.ini","m15tpb_pb4_continuous_2015_2020_m1","outputs\independent_m15_trend_pullback_discovery_model1_package\reports_here\m15tpb_pb4_continuous_2015_2020_m1","1F6D095C77E357F6774814324A19E174DE29EC1F41B4835AC32178331C73EA97","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 120 continuous trades, DD at or below 5%, and support from an adjacent EMA/pullback/ADX/payoff shape before opening 2021-2026."
"16","m15tpb_adx14","discovery_model1","Independent M15 trend-pullback continuation discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\016_m15tpb_adx14_older_2015_2018_m1.ini","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\016_m15tpb_adx14_older_2015_2018_m1.ini","m15tpb_adx14_older_2015_2018_m1","outputs\independent_m15_trend_pullback_discovery_model1_package\reports_here\m15tpb_adx14_older_2015_2018_m1","4329F48015B60EC7609D233DF00DB15C94F69EB1E56D9E829EC8E8FB04F1DC84","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 120 continuous trades, DD at or below 5%, and support from an adjacent EMA/pullback/ADX/payoff shape before opening 2021-2026."
"17","m15tpb_adx14","discovery_model1","Independent M15 trend-pullback continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\017_m15tpb_adx14_discovery_2019_2020_m1.ini","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\017_m15tpb_adx14_discovery_2019_2020_m1.ini","m15tpb_adx14_discovery_2019_2020_m1","outputs\independent_m15_trend_pullback_discovery_model1_package\reports_here\m15tpb_adx14_discovery_2019_2020_m1","4329F48015B60EC7609D233DF00DB15C94F69EB1E56D9E829EC8E8FB04F1DC84","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 120 continuous trades, DD at or below 5%, and support from an adjacent EMA/pullback/ADX/payoff shape before opening 2021-2026."
"18","m15tpb_adx14","discovery_model1","Independent M15 trend-pullback continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\018_m15tpb_adx14_continuous_2015_2020_m1.ini","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\018_m15tpb_adx14_continuous_2015_2020_m1.ini","m15tpb_adx14_continuous_2015_2020_m1","outputs\independent_m15_trend_pullback_discovery_model1_package\reports_here\m15tpb_adx14_continuous_2015_2020_m1","4329F48015B60EC7609D233DF00DB15C94F69EB1E56D9E829EC8E8FB04F1DC84","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 120 continuous trades, DD at or below 5%, and support from an adjacent EMA/pullback/ADX/payoff shape before opening 2021-2026."
"19","m15tpb_adx22","discovery_model1","Independent M15 trend-pullback continuation discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\019_m15tpb_adx22_older_2015_2018_m1.ini","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\019_m15tpb_adx22_older_2015_2018_m1.ini","m15tpb_adx22_older_2015_2018_m1","outputs\independent_m15_trend_pullback_discovery_model1_package\reports_here\m15tpb_adx22_older_2015_2018_m1","D646F3A586F8B5FF321220A9EF7DEB2F8FF07A64D742946D20B3A5F671BEDB05","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 120 continuous trades, DD at or below 5%, and support from an adjacent EMA/pullback/ADX/payoff shape before opening 2021-2026."
"20","m15tpb_adx22","discovery_model1","Independent M15 trend-pullback continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\020_m15tpb_adx22_discovery_2019_2020_m1.ini","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\020_m15tpb_adx22_discovery_2019_2020_m1.ini","m15tpb_adx22_discovery_2019_2020_m1","outputs\independent_m15_trend_pullback_discovery_model1_package\reports_here\m15tpb_adx22_discovery_2019_2020_m1","D646F3A586F8B5FF321220A9EF7DEB2F8FF07A64D742946D20B3A5F671BEDB05","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 120 continuous trades, DD at or below 5%, and support from an adjacent EMA/pullback/ADX/payoff shape before opening 2021-2026."
"21","m15tpb_adx22","discovery_model1","Independent M15 trend-pullback continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\021_m15tpb_adx22_continuous_2015_2020_m1.ini","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\021_m15tpb_adx22_continuous_2015_2020_m1.ini","m15tpb_adx22_continuous_2015_2020_m1","outputs\independent_m15_trend_pullback_discovery_model1_package\reports_here\m15tpb_adx22_continuous_2015_2020_m1","D646F3A586F8B5FF321220A9EF7DEB2F8FF07A64D742946D20B3A5F671BEDB05","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 120 continuous trades, DD at or below 5%, and support from an adjacent EMA/pullback/ADX/payoff shape before opening 2021-2026."
"22","m15tpb_tp150","discovery_model1","Independent M15 trend-pullback continuation discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\022_m15tpb_tp150_older_2015_2018_m1.ini","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\022_m15tpb_tp150_older_2015_2018_m1.ini","m15tpb_tp150_older_2015_2018_m1","outputs\independent_m15_trend_pullback_discovery_model1_package\reports_here\m15tpb_tp150_older_2015_2018_m1","A439629A124426B59C23BAC61B3142724171D24F6E70548936F17EE2984E7CB9","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 120 continuous trades, DD at or below 5%, and support from an adjacent EMA/pullback/ADX/payoff shape before opening 2021-2026."
"23","m15tpb_tp150","discovery_model1","Independent M15 trend-pullback continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\023_m15tpb_tp150_discovery_2019_2020_m1.ini","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\023_m15tpb_tp150_discovery_2019_2020_m1.ini","m15tpb_tp150_discovery_2019_2020_m1","outputs\independent_m15_trend_pullback_discovery_model1_package\reports_here\m15tpb_tp150_discovery_2019_2020_m1","A439629A124426B59C23BAC61B3142724171D24F6E70548936F17EE2984E7CB9","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 120 continuous trades, DD at or below 5%, and support from an adjacent EMA/pullback/ADX/payoff shape before opening 2021-2026."
"24","m15tpb_tp150","discovery_model1","Independent M15 trend-pullback continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\024_m15tpb_tp150_continuous_2015_2020_m1.ini","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\024_m15tpb_tp150_continuous_2015_2020_m1.ini","m15tpb_tp150_continuous_2015_2020_m1","outputs\independent_m15_trend_pullback_discovery_model1_package\reports_here\m15tpb_tp150_continuous_2015_2020_m1","A439629A124426B59C23BAC61B3142724171D24F6E70548936F17EE2984E7CB9","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 120 continuous trades, DD at or below 5%, and support from an adjacent EMA/pullback/ADX/payoff shape before opening 2021-2026."
"25","m15tpb_tp200","discovery_model1","Independent M15 trend-pullback continuation discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\025_m15tpb_tp200_older_2015_2018_m1.ini","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\025_m15tpb_tp200_older_2015_2018_m1.ini","m15tpb_tp200_older_2015_2018_m1","outputs\independent_m15_trend_pullback_discovery_model1_package\reports_here\m15tpb_tp200_older_2015_2018_m1","5C5C7113BE0DE9D523F24B911CA43C2249AB777C2F8E510A9284AA4B35264A59","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 120 continuous trades, DD at or below 5%, and support from an adjacent EMA/pullback/ADX/payoff shape before opening 2021-2026."
"26","m15tpb_tp200","discovery_model1","Independent M15 trend-pullback continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\026_m15tpb_tp200_discovery_2019_2020_m1.ini","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\026_m15tpb_tp200_discovery_2019_2020_m1.ini","m15tpb_tp200_discovery_2019_2020_m1","outputs\independent_m15_trend_pullback_discovery_model1_package\reports_here\m15tpb_tp200_discovery_2019_2020_m1","5C5C7113BE0DE9D523F24B911CA43C2249AB777C2F8E510A9284AA4B35264A59","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 120 continuous trades, DD at or below 5%, and support from an adjacent EMA/pullback/ADX/payoff shape before opening 2021-2026."
"27","m15tpb_tp200","discovery_model1","Independent M15 trend-pullback continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\027_m15tpb_tp200_continuous_2015_2020_m1.ini","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\027_m15tpb_tp200_continuous_2015_2020_m1.ini","m15tpb_tp200_continuous_2015_2020_m1","outputs\independent_m15_trend_pullback_discovery_model1_package\reports_here\m15tpb_tp200_continuous_2015_2020_m1","5C5C7113BE0DE9D523F24B911CA43C2249AB777C2F8E510A9284AA4B35264A59","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 120 continuous trades, DD at or below 5%, and support from an adjacent EMA/pullback/ADX/payoff shape before opening 2021-2026."
"28","m15tpb_volume105","discovery_model1","Independent M15 trend-pullback continuation discovery Model1","older_2015_2018","1","10000","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\028_m15tpb_volume105_older_2015_2018_m1.ini","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\028_m15tpb_volume105_older_2015_2018_m1.ini","m15tpb_volume105_older_2015_2018_m1","outputs\independent_m15_trend_pullback_discovery_model1_package\reports_here\m15tpb_volume105_older_2015_2018_m1","EC07484C134CA5CF9A44B0B4D7707468834750046ABB0A670D4C8EA2289B2D18","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 120 continuous trades, DD at or below 5%, and support from an adjacent EMA/pullback/ADX/payoff shape before opening 2021-2026."
"29","m15tpb_volume105","discovery_model1","Independent M15 trend-pullback continuation discovery Model1","discovery_2019_2020","1","10000","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\029_m15tpb_volume105_discovery_2019_2020_m1.ini","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\029_m15tpb_volume105_discovery_2019_2020_m1.ini","m15tpb_volume105_discovery_2019_2020_m1","outputs\independent_m15_trend_pullback_discovery_model1_package\reports_here\m15tpb_volume105_discovery_2019_2020_m1","EC07484C134CA5CF9A44B0B4D7707468834750046ABB0A670D4C8EA2289B2D18","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 120 continuous trades, DD at or below 5%, and support from an adjacent EMA/pullback/ADX/payoff shape before opening 2021-2026."
"30","m15tpb_volume105","discovery_model1","Independent M15 trend-pullback continuation discovery Model1","continuous_2015_2020","1","10000","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\030_m15tpb_volume105_continuous_2015_2020_m1.ini","outputs\independent_m15_trend_pullback_discovery_model1_package\configs\030_m15tpb_volume105_continuous_2015_2020_m1.ini","m15tpb_volume105_continuous_2015_2020_m1","outputs\independent_m15_trend_pullback_discovery_model1_package\reports_here\m15tpb_volume105_continuous_2015_2020_m1","EC07484C134CA5CF9A44B0B4D7707468834750046ABB0A670D4C8EA2289B2D18","Discovery only: require both disjoint eras positive, continuous PF at least 1.20, at least 120 continuous trades, DD at or below 5%, and support from an adjacent EMA/pullback/ADX/payoff shape before opening 2021-2026."
