EntryTime,Lane,Volume,EntryBalance,InitialRiskMoney,LaneRiskPercent,LaneCapPercent,OpenPositionsAfterEntry,PortfolioInitialRiskPercent,PortfolioCapPercent,LanePass,PortfolioPass,EntryComment
2023-07-13T06:00:00,momentum,0.04,11547.30,17.04,0.1476,0.15,1,0.1476,0.75,True,True,MTSM_BUY
2023-07-13T10:00:00,momentum,0.02,11530.22,16.18,0.1403,0.15,1,0.1403,0.75,True,True,MTSM_BUY
2023-07-21T19:00:00,reversion,0.1,11514.02,41.80,0.3630,0.45,1,0.3630,0.75,True,True,RRO;Band VWAP reversion;Lower
2023-07-26T10:00:00,momentum,0.02,11470.86,15.22,0.1327,0.15,1,0.1327,0.75,True,True,MTSM_BUY
2023-08-22T11:00:00,momentum,0.02,11464.82,16.10,0.1404,0.15,1,0.1404,0.75,True,True,MTSM_BUY
2023-08-28T17:00:00,momentum,0.03,11456.52,16.89,0.1474,0.15,1,0.1474,0.75,True,True,MTSM_BUY
2023-08-30T15:00:00,momentum,0.03,11458.17,13.29,0.1160,0.15,1,0.1160,0.75,True,True,MTSM_BUY
2023-09-06T22:00:00,reversion,0.1,11484.78,30.30,0.2638,0.45,1,0.2638,0.75,True,True,RRO;Band VWAP reversion;Lower
2023-09-14T16:00:00,momentum,0.02,11574.14,12.24,0.1058,0.15,1,0.1058,0.75,True,True,MTSM_SELL
2023-09-21T12:00:00,momentum,0.02,11561.88,15.68,0.1356,0.15,1,0.1356,0.75,True,True,MTSM_SELL
2023-09-25T09:00:00,momentum,0.04,11564.91,15.32,0.1325,0.15,1,0.1325,0.75,True,True,MTSM_SELL
2023-09-26T06:00:00,momentum,0.05,11549.59,17.25,0.1494,0.15,1,0.1494,0.75,True,True,MTSM_SELL
2023-09-27T08:00:00,momentum,0.02,11584.09,13.04,0.1126,0.15,1,0.1126,0.75,True,True,MTSM_SELL
2023-10-02T08:00:00,momentum,0.02,11610.39,13.56,0.1168,0.15,1,0.1168,0.75,True,True,MTSM_SELL
2023-10-05T16:00:00,adaptive_trend,0.01,11637.49,15.87,0.1364,0.15,1,0.1364,0.75,True,True,ATB_H4_SELL
2023-11-01T06:00:00,momentum,0.01,11621.57,8.74,0.0752,0.15,1,0.0752,0.75,True,True,MTSM_SELL
2023-11-06T18:00:00,momentum,0.02,11616.08,16.74,0.1441,0.15,1,0.1441,0.75,True,True,MTSM_SELL
2023-11-13T17:00:00,momentum,0.02,11649.51,14.56,0.1250,0.15,1,0.1250,0.75,True,True,MTSM_SELL
2023-11-17T11:00:00,momentum,0.02,11634.95,12.94,0.1112,0.15,1,0.1112,0.75,True,True,MTSM_BUY
