"Year","EntryTime","Side","Profit","RiskR","channel_width_atr","breakout_atr","h1_efficiency","d1_efficiency","d1_momentum_pct","atr_pct","body_ratio","close_location","range_atr","volume_ratio","stop_atr"
"2016","2016-07-01T17:00:00","buy","0.57","0.064626","5.800716","0.434622","0.527482","0.182019","22.587587","0.302276","0.638554","0.771084","1.844672","1.635442","2.179269"
"2016","2016-07-27T16:00:00","buy","29.37","1.997959","2.629942","0.510884","0.228991","0.148192","18.086924","0.170177","0.716129","0.741935","2.065749","1.687316","2.174633"
"2016","2016-07-28T11:00:00","buy","-12.7","-1","6.828555","0.111176","0.604366","0.1537","18.707516","0.254562","0.956954","0.956954","0.883558","1.404678","1.858338"
"2016","2016-08-10T16:00:00","buy","-12.2","-1.001642","6.770066","0.438154","0.686066","0.077972","8.264076","0.190151","0.820639","0.867322","1.578131","1.73792","2.360566"
"2016","2016-08-16T09:00:00","buy","30.12","2","4.169296","0.174494","0.316692","0.086142","8.820542","0.199904","0.737313","0.8","1.243735","1.170884","1.863505"
"2016","2016-08-26T13:00:00","buy","29.2","2.006873","5.357654","0.386266","0.720477","0.073367","7.298814","0.105433","0.75","0.888158","1.087268","0.826131","2.081402"
"2016","2016-09-20T10:00:00","buy","-13.62","-1","2.90363","0.262829","0.230503","0.085066","7.894867","0.12133","0.839506","0.981481","1.013767","1.114582","1.420401"
"2016","2016-09-21T15:00:00","buy","13.98","1.1184","5.481343","0.514925","0.387324","0.08298","7.657163","0.20244","0.94359","0.994872","1.455224","1.003792","2.331343"
"2016","2016-09-22T16:00:00","buy","-5.09","-0.447276","5.389687","0.429417","0.364234","0.084345","7.672964","0.221173","0.517304","0.837887","1.856298","1.9846","1.922485"
"2016","2016-09-30T11:00:00","buy","-10.34","-1.003883","3.253033","0.168806","0.218661","0.090636","8.049721","0.214495","0.841727","0.985612","0.977668","1.360406","1.812678"
"2016","2016-10-13T06:00:00","buy","-4.78","-0.354074","3.174548","0.125174","0.160566","0.004688","0.402332","0.228403","0.795148","0.795148","1.289986","1.690622","2.346175"
"2016","2016-10-18T10:00:00","buy","-9.3","-0.641822","3.872715","0.51907","0.541639","0.020945","1.80007","0.175566","0.819957","0.906725","2.080794","1.575649","2.180794"
"2016","2016-11-02T07:00:00","buy","23.84","2","4.763271","0.286944","0.472371","0.024765","1.975315","0.215689","0.821277","0.868085","0.842898","0.760852","2.137303"
"2016","2016-12-12T11:00:00","sell","-13.04","-1","4.661319","0.540701","0.338163","0.118495","9.415445","0.292048","0.67234","0.7","1.396316","1.373607","1.936007"
"2016","2016-12-15T19:00:00","sell","-7.8","-0.83691","8.35589","0.320113","0.542943","0.125841","9.804448","0.377903","0.497925","0.665975","1.134518","0.924081","2.194857"
"2016","2016-12-20T07:00:00","sell","27.12","2","2.430192","0.514834","0.235237","0.188142","13.468423","0.201853","0.878412","0.930521","1.75829","1.013633","1.971728"
"2016","2016-12-22T08:00:00","sell","-13.96","-1.008671","4.223129","0.059864","0.275542","0.194703","13.75142","0.162734","0.431373","0.745098","1.110204","1.088695","1.885034"
"2017","2017-01-25T06:00:00","sell","26.85","1.997768","4.704641","0.421941","0.337214","0.144083","9.484618","0.196596","0.754579","0.846154","1.151899","0.762384","1.88903"
"2017","2017-01-26T12:00:00","sell","2.01","0.14693","4.563274","0.191313","0.354783","0.173692","11.213743","0.267355","0.761035","0.847793","2.06053","1.11056","2.144849"
"2017","2017-02-10T10:00:00","sell","-12.48","-1","6.642815","0.077519","0.666554","0.126003","8.33856","0.274491","0.654088","0.91195","0.948122","1.309223","1.238939"
"2017","2017-02-13T16:00:00","sell","-7.11","-0.590532","3.780337","1.028383","0.412853","0.1273","8.369913","0.198392","0.746862","0.811715","1.966269","1.968504","2.477622"
"2017","2017-03-01T15:00:00","sell","-9.78","-0.917448","4.889231","0.055385","0.46802","0.073024","4.946151","0.261622","0.412121","0.433333","1.015385","0.916338","1.638462"
"2017","2017-03-03T08:00:00","sell","1.17","0.101036","5.03283","0.114905","0.468379","0.103889","6.98216","0.247526","0.871465","0.886889","1.277085","0.637552","1.268746"
"2017","2017-03-07T12:00:00","sell","24.76","2.003236","5.158573","0.332012","0.400848","0.137072","8.890938","0.164958","0.509804","0.537255","1.263627","1.131741","1.532111"
"2017","2017-03-08T10:00:00","sell","29.11","1.972222","5.063927","0.219178","0.479744","0.139411","9.115239","0.180449","0.943284","0.967164","1.52968","1.269886","2.246119"
"2017","2017-03-10T07:00:00","sell","-13.12","-1.006135","4.899806","0.180995","0.457767","0.144507","9.578267","0.193839","0.59009","0.851351","0.95669","0.645577","1.405753"
"2017","2017-03-14T09:00:00","sell","-14","-1","4.840547","0.062642","0.407801","0.135789","8.947185","0.146138","0.974684","0.974684","0.899772","0.747818","1.990661"
"2017","2017-03-24T08:00:00","sell","-13.26","-1.004545","4.023313","0.063922","0.16258","0.104182","6.913279","0.21407","0.703883","0.830097","0.774582","0.562822","0.8257"
"2017","2017-03-28T10:00:00","sell","-13.08","-1","4.407216","0.350515","0.391979","0.076559","5.098867","0.154984","0.689516","0.75","1.278351","1.23279","1.687629"
"2017","2017-03-30T16:00:00","sell","22.57","1.995579","3.759265","0.290543","0.294469","0.071489","4.773955","0.135164","0.535556","0.706667","2.668248","2.015243","2.234598"
"2017","2017-05-02T16:00:00","sell","-13.08","-1","6.190208","0.461452","0.481126","0.036261","2.419956","0.141831","0.72119","0.728625","1.513787","1.470314","1.838886"
"2017","2017-05-04T09:00:00","sell","1.11","0.091887","6.941972","0.12104","0.675656","0.073243","4.861581","0.227363","0.946921","0.968153","1.676753","0.786119","2.150552"
"2017","2017-05-17T13:00:00","buy","20.68","2","4.841424","0.3452","0.445629","0.01517","0.991174","0.186037","0.901887","0.901887","1.143474","0.762987","2.231607"
"2017","2017-06-14T06:00:00","buy","-10.2","-0.706371","4.891005","0.130293","0.143381","0.151644","10.789718","0.157234","0.485294","0.573529","1.0223","0.819962","1.808845"
"2017","2017-07-21T15:00:00","buy","25.2","2.007968","7.097592","0.158428","0.262799","0.046632","2.974344","0.126355","0.375","0.777344","1.622307","1.087729","1.589227"
"2017","2017-08-09T11:00:00","buy","25.29","1.99763","5.491431","0.290311","0.131829","0.036932","2.193438","0.225479","0.613971","0.613971","0.951382","1.325686","1.474607"
"2017","2017-08-10T14:00:00","buy","27.22","1.966763","4.530903","0.115607","0.510625","0.070444","4.259713","0.175602","0.629213","0.82397","1.187194","0.734247","1.54064"
"2017","2017-08-21T17:00:00","buy","-6.35","-0.562943","4.240772","0.465604","0.236489","0.061406","3.811871","0.184559","0.630088","0.654867","2.369966","2.135687","2.365101"
"2017","2017-08-28T09:00:00","buy","27.06","1.995575","5.793038","0.072452","0.291974","0.055063","3.381283","0.245137","0.581081","0.77027","0.466215","0.505728","0.71112"
"2017","2017-09-04T10:00:00","buy","-12.09","-1.024576","5.470674","0.121806","0.583282","0.153499","9.674188","0.282361","0.809061","0.847896","0.818218","1.111685","1.561671"
"2017","2017-09-08T06:00:00","buy","-1.9","-0.175601","4.937463","0.45265","0.438781","0.193355","12.586047","0.248364","0.652259","0.689587","1.515783","1.115877","1.609827"
"2017","2017-09-19T17:00:00","buy","-12.15","-1.002475","2.519569","0.259295","0.187084","0.078287","4.963987","0.156002","0.724806","0.879845","1.262231","1.820599","1.978669"
"2017","2017-09-20T09:00:00","buy","-8.01","-0.593333","4.125395","0.40569","0.289428","0.082366","5.244988","0.144482","0.675824","0.906593","0.958904","0.936273","2.370811"
"2017","2017-09-26T07:00:00","buy","-11.4","-1.001757","6.734467","0.371842","0.620639","0.082579","5.376258","0.239633","0.793413","0.847305","1.061497","0.566612","1.809836"
"2017","2017-10-04T09:00:00","buy","29.28","2","4.589292","0.199534","0.502431","0.020529","1.374472","0.117793","0.759494","0.803797","1.050881","0.929505","1.623113"
"2017","2017-10-12T07:00:00","buy","-3.81","-0.330729","4.186456","0.378188","0.266667","0.001825","0.117848","0.175616","0.657534","0.794521","0.963061","1.052403","1.687511"
"2017","2017-10-13T10:00:00","buy","-13.75","-1","3.836137","0.113945","0.166952","0.017142","1.104648","0.142119","0.277966","0.498305","1.600651","1.53351","1.494466"
"2017","2017-10-16T11:00:00","buy","-12.57","-1.002392","5.735864","0.114309","0.409609","0.026284","1.706687","0.18768","0.577358","0.803774","1.081853","1.214089","1.708492"
"2017","2017-10-26T09:00:00","buy","-13.4","-1","4.423457","0.122996","0.530532","0.024807","1.639944","0.177681","0.483333","0.616667","1.317812","0.798301","1.470525"
"2017","2017-11-15T11:00:00","buy","-12.12","-1","5.432467","0.072433","0.433494","0.025263","1.605441","0.182824","0.538117","0.632287","0.950149","1.757515","1.723349"
"2017","2017-11-17T17:00:00","buy","26.58","2.013636","4.074787","0.379434","0.308207","0.025373","1.587024","0.141488","0.447205","0.481366","1.77069","2.502064","2.420594"
"2017","2017-11-30T11:00:00","sell","26.67","2.002252","5.554413","0.538984","0.555037","0.013324","0.825399","0.189855","0.935622","0.957082","0.95865","1.209313","1.828039"
"2017","2017-12-07T08:00:00","sell","29.56","2.00271","3.994674","0.623169","0.44665","0.003909","0.247974","0.148954","0.769697","0.89697","1.757656","0.710934","1.964181"
"2017","2017-12-12T17:00:00","sell","-11.44","-0.756614","4.023099","0.064164","0.302133","0.014533","0.944646","0.125637","0.419178","0.509589","2.341996","2.922212","2.422746"
"2017","2017-12-15T13:00:00","buy","-8.1","-0.604027","3.79675","0.247614","0.237527","0.00785","0.515216","0.154071","0.676923","0.964103","1.005932","0.830502","2.307893"
"2017","2017-12-20T13:00:00","buy","-14.15","-1","3.877759","0.142615","0.337851","0.021563","1.393555","0.1164","0.264045","0.398876","1.208829","0.970194","1.920034"
"2017","2017-12-29T11:00:00","buy","27.48","2","5.763359","0.152672","0.349374","0.089404","5.842829","0.101055","0.697297","0.745946","1.412214","1.467354","1.748855"
"2018","2018-01-02T16:00:00","buy","0.94","0.068413","7.137412","0.429288","0.585791","0.094196","6.171189","0.189715","0.740891","0.817814","0.990973","1.415269","1.837212"
"2018","2018-01-11T16:00:00","buy","27.46","1.972701","2.477196","0.057609","0.209277","0.108069","7.143497","0.157706","0.419825","0.472303","1.646663","2.697013","2.22674"
"2018","2018-01-12T12:00:00","buy","-14.73","-1","5.543767","0.25641","0.511889","0.109111","7.192711","0.169976","0.433566","0.468531","1.264368","1.410931","2.168966"
"2018","2018-01-15T07:00:00","buy","-7.49","-0.549927","6.4887","0.189977","0.460465","0.117155","7.740554","0.227417","0.738318","0.864486","0.70095","0.562526","2.229053"
"2018","2018-01-19T10:00:00","buy","-0.47","-0.039496","2.82243","0.680374","0.204693","0.087364","5.714126","0.200406","0.705882","0.879902","1.525234","1.144359","2.223364"
"2018","2018-01-24T09:00:00","buy","23.76","2.010152","5.231138","0.536527","0.388952","0.10134","6.570938","0.155403","0.581197","0.918803","1.120958","1.093802","1.886826"
"2018","2018-02-13T08:00:00","buy","-1.26","-0.12426","3.89709","0.063264","0.241736","0.048018","3.100352","0.17876","0.081761","0.27044","1.341206","1.034348","2.137115"
"2018","2018-02-15T11:00:00","buy","-14.49","-1.002075","8.336061","0.20731","0.490998","0.07727","5.100341","0.33783","0.557632","0.806854","0.700491","0.965084","1.051446"
"2018","2018-02-16T07:00:00","buy","-5.18","-0.385991","3.221719","0.448869","0.152116","0.072852","4.760024","0.203324","0.527363","0.810945","1.455204","1.255514","2.427602"
"2018","2018-03-01T11:00:00","sell","1.41","0.100858","4.447409","0.391372","0.41791","0.00771","0.491473","0.171431","0.8","0.804651","0.956193","0.977662","2.07465"
"2018","2018-03-08T17:00:00","sell","8.41","0.572109","3.100068","0.059266","0.191046","0.025262","1.569277","0.165914","0.744444","0.931111","2.051516","2.311759","2.233576"
"2018","2018-03-21T15:00:00","buy","1","0.099206","5.04655","0.44402","0.437668","0.025316","1.536531","0.158834","0.841975","0.883951","1.933636","1.770834","2.40604"
"2018","2018-03-23T09:00:00","buy","4.29","0.317778","4.556439","1.205087","0.38467","0.023245","1.398938","0.234196","0.895954","0.94027","1.650238","0.975394","2.147695"
"2018","2018-03-26T17:00:00","buy","-3.73","-0.316102","3.001205","0.723182","0.10513","0.067904","4.151337","0.183998","0.875439","0.878947","2.290076","2.237481","2.369988"
"2018","2018-04-02T10:00:00","buy","28.86","2.004167","4.614994","0.076239","0.393103","0.06819","4.255872","0.147883","0.452055","0.936073","1.113088","0.64773","1.21817"
"2018","2018-04-11T10:00:00","buy","20.24","2","3.515863","0.873533","0.433042","0.05944","3.698541","0.17112","0.734328","0.814925","1.455889","1.162384","2.199087"
"2018","2018-05-11T12:00:00","buy","-3","-0.198413","3.414296","0.12954","0.235886","0.056173","3.563029","0.163366","0.764103","0.769231","0.902151","1.121671","2.329933"
"2018","2018-05-23T09:00:00","sell","-12.99","-1","2.802446","0.170168","0.170551","0.001168","0.071211","0.145719","0.827434","0.924779","1.201808","0.809395","2.301542"
"2018","2018-05-24T16:00:00","buy","27.68","2","4.281972","0.323887","0.352761","0.002852","0.174293","0.161673","0.625","0.627404","1.981424","1.528192","1.647988"
"2018","2018-06-07T16:00:00","buy","-13.05","-1.006944","3.519956","0.559867","0.089376","0.06504","3.955432","0.138622","0.429293","0.568182","2.195122","2.72678","2.3949"
"2018","2018-06-26T06:00:00","sell","24.33","2.002469","2.861827","0.285714","0.059389","0.028706","1.685302","0.168936","0.464832","0.767584","1.531616","0.882286","1.898595"
"2018","2018-06-27T06:00:00","sell","-8.02","-0.742593","4.449448","0.207161","0.391055","0.04825","2.811887","0.177042","0.458065","0.741935","0.698041","0.862995","2.432808"
"2018","2018-06-28T10:00:00","sell","-14.12","-1.002841","4.621397","0.068393","0.444636","0.067344","3.896234","0.163701","0.660661","0.807808","1.626771","1.195976","1.721886"
"2018","2018-07-11T15:00:00","sell","11.29","0.772758","3.904762","0.180451","0.256935","0.112797","6.145706","0.159767","0.642336","0.839416","1.373434","1.099363","2.440852"
"2018","2018-07-18T09:00:00","sell","-1.89","-0.134328","7.683249","0.552284","0.69375","0.139355","7.822416","0.201076","0.753994","0.875399","1.271066","0.884091","1.903046"
"2018","2018-07-24T08:00:00","sell","-12","-1","5.007188","0.550421","0.497479","0.169163","9.182478","0.1997","0.716931","0.740741","1.55268","0.615721","2.465989"
"2018","2018-08-02T15:00:00","sell","27.1","1.989721","3.402139","0.33325","0.138026","0.172976","9.220192","0.165566","0.577039","0.65861","1.646357","1.870877","2.258667"
"2018","2018-08-06T14:00:00","sell","0.73","0.056721","4.773036","0.71215","0.287923","0.14883","7.976242","0.152039","0.740625","0.753125","1.739603","1.4371","2.334303"
"2018","2018-08-13T11:00:00","sell","21.2","2","4.061038","1.078332","0.23527","0.20299","10.277453","0.204033","0.673267","0.811881","2.054934","1.453702","2.154934"
"2018","2018-08-15T12:00:00","sell","27.92","2","6.227758","0.122013","0.472795","0.221488","11.392057","0.165826","0.757848","0.986547","1.133706","1.24803","1.772598"
"2018","2018-08-23T11:00:00","sell","2.26","0.18555","4.851752","0.32345","0.388861","0.196958","10.316371","0.202811","0.279302","0.311721","1.662865","1.904479","1.684076"
"2018","2018-09-10T08:00:00","sell","-13.88","-1.00289","3.488876","0.133885","0.282618","0.177795","9.730966","0.212854","0.664894","0.664894","0.740303","0.33987","1.364028"
"2018","2018-09-28T10:00:00","sell","-11.85","-1.005089","7.00565","0.058757","0.580115","0.22374","11.304791","0.187229","0.9","0.935714","1.265537","1.483117","1.776836"
"2018","2018-10-08T11:00:00","sell","28.68","2.002793","4.51448","0.549404","0.38599","0.200315","9.897593","0.196671","0.856678","0.986971","1.307496","0.643387","1.526746"
"2018","2018-10-17T06:00:00","sell","-14.24","-1","4.069028","0.440509","0.160944","0.145227","7.574202","0.180133","0.781513","0.781513","1.080836","0.676839","1.616803"
"2018","2018-10-18T10:00:00","sell","-15.16","-1","3.77804","0.406139","0.341545","0.157993","8.157683","0.173485","0.531401","0.531401","1.955136","2.307885","1.790673"
"2018","2018-10-29T09:00:00","sell","29.71","1.992622","3.861868","0.249676","0.192608","0.118525","5.994559","0.250593","0.83427","0.851124","1.154345","0.474976","1.611025"
"2018","2018-10-31T06:00:00","sell","-0.3","-0.026786","3.98071","0.885577","0.402957","0.135878","6.941866","0.187331","0.595506","0.601124","2.341078","0.655337","2.454231"
"2018","2018-11-08T07:00:00","sell","-14.12","-1.002841","5.933658","0.092786","0.366563","0.097092","4.990045","0.176184","0.413534","0.458647","0.617026","0.252858","1.630967"
"2018","2018-11-09T06:00:00","sell","21.5","2.001862","2.890717","0.485703","0.300906","0.100752","5.200391","0.209549","0.819495","0.98917","1.084998","0.589441","2.101567"
"2018","2018-11-27T09:00:00","sell","-15.19","-1.00463","4.149545","0.080835","0.486679","0.102947","5.499238","0.121611","0.597403","0.606061","1.556079","0.697342","1.453991"
"2018","2018-11-30T13:00:00","sell","1.2","0.096463","3.827371","0.130608","0.27379","0.102538","5.549597","0.144115","0.38835","0.417476","1.16979","0.969924","1.763827"
"2018","2018-12-14T10:00:00","sell","-5.01","-0.414392","3.305187","0.591074","0.265597","0.036843","2.016473","0.133871","0.439024","0.631098","1.978287","0.693386","2.428106"
"2018","2018-12-28T09:00:00","buy","-12.24","-1.007407","3.500742","0.762873","0.348557","0.032036","1.813567","0.184232","0.751656","0.827815","1.279932","0.76404","1.714749"
