"Worker","QueueRank","Candidate","Window","Status","ReportPath","Evidence","PackageSourceSha256","PortableBinarySha256","PortableExpertRecompiled","Started","Finished"
"4","12","wgf_confirm000","continuous_2015_2020","REPORT_FOUND","outputs\independent_m15_weekend_gap_fade_discovery_model1_package\reports_here\wgf_confirm000_continuous_2015_2020_m1.htm","Portable worker exported and copied the full MT5 report.","0B0DB2770C3CF7170C248A94B829932166F9ADA42ACB3956B7FC4450993C8121","7D4F23FB8A3BBABFD5C11CA85BF447A52A417E7046CBF33C7E7AC92CCA41DC04","False","2026-07-17T21:55:32","2026-07-17T21:55:47"
"1","13","wgf_confirm030","older_2015_2018","REPORT_FOUND","outputs\independent_m15_weekend_gap_fade_discovery_model1_package\reports_here\wgf_confirm030_older_2015_2018_m1.htm","Portable worker exported and copied the full MT5 report.","0B0DB2770C3CF7170C248A94B829932166F9ADA42ACB3956B7FC4450993C8121","15BDA1093B032C5CAC0F4EE02DF626D501D03CABB3154BABDFB1F3C9DBCBFA02","False","2026-07-17T21:55:48","2026-07-17T21:56:02"
"2","14","wgf_confirm030","repair_2019_2020","REPORT_FOUND","outputs\independent_m15_weekend_gap_fade_discovery_model1_package\reports_here\wgf_confirm030_repair_2019_2020_m1.htm","Portable worker exported and copied the full MT5 report.","0B0DB2770C3CF7170C248A94B829932166F9ADA42ACB3956B7FC4450993C8121","FEEFEB8EB42A159206FE5A0CCB019EA68514DB6DE2CB3D6C7CE73A836E7ACE4C","False","2026-07-17T21:55:44","2026-07-17T21:55:58"
"3","15","wgf_confirm030","continuous_2015_2020","REPORT_FOUND","outputs\independent_m15_weekend_gap_fade_discovery_model1_package\reports_here\wgf_confirm030_continuous_2015_2020_m1.htm","Portable worker exported and copied the full MT5 report.","0B0DB2770C3CF7170C248A94B829932166F9ADA42ACB3956B7FC4450993C8121","7355C77BE45F3EE35A92B7B81CCC1D62B9F0B8D3A05AF6A33760921CFAAD45C6","False","2026-07-17T21:55:51","2026-07-17T21:56:07"
"4","16","wgf_maxgap035","older_2015_2018","REPORT_FOUND","outputs\independent_m15_weekend_gap_fade_discovery_model1_package\reports_here\wgf_maxgap035_older_2015_2018_m1.htm","Portable worker exported and copied the full MT5 report.","0B0DB2770C3CF7170C248A94B829932166F9ADA42ACB3956B7FC4450993C8121","7D4F23FB8A3BBABFD5C11CA85BF447A52A417E7046CBF33C7E7AC92CCA41DC04","False","2026-07-17T21:55:47","2026-07-17T21:56:00"
"1","17","wgf_maxgap035","repair_2019_2020","REPORT_FOUND","outputs\independent_m15_weekend_gap_fade_discovery_model1_package\reports_here\wgf_maxgap035_repair_2019_2020_m1.htm","Portable worker exported and copied the full MT5 report.","0B0DB2770C3CF7170C248A94B829932166F9ADA42ACB3956B7FC4450993C8121","15BDA1093B032C5CAC0F4EE02DF626D501D03CABB3154BABDFB1F3C9DBCBFA02","False","2026-07-17T21:56:02","2026-07-17T21:56:16"
"2","18","wgf_maxgap035","continuous_2015_2020","REPORT_FOUND","outputs\independent_m15_weekend_gap_fade_discovery_model1_package\reports_here\wgf_maxgap035_continuous_2015_2020_m1.htm","Portable worker exported and copied the full MT5 report.","0B0DB2770C3CF7170C248A94B829932166F9ADA42ACB3956B7FC4450993C8121","FEEFEB8EB42A159206FE5A0CCB019EA68514DB6DE2CB3D6C7CE73A836E7ACE4C","False","2026-07-17T21:55:58","2026-07-17T21:56:13"
"3","19","wgf_maxgap065","older_2015_2018","REPORT_FOUND","outputs\independent_m15_weekend_gap_fade_discovery_model1_package\reports_here\wgf_maxgap065_older_2015_2018_m1.htm","Portable worker exported and copied the full MT5 report.","0B0DB2770C3CF7170C248A94B829932166F9ADA42ACB3956B7FC4450993C8121","7355C77BE45F3EE35A92B7B81CCC1D62B9F0B8D3A05AF6A33760921CFAAD45C6","False","2026-07-17T21:56:07","2026-07-17T21:56:21"
"4","20","wgf_maxgap065","repair_2019_2020","REPORT_FOUND","outputs\independent_m15_weekend_gap_fade_discovery_model1_package\reports_here\wgf_maxgap065_repair_2019_2020_m1.htm","Portable worker exported and copied the full MT5 report.","0B0DB2770C3CF7170C248A94B829932166F9ADA42ACB3956B7FC4450993C8121","7D4F23FB8A3BBABFD5C11CA85BF447A52A417E7046CBF33C7E7AC92CCA41DC04","False","2026-07-17T21:56:00","2026-07-17T21:56:14"
"1","21","wgf_maxgap065","continuous_2015_2020","REPORT_FOUND","outputs\independent_m15_weekend_gap_fade_discovery_model1_package\reports_here\wgf_maxgap065_continuous_2015_2020_m1.htm","Portable worker exported and copied the full MT5 report.","0B0DB2770C3CF7170C248A94B829932166F9ADA42ACB3956B7FC4450993C8121","15BDA1093B032C5CAC0F4EE02DF626D501D03CABB3154BABDFB1F3C9DBCBFA02","False","2026-07-17T21:56:16","2026-07-17T21:56:28"
