"QueueRank","Candidate","Phase","PhaseLabel","Window","Role","Model","PackageConfig","SourceConfig","ExpectedReportName","ReportDestination","ProfileSha256","StopRule"
"11","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2025_full","profit_control","1","outputs\range_elite_dgf_lossblock_model1_package\configs\011_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2025_full_m1.ini","outputs\range_elite_dgf_lossblock_model1_package\configs\011_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2025_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2025_m1","outputs\range_elite_dgf_lossblock_model1_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2025_m1","BA8C99E7ACE32103F487CD15E03D1A1041DB28482B23057D07849009EF42A217","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"12","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2026_ytd","high_dd_recent","1","outputs\range_elite_dgf_lossblock_model1_package\configs\012_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2026_ytd_m1.ini","outputs\range_elite_dgf_lossblock_model1_package\configs\012_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2026_ytd_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2026ytd_m1","outputs\range_elite_dgf_lossblock_model1_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_2026ytd_m1","BA8C99E7ACE32103F487CD15E03D1A1041DB28482B23057D07849009EF42A217","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"13","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2019_full","red_year","1","outputs\range_elite_dgf_lossblock_model1_package\configs\013_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2019_full_m1.ini","outputs\range_elite_dgf_lossblock_model1_package\configs\013_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2019_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2019_m1","outputs\range_elite_dgf_lossblock_model1_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2019_m1","B3EB3B9CE7AC116A747FDC745D9208A0B5641AB1E37EFA518F6A592F3FFE86B3","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"14","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2021_full","red_year","1","outputs\range_elite_dgf_lossblock_model1_package\configs\014_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2021_full_m1.ini","outputs\range_elite_dgf_lossblock_model1_package\configs\014_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2021_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2021_m1","outputs\range_elite_dgf_lossblock_model1_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2021_m1","B3EB3B9CE7AC116A747FDC745D9208A0B5641AB1E37EFA518F6A592F3FFE86B3","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"15","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2023_full","red_year","1","outputs\range_elite_dgf_lossblock_model1_package\configs\015_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2023_full_m1.ini","outputs\range_elite_dgf_lossblock_model1_package\configs\015_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2023_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2023_m1","outputs\range_elite_dgf_lossblock_model1_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2023_m1","B3EB3B9CE7AC116A747FDC745D9208A0B5641AB1E37EFA518F6A592F3FFE86B3","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"16","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2024_full","profit_control","1","outputs\range_elite_dgf_lossblock_model1_package\configs\016_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2024_full_m1.ini","outputs\range_elite_dgf_lossblock_model1_package\configs\016_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2024_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2024_m1","outputs\range_elite_dgf_lossblock_model1_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2024_m1","B3EB3B9CE7AC116A747FDC745D9208A0B5641AB1E37EFA518F6A592F3FFE86B3","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"17","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2025_full","profit_control","1","outputs\range_elite_dgf_lossblock_model1_package\configs\017_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2025_full_m1.ini","outputs\range_elite_dgf_lossblock_model1_package\configs\017_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2025_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2025_m1","outputs\range_elite_dgf_lossblock_model1_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2025_m1","B3EB3B9CE7AC116A747FDC745D9208A0B5641AB1E37EFA518F6A592F3FFE86B3","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"18","re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2026_ytd","high_dd_recent","1","outputs\range_elite_dgf_lossblock_model1_package\configs\018_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2026_ytd_m1.ini","outputs\range_elite_dgf_lossblock_model1_package\configs\018_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2026_ytd_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2026ytd_m1","outputs\range_elite_dgf_lossblock_model1_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush50_dgflossblock_neg_2026ytd_m1","B3EB3B9CE7AC116A747FDC745D9208A0B5641AB1E37EFA518F6A592F3FFE86B3","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"19","re_may140_late15_dgf_liq_reject1_cush35_dgflossblock","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2019_full","red_year","1","outputs\range_elite_dgf_lossblock_model1_package\configs\019_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2019_full_m1.ini","outputs\range_elite_dgf_lossblock_model1_package\configs\019_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2019_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2019_m1","outputs\range_elite_dgf_lossblock_model1_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2019_m1","B0D45B828399439C15CEAE942769C902D2EE5EF09D9A679025575A42879D79E8","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"20","re_may140_late15_dgf_liq_reject1_cush35_dgflossblock","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2021_full","red_year","1","outputs\range_elite_dgf_lossblock_model1_package\configs\020_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2021_full_m1.ini","outputs\range_elite_dgf_lossblock_model1_package\configs\020_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2021_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2021_m1","outputs\range_elite_dgf_lossblock_model1_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2021_m1","B0D45B828399439C15CEAE942769C902D2EE5EF09D9A679025575A42879D79E8","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"21","re_may140_late15_dgf_liq_reject1_cush35_dgflossblock","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2023_full","red_year","1","outputs\range_elite_dgf_lossblock_model1_package\configs\021_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2023_full_m1.ini","outputs\range_elite_dgf_lossblock_model1_package\configs\021_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2023_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2023_m1","outputs\range_elite_dgf_lossblock_model1_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2023_m1","B0D45B828399439C15CEAE942769C902D2EE5EF09D9A679025575A42879D79E8","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"22","re_may140_late15_dgf_liq_reject1_cush35_dgflossblock","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2024_full","profit_control","1","outputs\range_elite_dgf_lossblock_model1_package\configs\022_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2024_full_m1.ini","outputs\range_elite_dgf_lossblock_model1_package\configs\022_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2024_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2024_m1","outputs\range_elite_dgf_lossblock_model1_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2024_m1","B0D45B828399439C15CEAE942769C902D2EE5EF09D9A679025575A42879D79E8","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"23","re_may140_late15_dgf_liq_reject1_cush35_dgflossblock","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2025_full","profit_control","1","outputs\range_elite_dgf_lossblock_model1_package\configs\023_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2025_full_m1.ini","outputs\range_elite_dgf_lossblock_model1_package\configs\023_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2025_full_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2025_m1","outputs\range_elite_dgf_lossblock_model1_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2025_m1","B0D45B828399439C15CEAE942769C902D2EE5EF09D9A679025575A42879D79E8","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
"24","re_may140_late15_dgf_liq_reject1_cush35_dgflossblock","phase4_range_elite_risk_shape_model1","Range-elite risk-shape probe","2026_ytd","high_dd_recent","1","outputs\range_elite_dgf_lossblock_model1_package\configs\024_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2026_ytd_m1.ini","outputs\range_elite_dgf_lossblock_model1_package\configs\024_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2026_ytd_m1.ini","re_risk_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2026ytd_m1","outputs\range_elite_dgf_lossblock_model1_package\reports_here\re_risk_re_may140_late15_dgf_liq_reject1_cush35_dgflossblock_2026ytd_m1","B0D45B828399439C15CEAE942769C902D2EE5EF09D9A679025575A42879D79E8","Reject if focused red years stay red, if 2026 drawdown stays excessive, or if 2024 profit engine collapses."
