"Rank","Priority","Phase","Profile","Set","Window","From","To","ExpectedReportName","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor"
"14","14","discovery_model1","dnrb_maxatr100","independent_d1_nr7_h1_breakout","discovery_2019_2020","2019.01.01","2020.12.31","dnrb_maxatr100_discovery_2019_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_maxatr100_discovery_2019_2020_m1.htm","10000","730","1.9986","-11.02","9988.98","-0.11","-0.06","-0.06","0","-3.67","-0.58","0","3","3","15.06","0.15","11.02","15.06","-0.7317"
"15","15","discovery_model1","dnrb_maxatr100","independent_d1_nr7_h1_breakout","continuous_2015_2020","2015.01.01","2020.12.31","dnrb_maxatr100_continuous_2015_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_maxatr100_continuous_2015_2020_m1.htm","10000","2191","5.9986","-17.3","9982.7","-0.17","-0.03","-0.03","0.43","-1.73","-1.08","20","10","3","33.59","0.34","18.45","33.59","-0.515"
"16","16","discovery_model1","dnrb_buffer000","independent_d1_nr7_h1_breakout","older_2015_2018","2015.01.01","2018.12.31","dnrb_buffer000_older_2015_2018_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_buffer000_older_2015_2018_m1.htm","10000","1460","3.9973","-4.78","9995.22","-0.05","-0.01","-0.01","0.75","-0.6","-0.2","37.5","8","3","32.09","0.32","18.45","32.09","-0.149"
"17","17","discovery_model1","dnrb_buffer000","independent_d1_nr7_h1_breakout","discovery_2019_2020","2019.01.01","2020.12.31","dnrb_buffer000_discovery_2019_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_buffer000_discovery_2019_2020_m1.htm","10000","730","1.9986","-10.68","9989.32","-0.11","-0.05","-0.05","0","-5.34","-0.15","0","2","2","13.98","0.14","10.68","13.98","-0.7639"
"18","18","discovery_model1","dnrb_buffer000","independent_d1_nr7_h1_breakout","continuous_2015_2020","2015.01.01","2020.12.31","dnrb_buffer000_continuous_2015_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_buffer000_continuous_2015_2020_m1.htm","10000","2191","5.9986","-15.46","9984.54","-0.15","-0.03","-0.03","0.49","-1.55","-0.96","30","10","3","32.09","0.32","18.45","32.09","-0.4818"
"19","19","discovery_model1","dnrb_buffer010","independent_d1_nr7_h1_breakout","older_2015_2018","2015.01.01","2018.12.31","dnrb_buffer010_older_2015_2018_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_buffer010_older_2015_2018_m1.htm","10000","1460","3.9973","-13.14","9986.86","-0.13","-0.03","-0.03","0.5","-1.64","-0.61","25","8","3","40.45","0.4","25.31","40.45","-0.3248"
"20","20","discovery_model1","dnrb_buffer010","independent_d1_nr7_h1_breakout","discovery_2019_2020","2019.01.01","2020.12.31","dnrb_buffer010_discovery_2019_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_buffer010_discovery_2019_2020_m1.htm","10000","730","1.9986","-11.02","9988.98","-0.11","-0.06","-0.06","0","-3.67","-0.58","0","3","3","15.06","0.15","11.02","15.06","-0.7317"
"21","21","discovery_model1","dnrb_buffer010","independent_d1_nr7_h1_breakout","continuous_2015_2020","2015.01.01","2020.12.31","dnrb_buffer010_continuous_2015_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_buffer010_continuous_2015_2020_m1.htm","10000","2191","5.9986","-24.16","9975.84","-0.24","-0.04","-0.04","0.35","-2.2","-1.77","18.18","11","3","40.45","0.4","25.31","40.45","-0.5973"
"22","22","discovery_model1","dnrb_body025","independent_d1_nr7_h1_breakout","older_2015_2018","2015.01.01","2018.12.31","dnrb_body025_older_2015_2018_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_body025_older_2015_2018_m1.htm","10000","1460","3.9973","-5.3","9994.7","-0.05","-0.01","-0.01","0.73","-0.66","-0.2","37.5","8","3","32.61","0.33","17.47","32.61","-0.1625"
"23","23","discovery_model1","dnrb_body025","independent_d1_nr7_h1_breakout","discovery_2019_2020","2019.01.01","2020.12.31","dnrb_body025_discovery_2019_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_body025_discovery_2019_2020_m1.htm","10000","730","1.9986","-11.02","9988.98","-0.11","-0.06","-0.06","0","-3.67","-0.58","0","3","3","15.06","0.15","11.02","15.06","-0.7317"
"24","24","discovery_model1","dnrb_body025","independent_d1_nr7_h1_breakout","continuous_2015_2020","2015.01.01","2020.12.31","dnrb_body025_continuous_2015_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_body025_continuous_2015_2020_m1.htm","10000","2191","5.9986","-16.32","9983.68","-0.16","-0.03","-0.03","0.46","-1.48","-1","27.27","11","3","32.61","0.33","17.47","32.61","-0.5005"
"25","25","discovery_model1","dnrb_body045","independent_d1_nr7_h1_breakout","older_2015_2018","2015.01.01","2018.12.31","dnrb_body045_older_2015_2018_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_body045_older_2015_2018_m1.htm","10000","1460","3.9973","-13.77","9986.23","-0.14","-0.03","-0.03","0.07","-2.75","-0.52","20","5","3","25.21","0.25","13.77","25.21","-0.5462"
"26","26","discovery_model1","dnrb_body045","independent_d1_nr7_h1_breakout","discovery_2019_2020","2019.01.01","2020.12.31","dnrb_body045_discovery_2019_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_body045_discovery_2019_2020_m1.htm","10000","730","1.9986","-11.02","9988.98","-0.11","-0.06","-0.06","0","-3.67","-0.58","0","3","3","15.06","0.15","11.02","15.06","-0.7317"
"27","27","discovery_model1","dnrb_body045","independent_d1_nr7_h1_breakout","continuous_2015_2020","2015.01.01","2020.12.31","dnrb_body045_continuous_2015_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_body045_continuous_2015_2020_m1.htm","10000","2191","5.9986","-24.79","9975.21","-0.25","-0.04","-0.04","0.04","-3.1","-1.37","12.5","8","4","36.97","0.37","24.79","36.97","-0.6705"
"28","28","discovery_model1","dnrb_volume000","independent_d1_nr7_h1_breakout","older_2015_2018","2015.01.01","2018.12.31","dnrb_volume000_older_2015_2018_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_volume000_older_2015_2018_m1.htm","10000","1460","3.9973","-16.29","9983.71","-0.16","-0.04","-0.04","0.45","-1.48","-1.27","27.27","11","5","44.59","0.45","28.46","44.59","-0.3653"
"29","29","discovery_model1","dnrb_volume000","independent_d1_nr7_h1_breakout","discovery_2019_2020","2019.01.01","2020.12.31","dnrb_volume000_discovery_2019_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_volume000_discovery_2019_2020_m1.htm","10000","730","1.9986","-11.02","9988.98","-0.11","-0.06","-0.06","0","-3.67","-0.58","0","3","3","15.06","0.15","11.02","15.06","-0.7317"
"30","30","discovery_model1","dnrb_volume000","independent_d1_nr7_h1_breakout","continuous_2015_2020","2015.01.01","2020.12.31","dnrb_volume000_continuous_2015_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_volume000_continuous_2015_2020_m1.htm","10000","2191","5.9986","-27.31","9972.69","-0.27","-0.05","-0.05","0.33","-1.95","-3.09","21.43","14","5","44.59","0.45","28.46","44.59","-0.6125"
"31","31","discovery_model1","dnrb_volume115","independent_d1_nr7_h1_breakout","older_2015_2018","2015.01.01","2018.12.31","dnrb_volume115_older_2015_2018_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_volume115_older_2015_2018_m1.htm","10000","1460","3.9973","-4.46","9995.54","-0.04","-0.01","-0.01","0.75","-0.74","-0.18","33.33","6","2","25.3","0.25","16.63","25.3","-0.1763"
"32","32","discovery_model1","dnrb_volume115","independent_d1_nr7_h1_breakout","discovery_2019_2020","2019.01.01","2020.12.31","dnrb_volume115_discovery_2019_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_volume115_discovery_2019_2020_m1.htm","10000","730","1.9986","-11.02","9988.98","-0.11","-0.06","-0.06","0","-3.67","-0.58","0","3","3","15.06","0.15","11.02","15.06","-0.7317"
"33","33","discovery_model1","dnrb_volume115","independent_d1_nr7_h1_breakout","continuous_2015_2020","2015.01.01","2020.12.31","dnrb_volume115_continuous_2015_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_volume115_continuous_2015_2020_m1.htm","10000","2191","5.9986","-15.48","9984.52","-0.15","-0.03","-0.03","0.46","-1.72","-0.96","22.22","9","3","25.3","0.25","16.63","25.3","-0.6119"
"34","34","discovery_model1","dnrb_ema20","independent_d1_nr7_h1_breakout","older_2015_2018","2015.01.01","2018.12.31","dnrb_ema20_older_2015_2018_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_ema20_older_2015_2018_m1.htm","10000","1460","3.9973","-2.65","9997.35","-0.03","-0.01","-0.01","0.82","-0.53","-0.08","20","5","4","29.96","0.3","14.82","29.96","-0.0885"
"35","35","discovery_model1","dnrb_ema20","independent_d1_nr7_h1_breakout","discovery_2019_2020","2019.01.01","2020.12.31","dnrb_ema20_discovery_2019_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_ema20_discovery_2019_2020_m1.htm","10000","730","1.9986","-11.02","9988.98","-0.11","-0.06","-0.06","0","-3.67","-0.58","0","3","3","15.06","0.15","11.02","15.06","-0.7317"
"36","36","discovery_model1","dnrb_ema20","independent_d1_nr7_h1_breakout","continuous_2015_2020","2015.01.01","2020.12.31","dnrb_ema20_continuous_2015_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_ema20_continuous_2015_2020_m1.htm","10000","2191","5.9986","-13.67","9986.33","-0.14","-0.02","-0.02","0.47","-1.71","-0.65","12.5","8","4","29.96","0.3","14.82","29.96","-0.4563"
"37","37","discovery_model1","dnrb_ema100","independent_d1_nr7_h1_breakout","older_2015_2018","2015.01.01","2018.12.31","dnrb_ema100_older_2015_2018_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_ema100_older_2015_2018_m1.htm","10000","1460","3.9973","-0.2","9999.8","0","0","0","0.99","-0.02","-0.01","37.5","8","2","33.59","0.34","18.03","33.59","-0.006"
"38","38","discovery_model1","dnrb_ema100","independent_d1_nr7_h1_breakout","discovery_2019_2020","2019.01.01","2020.12.31","dnrb_ema100_discovery_2019_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_ema100_discovery_2019_2020_m1.htm","10000","730","1.9986","-11.02","9988.98","-0.11","-0.06","-0.06","0","-3.67","-0.58","0","3","3","15.06","0.15","11.02","15.06","-0.7317"
"39","39","discovery_model1","dnrb_ema100","independent_d1_nr7_h1_breakout","continuous_2015_2020","2015.01.01","2020.12.31","dnrb_ema100_continuous_2015_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_ema100_continuous_2015_2020_m1.htm","10000","2191","5.9986","-11.22","9988.78","-0.11","-0.02","-0.02","0.63","-1.02","-0.75","27.27","11","3","33.59","0.34","18.03","33.59","-0.334"
"40","40","discovery_model1","dnrb_noema","independent_d1_nr7_h1_breakout","older_2015_2018","2015.01.01","2018.12.31","dnrb_noema_older_2015_2018_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_noema_older_2015_2018_m1.htm","10000","1460","3.9973","25.09","10025.09","0.25","0.06","0.06","2.1","2.51","1.14","40","10","3","35.27","0.35","21.33","35.27","0.7114"
"41","41","discovery_model1","dnrb_noema","independent_d1_nr7_h1_breakout","discovery_2019_2020","2019.01.01","2020.12.31","dnrb_noema_discovery_2019_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_noema_discovery_2019_2020_m1.htm","10000","730","1.9986","-14.75","9985.25","-0.15","-0.07","-0.07","0","-3.69","-0.97","0","4","4","18.05","0.18","14.75","18.05","-0.8172"
"42","42","discovery_model1","dnrb_noema","independent_d1_nr7_h1_breakout","continuous_2015_2020","2015.01.01","2020.12.31","dnrb_noema_continuous_2015_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_noema_continuous_2015_2020_m1.htm","10000","2191","5.9986","10.34","10010.34","0.1","0.02","0.02","1.28","0.74","0.87","28.57","14","4","35.27","0.35","23.91","35.27","0.2932"
"43","43","discovery_model1","dnrb_adx18","independent_d1_nr7_h1_breakout","older_2015_2018","2015.01.01","2018.12.31","dnrb_adx18_older_2015_2018_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_adx18_older_2015_2018_m1.htm","10000","1460","3.9973","-6.28","9993.72","-0.06","-0.02","-0.02","0.68","-0.9","-0.25","28.57","7","3","33.59","0.34","18.45","33.59","-0.187"
"44","44","discovery_model1","dnrb_adx18","independent_d1_nr7_h1_breakout","discovery_2019_2020","2019.01.01","2020.12.31","dnrb_adx18_discovery_2019_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_adx18_discovery_2019_2020_m1.htm","10000","730","1.9986","-11.02","9988.98","-0.11","-0.06","-0.06","0","-3.67","-0.58","0","3","3","15.06","0.15","11.02","15.06","-0.7317"
"45","45","discovery_model1","dnrb_adx18","independent_d1_nr7_h1_breakout","continuous_2015_2020","2015.01.01","2020.12.31","dnrb_adx18_continuous_2015_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_adx18_continuous_2015_2020_m1.htm","10000","2191","5.9986","-17.3","9982.7","-0.17","-0.03","-0.03","0.43","-1.73","-1.08","20","10","3","33.59","0.34","18.45","33.59","-0.515"
"46","46","discovery_model1","dnrb_tp200","independent_d1_nr7_h1_breakout","older_2015_2018","2015.01.01","2018.12.31","dnrb_tp200_older_2015_2018_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_tp200_older_2015_2018_m1.htm","10000","1460","3.9973","-0.72","9999.28","-0.01","0","0","0.96","-0.1","-0.03","28.57","7","3","33.59","0.34","18.45","33.59","-0.0214"
"47","47","discovery_model1","dnrb_tp200","independent_d1_nr7_h1_breakout","discovery_2019_2020","2019.01.01","2020.12.31","dnrb_tp200_discovery_2019_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_tp200_discovery_2019_2020_m1.htm","10000","730","1.9986","-11.02","9988.98","-0.11","-0.06","-0.06","0","-3.67","-0.58","0","3","3","15.06","0.15","11.02","15.06","-0.7317"
"48","48","discovery_model1","dnrb_tp200","independent_d1_nr7_h1_breakout","continuous_2015_2020","2015.01.01","2020.12.31","dnrb_tp200_continuous_2015_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_tp200_continuous_2015_2020_m1.htm","10000","2191","5.9986","-11.74","9988.26","-0.12","-0.02","-0.02","0.61","-1.17","-0.79","20","10","3","33.59","0.34","18.45","33.59","-0.3495"
"49","49","discovery_model1","dnrb_tp400","independent_d1_nr7_h1_breakout","older_2015_2018","2015.01.01","2018.12.31","dnrb_tp400_older_2015_2018_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_tp400_older_2015_2018_m1.htm","10000","1460","3.9973","-6.28","9993.72","-0.06","-0.02","-0.02","0.68","-0.9","-0.25","28.57","7","3","33.59","0.34","18.45","33.59","-0.187"
"50","50","discovery_model1","dnrb_tp400","independent_d1_nr7_h1_breakout","discovery_2019_2020","2019.01.01","2020.12.31","dnrb_tp400_discovery_2019_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_tp400_discovery_2019_2020_m1.htm","10000","730","1.9986","-11.02","9988.98","-0.11","-0.06","-0.06","0","-3.67","-0.58","0","3","3","15.06","0.15","11.02","15.06","-0.7317"
"51","51","discovery_model1","dnrb_tp400","independent_d1_nr7_h1_breakout","continuous_2015_2020","2015.01.01","2020.12.31","dnrb_tp400_continuous_2015_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_tp400_continuous_2015_2020_m1.htm","10000","2191","5.9986","-17.3","9982.7","-0.17","-0.03","-0.03","0.43","-1.73","-1.08","20","10","3","33.59","0.34","18.45","33.59","-0.515"
"52","52","discovery_model1","dnrb_no_trail","independent_d1_nr7_h1_breakout","older_2015_2018","2015.01.01","2018.12.31","dnrb_no_trail_older_2015_2018_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_no_trail_older_2015_2018_m1.htm","10000","1460","3.9973","-14.13","9985.87","-0.14","-0.04","-0.04","0.66","-2.02","-0.2","28.57","7","5","60.51","0.6","41.14","60.51","-0.2335"
"53","53","discovery_model1","dnrb_no_trail","independent_d1_nr7_h1_breakout","discovery_2019_2020","2019.01.01","2020.12.31","dnrb_no_trail_discovery_2019_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_no_trail_discovery_2019_2020_m1.htm","10000","730","1.9986","-1.46","9998.54","-0.01","-0.01","-0.01","0.91","-0.49","-0.02","33.33","3","2","24.21","0.24","16.58","24.21","-0.0603"
"54","54","discovery_model1","dnrb_no_trail","independent_d1_nr7_h1_breakout","continuous_2015_2020","2015.01.01","2020.12.31","dnrb_no_trail_continuous_2015_2020_m1","PARSED","outputs\independent_d1_nr7_h1_breakout_discovery_model1_package\reports_here\dnrb_no_trail_continuous_2015_2020_m1.htm","10000","2191","5.9986","-15.59","9984.41","-0.16","-0.03","-0.03","0.73","-1.56","-0.34","30","10","5","60.51","0.6","41.14","60.51","-0.2576"
