"Rank","Priority","Phase","Profile","Set","Window","From","To","ExpectedReportName","Status","ReportPath","InitialDeposit","CalendarDays","Years","NetProfit","Balance","TotalReturnPercent","AnnualizedReturnPercent","CagrPercent","ProfitFactor","ExpectedPayoff","SharpeRatio","WinRatePercent","TotalTrades","MaxConsecutiveLosses","MaxDrawdownMoney","MaxDrawdownPercent","BalanceDrawdownMaximal","EquityDrawdownMaximal","RecoveryFactor"
"","","reversion_partial_runner_discovery_model1","","","continuous_2015_2020","2015.01.01","2020.12.31","rvpr_target175_continuous_2015_2020_m1","PARSED","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\three_lane_reversion_partial_runner_discovery_model1_package\reports_here\rvpr_target175_continuous_2015_2020_m1.htm","10000","2191","5.9986","1392.02","11392.02","13.92","2.32","2.2","1.87","5.16","4.96","46.3","270","6","118.17","1.05","97.35","118.17","11.7798"
"","","reversion_partial_runner_discovery_model1","","","older_2015_2018","2015.01.01","2018.12.31","rvpr_target225_older_2015_2018_m1","PARSED","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\three_lane_reversion_partial_runner_discovery_model1_package\reports_here\rvpr_target225_older_2015_2018_m1.htm","10000","1460","3.9973","962.51","10962.51","9.63","2.41","2.33","1.87","5.04","4.74","46.07","191","6","117.21","1.12","84.54","117.21","8.2118"
"","","reversion_partial_runner_discovery_model1","","","later_2019_2020","2019.01.01","2020.12.31","rvpr_target225_later_2019_2020_m1","PARSED","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\three_lane_reversion_partial_runner_discovery_model1_package\reports_here\rvpr_target225_later_2019_2020_m1.htm","10000","730","1.9986","348.78","10348.78","3.49","1.75","1.73","1.88","4.59","5.17","47.37","76","6","94.65","0.93","73.83","94.65","3.6849"
"","","reversion_partial_runner_discovery_model1","","","continuous_2015_2020","2015.01.01","2020.12.31","rvpr_target225_continuous_2015_2020_m1","PARSED","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\three_lane_reversion_partial_runner_discovery_model1_package\reports_here\rvpr_target225_continuous_2015_2020_m1.htm","10000","2191","5.9986","1292.95","11292.95","12.93","2.16","2.05","1.81","4.79","4.56","46.3","270","6","118.17","1.06","97.35","118.17","10.9414"
"","","reversion_partial_runner_discovery_model1","","","older_2015_2018","2015.01.01","2018.12.31","rvpr_lock025_older_2015_2018_m1","PARSED","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\three_lane_reversion_partial_runner_discovery_model1_package\reports_here\rvpr_lock025_older_2015_2018_m1.htm","10000","1460","3.9973","1028.88","11028.88","10.29","2.57","2.48","1.93","5.39","5.02","46.07","191","6","117.21","1.12","84.54","117.21","8.7781"
"","","reversion_partial_runner_discovery_model1","","","later_2019_2020","2019.01.01","2020.12.31","rvpr_lock025_later_2019_2020_m1","PARSED","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\three_lane_reversion_partial_runner_discovery_model1_package\reports_here\rvpr_lock025_later_2019_2020_m1.htm","10000","730","1.9986","346.89","10346.89","3.47","1.74","1.72","1.88","4.56","5.14","47.37","76","6","94.65","0.93","73.83","94.65","3.665"
"","","reversion_partial_runner_discovery_model1","","","continuous_2015_2020","2015.01.01","2020.12.31","rvpr_lock025_continuous_2015_2020_m1","PARSED","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\three_lane_reversion_partial_runner_discovery_model1_package\reports_here\rvpr_lock025_continuous_2015_2020_m1.htm","10000","2191","5.9986","1357.38","11357.38","13.57","2.26","2.14","1.86","5.03","4.76","46.3","270","6","118.17","1.06","97.35","118.17","11.4867"
"","","reversion_partial_runner_discovery_model1","","","older_2015_2018","2015.01.01","2018.12.31","rvpr_lock075_older_2015_2018_m1","PARSED","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\three_lane_reversion_partial_runner_discovery_model1_package\reports_here\rvpr_lock075_older_2015_2018_m1.htm","10000","1460","3.9973","1006.17","11006.17","10.06","2.52","2.43","1.91","5.27","4.96","46.07","191","6","117.21","1.11","84.54","117.21","8.5843"
"","","reversion_partial_runner_discovery_model1","","","later_2019_2020","2019.01.01","2020.12.31","rvpr_lock075_later_2019_2020_m1","PARSED","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\three_lane_reversion_partial_runner_discovery_model1_package\reports_here\rvpr_lock075_later_2019_2020_m1.htm","10000","730","1.9986","350.7","10350.7","3.51","1.75","1.74","1.89","4.61","5.23","47.37","76","6","94.65","0.93","73.83","94.65","3.7052"
"","","reversion_partial_runner_discovery_model1","","","continuous_2015_2020","2015.01.01","2020.12.31","rvpr_lock075_continuous_2015_2020_m1","PARSED","C:\Users\Ant\Documents\Codex\2026-07-03\absolutely-here-s-a-summary-you\work\gdr_rdmc\outputs\three_lane_reversion_partial_runner_discovery_model1_package\reports_here\rvpr_lock075_continuous_2015_2020_m1.htm","10000","2191","5.9986","1338.48","11338.48","13.38","2.23","2.12","1.84","4.96","4.73","46.3","270","6","118.17","1.06","97.35","118.17","11.3267"
