Lane,ProfileId,SourceHash,RunLabel,EntryTime,ExitTime,EntryYear,EntryMonth,EntryHour,DayOfWeek,Symbol,Side,Volume,EntryPrice,ExitPrice,InitialStop,InitialRiskMoney,RiskR,HoldMinutes,Profit,Winner,EntryComment,ExitComment
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-10-18 10:00:00,2021-10-18 17:00:00,2021,10,10,Monday,XAUUSD,sell,0.02,1764.58,1768.87,1772.23,15.3000,-0.560784,420.0,-8.58,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-10-22 10:00:00,2021-10-22 17:09:59,2021,10,10,Friday,XAUUSD,buy,0.01,1793.17,1810.70,1784.41,8.7600,2.001142,429.98,17.53,True,daily momentum plus fresh H1 breakout,tp 1810.69
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-10-25 17:00:00,2021-10-26 04:00:00,2021,10,17,Monday,XAUUSD,buy,0.01,1807.86,1805.41,1798.11,9.7500,-0.264615,660.0,-2.58,False,daily momentum plus fresh H1 breakout,
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-10-27 13:00:00,2021-10-27 16:38:39,2021,10,13,Wednesday,XAUUSD,buy,0.10,1786.95,1798.02,1783.03,39.2000,2.823980,218.65,110.70,True,lower-band reclaim; DI edge -9.53,tp 1798.01
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-10-28 06:00:00,2021-10-28 13:00:00,2021,10,6,Thursday,XAUUSD,buy,0.02,1799.64,1797.75,1793.70,11.8800,-0.318182,420.0,-3.78,False,daily momentum plus fresh H1 breakout,
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-11-09 13:00:00,2021-11-09 13:42:13,2021,11,13,Tuesday,XAUUSD,sell,0.10,1825.13,1827.62,1827.60,24.7000,-1.008097,42.22,-24.90,False,upper-band reclaim; DI edge -7.00,sl 1827.60
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-11-12 11:00:00,2021-11-12 17:01:34,2021,11,11,Friday,XAUUSD,sell,0.02,1853.26,1860.43,1860.43,14.3400,-1.000000,361.57,-14.34,False,daily momentum plus fresh H1 breakout,sl 1860.43
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-11-22 13:00:00,2021-11-22 16:17:04,2021,11,13,Monday,XAUUSD,sell,0.02,1839.57,1823.51,1847.59,16.0400,2.002494,197.07,32.12,True,daily momentum plus fresh H1 breakout,tp 1823.52
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-11-23 11:00:00,2021-11-23 18:58:15,2021,11,11,Tuesday,XAUUSD,sell,0.01,1800.98,1782.08,1810.42,9.4400,2.002119,478.25,18.90,True,daily momentum plus fresh H1 breakout,tp 1782.09
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-11-30 21:00:00,2021-12-01 07:57:24,2021,11,21,Tuesday,XAUUSD,buy,0.06,1776.66,1790.08,1768.86,46.8000,1.704274,657.4,79.76,True,lower-band reclaim; DI edge -2.41,tp 1790.07
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-12-02 08:00:00,2021-12-02 15:00:00,2021,12,8,Thursday,XAUUSD,sell,0.02,1776.01,1779.58,1782.40,12.7800,-0.558685,420.0,-7.14,False,daily momentum plus fresh H1 breakout,
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-12-16 05:00:00,2021-12-16 08:20:31,2021,12,5,Thursday,XAUUSD,sell,0.10,1782.54,1785.09,1785.09,25.5000,-1.000000,200.52,-25.50,False,upper-band reclaim; DI edge -11.60,sl 1785.09
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-12-17 08:00:00,2021-12-17 21:00:00,2021,12,8,Friday,XAUUSD,buy,0.02,1805.09,1802.13,1797.11,15.9600,-0.370927,780.0,-5.92,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-12-21 15:00:00,2021-12-21 17:00:00,2021,12,15,Tuesday,XAUUSD,buy,0.02,1798.84,1792.25,1792.07,13.5400,-0.973412,120.0,-13.18,False,daily momentum plus fresh H1 breakout,
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-12-21 19:00:00,2021-12-22 18:01:42,2021,12,19,Tuesday,XAUUSD,buy,0.10,1788.36,1796.57,1784.42,39.4000,2.051777,1381.7,80.84,True,lower-band reclaim; DI edge -7.75,tp 1796.56
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2021-12-28 13:00:00,2021-12-28 16:07:39,2021,12,13,Tuesday,XAUUSD,buy,0.02,1817.95,1812.08,1812.13,11.6400,-1.008591,187.65,-11.74,False,daily momentum plus fresh H1 breakout,sl 1812.13
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-01-28 12:00:00,2022-01-31 01:05:00,2022,1,12,Friday,XAUUSD,sell,0.02,1791.43,1789.30,1799.31,15.7600,0.264594,3665.0,4.17,True,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-02-04 12:00:00,2022-02-04 15:31:40,2022,2,12,Friday,XAUUSD,buy,0.02,1811.04,1805.40,1805.41,11.2600,-1.001776,211.67,-11.28,False,daily momentum plus fresh H1 breakout,sl 1805.41
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-02-16 12:00:00,2022-02-16 14:45:03,2022,2,12,Wednesday,XAUUSD,buy,0.02,1858.56,1851.83,1851.86,13.4000,-1.004478,165.05,-13.46,False,daily momentum plus fresh H1 breakout,sl 1851.86
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-02-17 06:00:00,2022-02-17 10:28:39,2022,2,6,Thursday,XAUUSD,buy,0.02,1874.95,1890.09,1867.38,15.1400,2.000000,268.65,30.28,True,daily momentum plus fresh H1 breakout,tp 1890.09
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-03-17 11:12:30,2022-03-17 20:11:36,2022,3,11,Thursday,XAUUSD,buy,0.01,1937.81,1938.65,1929.33,8.4800,0.099057,539.1,0.84,True,daily momentum plus fresh H1 breakout,sl 1938.66
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-04-13 19:00:00,2022-04-14 09:00:00,2022,4,19,Wednesday,XAUUSD,buy,0.01,1981.03,1972.46,1971.32,9.7100,-0.921730,840.0,-8.95,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-04-18 10:00:00,2022-04-18 18:00:00,2022,4,10,Monday,XAUUSD,buy,0.02,1989.07,1984.02,1981.96,14.2200,-0.710267,480.0,-10.10,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-04-29 15:00:00,2022-04-29 15:30:14,2022,4,15,Friday,XAUUSD,buy,0.01,1919.60,1909.67,1909.69,9.9100,-1.002018,30.23,-9.93,False,daily momentum plus fresh H1 breakout,sl 1909.69
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-05-18 07:00:00,2022-05-18 11:00:00,2022,5,7,Wednesday,XAUUSD,sell,0.01,1808.59,1815.57,1817.76,9.1700,-0.761178,240.0,-6.98,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-05-23 07:00:00,2022-05-23 15:56:39,2022,5,7,Monday,XAUUSD,buy,0.01,1854.48,1855.42,1845.11,9.3700,0.100320,536.65,0.94,True,daily momentum plus fresh H1 breakout,sl 1855.42
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-05-27 11:00:00,2022-05-27 15:32:28,2022,5,11,Friday,XAUUSD,buy,0.02,1858.36,1851.52,1851.52,13.6800,-1.000000,272.47,-13.68,False,daily momentum plus fresh H1 breakout,sl 1851.52
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-06-02 10:00:00,2022-06-02 17:10:15,2022,6,10,Thursday,XAUUSD,buy,0.02,1851.96,1868.46,1843.71,16.5000,2.000000,430.25,33.00,True,daily momentum plus fresh H1 breakout,tp 1868.45
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-06-27 10:00:00,2022-06-27 14:56:40,2022,6,10,Monday,XAUUSD,buy,0.03,1838.28,1833.90,1833.91,13.1100,-1.002288,296.67,-13.14,False,daily momentum plus fresh H1 breakout,sl 1833.91
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-06-29 10:00:00,2022-06-29 13:38:25,2022,6,10,Wednesday,XAUUSD,sell,0.03,1817.65,1823.01,1823.00,16.0500,-1.001869,218.42,-16.08,False,daily momentum plus fresh H1 breakout,sl 1823.00
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-07-01 07:00:00,2022-07-01 14:18:31,2022,7,7,Friday,XAUUSD,sell,0.02,1801.46,1788.75,1807.81,12.7000,2.001575,438.52,25.42,True,daily momentum plus fresh H1 breakout,tp 1788.75
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-07-08 11:00:00,2022-07-08 15:12:38,2022,7,11,Friday,XAUUSD,sell,0.02,1736.54,1744.38,1744.37,15.6600,-1.001277,252.63,-15.68,False,daily momentum plus fresh H1 breakout,sl 1744.37
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-07-20 10:00:00,2022-07-20 12:37:34,2022,7,10,Wednesday,XAUUSD,sell,0.02,1707.26,1713.79,1713.75,12.9800,-1.006163,157.57,-13.06,False,daily momentum plus fresh H1 breakout,sl 1713.75
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-07-21 10:00:00,2022-07-21 15:20:38,2022,7,10,Thursday,XAUUSD,sell,0.03,1689.47,1689.02,1694.32,14.5500,0.092784,320.63,1.35,True,daily momentum plus fresh H1 breakout,sl 1688.99
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-08-11 06:00:00,2022-08-11 12:00:00,2022,8,6,Thursday,XAUUSD,sell,0.02,1785.35,1789.66,1793.39,16.0800,-0.536070,360.0,-8.62,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-08-16 16:00:00,2022-08-17 07:39:21,2022,8,16,Tuesday,XAUUSD,sell,0.02,1771.79,1778.86,1778.85,14.1200,-1.007790,939.35,-14.23,False,daily momentum plus fresh H1 breakout,sl 1778.85
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-08-19 08:00:00,2022-08-19 16:00:00,2022,8,8,Friday,XAUUSD,sell,0.02,1753.11,1756.60,1758.93,11.6400,-0.599656,480.0,-6.98,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-08-22 09:00:00,2022-08-22 12:35:33,2022,8,9,Monday,XAUUSD,sell,0.02,1743.59,1732.00,1749.39,11.6000,1.998276,215.55,23.18,True,daily momentum plus fresh H1 breakout,tp 1732.00
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-09-06 16:00:00,2022-09-07 10:00:00,2022,9,16,Tuesday,XAUUSD,sell,0.01,1707.75,1699.19,1716.45,8.7000,0.978161,1080.0,8.51,True,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-09-15 07:00:00,2022-09-15 15:49:41,2022,9,7,Thursday,XAUUSD,sell,0.02,1692.75,1692.18,1698.58,11.6600,0.097770,529.68,1.14,True,daily momentum plus fresh H1 breakout,sl 1692.17
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-09-28 10:00:00,2022-09-28 13:22:28,2022,9,10,Wednesday,XAUUSD,sell,0.01,1621.74,1630.37,1630.37,8.6300,-1.000000,202.47,-8.63,False,daily momentum plus fresh H1 breakout,sl 1630.37
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-10-10 07:00:00,2022-10-10 17:47:20,2022,10,7,Monday,XAUUSD,sell,0.01,1688.92,1669.12,1698.82,9.9000,2.000000,647.33,19.80,True,daily momentum plus fresh H1 breakout,tp 1669.13
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-10-11 06:00:00,2022-10-11 15:00:00,2022,10,6,Tuesday,XAUUSD,sell,0.01,1665.45,1670.23,1674.12,8.6700,-0.551326,540.0,-4.78,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-10-21 07:00:00,2022-10-21 15:58:20,2022,10,7,Friday,XAUUSD,sell,0.02,1621.67,1628.83,1628.81,14.2800,-1.002801,538.33,-14.32,False,daily momentum plus fresh H1 breakout,sl 1628.81
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-10-31 11:00:00,2022-11-01 04:00:00,2022,10,11,Monday,XAUUSD,sell,0.01,1637.12,1637.28,1646.07,8.9500,-0.023464,1020.0,-0.21,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-11-03 10:00:00,2022-11-03 16:50:40,2022,11,10,Thursday,XAUUSD,sell,0.01,1630.03,1629.09,1639.47,9.4400,0.099576,410.67,0.94,True,daily momentum plus fresh H1 breakout,sl 1629.09
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-11-08 11:00:00,2022-11-08 14:00:00,2022,11,11,Tuesday,XAUUSD,sell,0.02,1666.90,1672.66,1673.75,13.7000,-0.840876,180.0,-11.52,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-11-21 10:00:00,2022-11-22 03:00:00,2022,11,10,Monday,XAUUSD,sell,0.03,1742.59,1740.86,1747.88,15.8700,0.318210,1020.0,5.05,True,daily momentum plus fresh H1 breakout,
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-11-25 07:00:00,2022-11-25 15:22:39,2022,11,7,Friday,XAUUSD,sell,0.10,1758.61,1747.71,1761.68,30.7000,3.550489,502.65,109.00,True,upper-band reclaim; DI edge -10.59,tp 1747.72
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-11-25 16:00:00,2022-11-25 19:10:38,2022,11,16,Friday,XAUUSD,sell,0.02,1748.38,1754.79,1754.76,12.7600,-1.004702,190.63,-12.82,False,daily momentum plus fresh H1 breakout,sl 1754.76
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-12-15 10:00:00,2022-12-15 17:00:00,2022,12,10,Thursday,XAUUSD,sell,0.02,1789.01,1783.06,1796.94,15.8600,0.750315,420.0,11.90,True,daily momentum plus fresh H1 breakout,
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2022-12-22 05:00:00,2022-12-22 07:29:14,2022,12,5,Thursday,XAUUSD,sell,0.10,1818.41,1820.51,1820.51,21.0000,-1.000000,149.23,-21.00,False,upper-band reclaim; DI edge -8.98,sl 1820.51
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-01-10 17:00:00,2023-01-11 04:00:00,2023,1,17,Tuesday,XAUUSD,buy,0.02,1878.37,1873.03,1870.08,16.5800,-0.659228,660.0,-10.93,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-01-12 15:00:00,2023-01-12 15:30:24,2023,1,15,Thursday,XAUUSD,buy,0.02,1887.52,1880.78,1880.82,13.4000,-1.005970,30.4,-13.48,False,daily momentum plus fresh H1 breakout,sl 1880.82
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-01-24 09:00:00,2023-01-24 15:53:27,2023,1,9,Tuesday,XAUUSD,buy,0.01,1939.78,1931.40,1931.40,8.3800,-1.000000,413.45,-8.38,False,daily momentum plus fresh H1 breakout,sl 1931.40
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-02-20 10:00:00,2023-02-20 19:54:34,2023,2,10,Monday,XAUUSD,buy,0.03,1846.05,1840.80,1840.81,15.7200,-1.001908,594.57,-15.75,False,daily momentum plus fresh H1 breakout,sl 1840.81
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-02-27 16:00:00,2023-02-28 06:00:00,2023,2,16,Monday,XAUUSD,buy,0.02,1814.69,1814.93,1807.98,13.4200,0.017139,840.0,0.23,True,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-03-01 09:00:00,2023-03-02 03:00:00,2023,3,9,Wednesday,XAUUSD,buy,0.02,1834.82,1835.66,1827.03,15.5800,0.059050,1080.0,0.92,True,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-03-03 09:00:00,2023-03-03 17:00:00,2023,3,9,Friday,XAUUSD,buy,0.02,1843.43,1843.68,1837.53,11.8000,0.042373,480.0,0.50,True,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-03-17 14:00:00,2023-03-17 15:53:41,2023,3,14,Friday,XAUUSD,buy,0.01,1935.26,1952.08,1926.85,8.4100,2.000000,113.68,16.82,True,daily momentum plus fresh H1 breakout,tp 1952.08
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-04-11 12:00:00,2023-04-11 16:10:24,2023,4,12,Tuesday,XAUUSD,buy,0.02,2004.66,1996.95,1996.95,15.4200,-1.000000,250.4,-15.42,False,daily momentum plus fresh H1 breakout,sl 1996.95
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-04-20 10:00:00,2023-04-21 09:00:00,2023,4,10,Thursday,XAUUSD,buy,0.01,1999.21,1994.93,1990.02,9.1900,-0.479869,1380.0,-4.41,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-05-08 16:00:00,2023-05-08 16:37:36,2023,5,16,Monday,XAUUSD,buy,0.02,2026.13,2019.61,2019.61,13.0400,-1.000000,37.6,-13.04,False,daily momentum plus fresh H1 breakout,sl 2019.61
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-05-24 09:00:00,2023-05-24 09:41:38,2023,5,9,Wednesday,XAUUSD,buy,0.02,1979.59,1972.32,1972.32,14.5400,-1.000000,41.63,-14.54,False,daily momentum plus fresh H1 breakout,sl 1972.32
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-06-12 18:00:00,2023-06-13 09:21:38,2023,6,18,Monday,XAUUSD,buy,0.08,1954.32,1962.28,1948.56,46.0800,1.360026,921.63,62.67,True,lower-band reclaim; DI edge -4.73,tp 1962.28
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-06-29 17:00:00,2023-06-29 17:15:29,2023,6,17,Thursday,XAUUSD,buy,0.06,1899.72,1910.63,1892.31,44.4600,1.472335,15.48,65.46,True,lower-band reclaim; DI edge -7.78,tp 1910.59
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-07-07 16:00:00,2023-07-07 17:36:43,2023,7,16,Friday,XAUUSD,buy,0.02,1918.85,1930.64,1913.01,11.6800,2.018836,96.72,23.58,True,daily momentum plus fresh H1 breakout,tp 1930.52
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-07-11 08:00:00,2023-07-11 10:24:05,2023,7,8,Tuesday,XAUUSD,buy,0.03,1929.52,1930.04,1924.10,16.2600,0.095941,144.08,1.56,True,daily momentum plus fresh H1 breakout,sl 1930.06
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-07-12 06:00:00,2023-07-12 10:00:00,2023,7,6,Wednesday,XAUUSD,buy,0.01,1940.19,1934.89,1931.78,8.4100,-0.630202,240.0,-5.30,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-07-13 06:00:00,2023-07-13 08:03:38,2023,7,6,Thursday,XAUUSD,buy,0.03,1960.22,1955.95,1955.96,12.7800,-1.002347,123.63,-12.81,False,daily momentum plus fresh H1 breakout,sl 1955.96
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-07-13 10:00:00,2023-07-13 15:35:03,2023,7,10,Thursday,XAUUSD,buy,0.02,1962.91,1954.81,1954.82,16.1800,-1.001236,335.05,-16.20,False,daily momentum plus fresh H1 breakout,sl 1954.82
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-07-21 19:00:00,2023-07-24 21:12:28,2023,7,19,Friday,XAUUSD,buy,0.10,1960.38,1956.19,1956.20,41.8000,-1.032536,4452.47,-43.16,False,lower-band reclaim; DI edge -8.61,sl 1956.20
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-07-26 10:00:00,2023-07-26 17:00:00,2023,7,10,Wednesday,XAUUSD,buy,0.02,1969.65,1966.63,1962.04,15.2200,-0.396846,420.0,-6.04,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-08-22 11:00:00,2023-08-22 16:00:00,2023,8,11,Tuesday,XAUUSD,buy,0.02,1901.58,1897.43,1893.53,16.1000,-0.515528,300.0,-8.30,False,daily momentum plus fresh H1 breakout,
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-08-28 17:00:00,2023-08-28 20:04:40,2023,8,17,Monday,XAUUSD,buy,0.02,1918.17,1918.72,1912.54,11.2600,0.097691,184.67,1.10,True,daily momentum plus fresh H1 breakout,sl 1918.73
momentum,tlp_mom_e20,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-08-30 15:00:00,2023-08-30 16:57:31,2023,8,15,Wednesday,XAUUSD,buy,0.03,1939.19,1948.06,1934.76,13.2900,2.002257,117.52,26.61,True,daily momentum plus fresh H1 breakout,tp 1948.06
reversion,tlp_rv_m12,5BADDE1BC7C1E8020E64F00793058AD5C6174370A866F5D3002FA1FA12248FC3,combined_model4_control,2023-09-06 22:00:00,2023-09-08 05:46:59,2023,9,22,Wednesday,XAUUSD,buy,0.10,1917.76,1927.20,1914.73,30.3000,2.949175,1906.98,89.36,True,lower-band reclaim; DI edge -7.34,tp 1927.20
